"","V1","V2","V3","V4"
"result.1","No","0.408009742154484","0.663730086497781","0.543928297652762"
"result.2","No","0.615637612621472","0.291879838881439","0.558940728096554"
"result.3","No","0.0953268813867512","1.02986517510003","0.566988851281283"
"result.4","No","0.774493387503746","-0.202780931991458","0.539185579703729"
"result.5","No","0.118050990876103","0.328260172416131","0.521062811744571"
"result.6","Yes","0.0222757800963899","0.668132004450512","0.527661023353727"
"result.7","Yes","0.0212264303082085","1.17051161254753","0.556324755096005"
"result.8","No","0.104063342082154","1.18362061189203","0.541977507013501"
"result.9","No","0.281557198748564","0.727035923051941","0.51365992633303"
"result.10","No","0.288557751933629","0.845059104249504","0.538583459488615"
"result.11","Yes","0.00354520066525399","0.736367677915868","0.550704342496804"
"result.12","No","0.0861884882413733","1.13627112754533","0.548738921111151"
"result.13","No","0.794114164286234","0.276877930316803","0.544882807803331"
"result.14","No","0.0160093860430145","-0.464801870072162","0.552819387481205"
"result.15","Yes","0.0212307157631846","1.39064977304402","0.547042623062544"
"result.16","Yes","0.000342574493881753","1.60724713045649","0.542615937939564"
"result.17","No","0.139208973771416","0.395958017550599","0.548651184110076"
"result.18","No","0.629704769020854","0.218665671012553","0.551597205212541"
"result.19","Yes","0.0026907970510095","1.83140338261071","0.564742074311923"
"result.20","No","0.77553431233067","-0.210551455542917","0.546638080437518"
"result.21","Yes","0.00062978244066958","2.10337503716709","0.556583829952701"
"result.22","Yes","0.00477974787179414","0.0517875842148214","0.524711661181741"
"result.23","No","0.0876131009892819","0.223396706256957","0.56028761258857"
"result.24","No","0.113154544647945","1.1312312713714","0.545025550116742"
"result.25","No","0.0826516653996138","1.22182019886599","0.534859260317741"
"result.26","No","0.362152913533726","0.737707524152964","0.553253337998295"
"result.27","No","0.790846069268365","0.362342916498811","0.567871337229312"
"result.28","No","0.919885921196928","0.186195891245735","0.537386910214424"
"result.29","No","0.117682897656694","0.765335575020377","0.557321415237337"
"result.30","Yes","0.0437047129796032","1.24710985893231","0.546057024957714"
"result.31","No","0.213165874707478","0.934016438420455","0.528879684935263"
"result.32","No","0.568554426488577","0.564739959334812","0.538148887607594"
"result.33","No","0.0670904221421","0.904101330067163","0.521390563865348"
"result.34","Yes","0.0324999012938563","1.41058602795842","0.53418881117997"
"result.35","Yes","0.0152624478394119","0.739031933361465","0.541025922634423"
"result.36","No","0.932495421525256","-0.100640093086708","0.556242784411698"
"result.37","Yes","0.0223536241369781","1.39036757920835","0.549815729473023"
"result.38","No","0.73477332716076","0.0391906386536057","0.565229784870117"
"result.39","No","0.390737265435621","0.749936492861789","0.554947710824169"
"result.40","Yes","0.0392882258965651","1.01940397420385","0.552824948805494"
"result.41","Yes","0.0354623638616113","1.19535418978954","0.527754216179971"
"result.42","No","0.599446393536469","0.266129432049781","0.534646168815602"
"result.43","No","0.370831642367438","0.41441402977106","0.545020602546446"
"result.44","No","0.0147338544644352","-0.103945565136814","0.535385405904386"
"result.45","No","0.239672672910121","0.838929449445222","0.545218253637169"
"result.46","No","0.511878705723771","0.510428378290834","0.549431519466184"
"result.47","Yes","0.00595696651042754","1.13781465963112","0.567385463342026"
"result.48","Yes","0.00839006128796926","1.37450248869496","0.532414869395268"
"result.49","No","0.107142915556594","0.880997704144428","0.580482362169784"
"result.50","No","0.538844206283815","-0.418437047580629","0.523362322723554"
"result.51","No","0.244795633435129","0.781642069620026","0.572361071624509"
"result.52","No","0.960324150842294","0.07568317861516","0.561095309626308"
"result.53","No","0.156928051436734","-0.67742029783357","0.53711829595384"
"result.54","No","0.27983030303272","0.669798328465789","0.545835068238822"
"result.55","No","0.851634906015348","0.227427017113314","0.530939774050435"
"result.56","No","0.273681358517665","-0.041334364697246","0.526176335642796"
"result.57","No","0.409020487360809","0.445455371914883","0.55148316536474"
"result.58","No","0.0563522466412006","1.16615349035691","0.543526702758304"
"result.59","No","0.460862099359338","0.521194687574856","0.538540363893481"
"result.60","No","0.289658642053925","0.627080103284237","0.551922045151823"
"result.61","No","0.392493240057402","0.607351187952129","0.553859913889212"
"result.62","No","0.250763731776625","0.217860264176559","0.54466095194875"
"result.63","Yes","0.0428465292517416","1.27109730149454","0.55334439586429"
"result.64","No","0.0694538918730248","1.25608254268222","0.547125829016176"
"result.65","Yes","0.00205964714134454","1.26733119119517","0.575227340971312"
"result.66","No","0.337928716223555","0.679035857622721","0.537188117124611"
"result.67","No","0.139943348878588","1.09582401302165","0.531741371405962"
"result.68","Yes","0.0140804315857265","0.947960625319789","0.537943080238639"
"result.69","No","0.0611941704434011","1.27606533007139","0.536806906827602"
"result.70","No","0.0510609044217858","1.12113148829939","0.539484842852074"
"result.71","No","0.386570665629769","0.20219210122817","0.547901123983216"
"result.72","No","0.133111718779959","0.757777767626134","0.543866711342601"
"result.73","No","0.0890841516395505","1.03757713166837","0.538754395531658"
"result.74","No","0.332618493830087","0.514823021087373","0.541677284728989"
"result.75","No","0.584578098616431","0.420112544490639","0.533924880401337"
"result.76","No","0.204521570189986","0.449334708345354","0.549486172364592"
"result.77","Yes","0.00063746926575059","1.74450719201337","0.536422741859168"
"result.78","No","0.415753604014534","0.00650507701011629","0.542719950217603"
"result.79","No","0.409218516691667","0.521393439540564","0.547982231591649"
"result.80","Yes","0.0445421490473248","1.09730733777182","0.557749406561924"
"result.81","Yes","0.0339426388405789","0.316189542887142","0.545214799099277"
"result.82","No","0.114873144126351","1.14116089478702","0.550765939249921"
"result.83","No","0.213959917585723","0.923959098087507","0.546883454301032"
"result.84","No","0.633874075124","0.174397099232997","0.539855100763926"
"result.85","Yes","0.00096689595849464","1.84554491918927","0.536993969133451"
"result.86","No","0.416492773958374","0.725445724665666","0.561561655630142"
"result.87","No","0.754944525449565","0.384490156901489","0.544001947979259"
"result.88","No","0.171853507268997","0.936349448439965","0.556054978424038"
"result.89","No","0.0584307825977682","0.227161941491221","0.536285886887923"
"result.90","Yes","0.0110071473271174","1.30130392389841","0.543426029587078"
