"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.215",0.91046284616848,0.99581142385799,-0.145,0.146,0.108,0.056
"result.216",0.254990962436365,0.99436323955902,0.071,0.143,0.107,0.056
"result.217",0.244290982704325,0.998852962201579,0.074,0.172,0.107,0.056
"result.218",0.438222719123046,0.998797613673511,0.017,0.17,0.107,0.056
"result.219",0.0613731426422542,0.992454704876294,0.165,0.136,0.107,0.056
"result.220",0.218815729787243,0.979127182474179,0.084,0.114,0.108,0.056
"result.221",0.528294842400185,0.996611526588745,-0.007,0.152,0.108,0.056
"result.222",0.22435716754845,0.999904620532644,0.081,0.209,0.107,0.056
"result.223",0.0340560560073712,0.988116120247212,0.195,0.127,0.107,0.056
"result.224",0.982087182551815,0.999866541826125,-0.225,0.202,0.107,0.056
"result.225",0.080802901636091,0.999210303057057,0.15,0.179,0.107,0.057
"result.226",0.532866331841634,0.999738456128295,-0.009,0.195,0.107,0.056
"result.227",0.237472650121962,0.992288736440759,0.076,0.135,0.107,0.056
"result.228",0.637560994177148,0.987896284205604,-0.038,0.126,0.107,0.056
"result.229",0.569064138620406,0.999999810862806,-0.018,0.264,0.106,0.057
"result.230",0.217012111799417,0.999971664750867,0.084,0.223,0.107,0.056
"result.231",0.985340325517664,0.997670445079632,-0.232,0.16,0.107,0.057
"result.232",0.564677349118744,0.999999810620706,-0.017,0.281,0.108,0.057
"result.233",0.480554851823761,0.995068325277974,0.006,0.145,0.108,0.056
"result.234",0.0768433851318988,0.992442429590912,0.154,0.136,0.108,0.056
"result.235",0.259948823728701,0.984112387791154,0.07,0.119,0.108,0.056
"result.236",0.866007270094477,0.99997224910552,-0.118,0.225,0.107,0.057
"result.237",0.482310029924313,0.948663781007739,0.005,0.092,0.106,0.056
"result.238",0.703065991516791,0.997132486035081,-0.057,0.154,0.107,0.056
"result.239",0.791488781003342,0.999669088085251,-0.087,0.191,0.107,0.056
"result.240",0.404752267324516,0.999999810755342,0.026,0.272,0.107,0.057
"result.241",0.109669662548367,0.936290652079207,0.132,0.085,0.107,0.056
"result.242",0.605505324514532,0.797462672517723,-0.028,0.047,0.107,0.056
"result.243",0.598313731316753,0.999995902119677,-0.026,0.235,0.106,0.056
"result.244",0.494988809935272,0.998480765314071,0.001,0.166,0.107,0.056
"result.245",0.193148607650779,0.979270199128112,0.093,0.115,0.107,0.056
"result.246",0.108140975210222,0.995022171397573,0.133,0.144,0.107,0.056
"result.247",0.168574587496917,0.999935986656931,0.103,0.213,0.107,0.056
"result.248",0.462451055955795,0.999961724448502,0.01,0.219,0.109,0.056
"result.249",0.460737400377293,0.987092701699292,0.011,0.124,0.108,0.056
"result.250",0.841251148347199,0.999998570423958,-0.107,0.237,0.107,0.056
"result.251",0.2998694213354,0.93596450593484,0.057,0.086,0.107,0.056
"result.252",0.8943268602842,0.999999810893059,-0.133,0.267,0.106,0.056
"result.253",0.92386941769146,0.999873776747139,-0.151,0.205,0.106,0.056
"result.254",0.236437711068067,0.959007005823889,0.079,0.097,0.109,0.055
"result.255",0.631711528631631,0.999919293996501,-0.036,0.21,0.107,0.056
"result.256",0.730021974378709,0.982983975753312,-0.065,0.12,0.106,0.056
"result.257",0.154986500245911,0.988388405538307,0.108,0.128,0.106,0.056
"result.258",0.982589856446021,0.99933064915558,-0.228,0.18,0.108,0.056
"result.259",0.894636878347455,0.999999810187636,-0.134,0.277,0.107,0.057
"result.260",0.506583624978421,0.999300466450337,-0.002,0.18,0.107,0.056
"result.261",0.6301496681743,0.999999810571119,-0.036,0.252,0.109,0.056
"result.262",0.645187170032708,0.999697677044198,-0.039,0.195,0.106,0.057
"result.263",0.360024240109395,0.999208387732575,0.039,0.177,0.107,0.056
"result.264",0.442380412686414,0.99993218769273,0.016,0.214,0.107,0.057
"result.265",0.978329459024111,0.99942541066279,-0.216,0.183,0.107,0.056
"result.266",0.560941397352829,0.99043600099076,-0.016,0.132,0.106,0.056
"result.267",0.521781632904624,0.979194891998076,-0.006,0.115,0.107,0.056
"result.268",0.27627147939036,0.969260959802726,0.064,0.105,0.107,0.056
"result.269",0.230485216083549,0.983051022507272,0.079,0.119,0.107,0.056
"result.270",0.14268616776323,0.99796352852647,0.116,0.16,0.108,0.056
"result.271",0.0168016720657043,0.99968494209788,0.228,0.192,0.107,0.056
"result.272",0.829641157652408,0.999743236424701,-0.101,0.197,0.106,0.057
"result.273",0.291682330982169,0.994426803165702,0.058,0.143,0.106,0.056
"result.274",0.814756461399329,0.999602335868841,-0.097,0.187,0.108,0.056
"result.275",0.838252750139496,0.999999811249954,-0.105,0.242,0.106,0.056
"result.276",0.0877583522023778,0.987829793254738,0.145,0.127,0.107,0.056
