"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1",0.00012222452940214,0.929614799053327,0.385,0.102,0.106,0.069
"result.2",0.166591211959243,0.742139942401632,0.103,0.044,0.107,0.067
"result.3",0.000517385420902608,0.925510662363579,0.347,0.099,0.106,0.069
"result.4",0.174111640016989,0.999877398430632,0.099,0.252,0.106,0.069
"result.5",0.029273640437681,0.971835423505666,0.201,0.13,0.106,0.068
"result.6",0.28983613870108,0.165393742986543,0.059,-0.067,0.105,0.069
"result.7",0.11430808740189,0.98684829914492,0.128,0.152,0.106,0.068
"result.8",0.0163713697064317,0.920117982613028,0.226,0.097,0.106,0.069
"result.9",0.355273004965398,0.981455248937133,0.04,0.142,0.107,0.068
"result.10",0.162977981401081,0.998836189721704,0.103,0.215,0.105,0.07
"result.11",0.0340146916685513,0.92521240166796,0.195,0.098,0.107,0.068
"result.12",0.00347842937557214,0.630834947280879,0.285,0.023,0.106,0.069
"result.13",0.000946086430281487,0.526726543855619,0.329,0.005,0.106,0.068
"result.14",0.000474941247320824,0.578761758382544,0.35,0.014,0.106,0.068
"result.15",0.0210864542716471,0.983995890474811,0.214,0.15,0.105,0.07
"result.16",0.00025951730868203,0.892570698681045,0.367,0.085,0.106,0.069
"result.17",0.377557223254974,0.772232520878537,0.034,0.05,0.107,0.067
"result.18",0.202345027746658,0.926948071885059,0.088,0.101,0.105,0.069
"result.19",0.101759003899815,0.883429753497838,0.133,0.083,0.105,0.07
"result.20",0.0684159138529658,0.767712389987174,0.158,0.05,0.106,0.068
"result.21",0.0528170152748025,0.809928802091106,0.171,0.06,0.106,0.069
"result.22",0.165163868437635,0.487044716554463,0.103,-0.002,0.106,0.069
"result.23",0.00254326599363417,0.984852812768729,0.297,0.149,0.106,0.069
"result.24",0.147702097341896,0.998410797052954,0.111,0.203,0.106,0.069
"result.25",0.0454251878107744,0.828901773726793,0.183,0.064,0.108,0.067
"result.26",0.00196956186729774,0.64404179735832,0.307,0.025,0.106,0.069
"result.27",0.166362218655582,0.889802634717232,0.104,0.082,0.107,0.067
"result.28",0.385963592004822,0.623220006023622,0.031,0.021,0.107,0.066
"result.29",5.4466975046383e-05,0.118525341005459,0.402,-0.083,0.105,0.071
"result.30",0.0123633100309688,0.683366779646558,0.237,0.033,0.105,0.069
"result.31",0.54503189099764,0.972066456429929,-0.012,0.129,0.106,0.067
"result.32",3.80978620063989e-05,0.902311570368382,0.415,0.089,0.107,0.068
"result.33",0.000563087041791766,0.996767824538024,0.346,0.186,0.107,0.068
"result.34",0.118970339675045,0.972195544022357,0.125,0.132,0.106,0.069
"result.35",0.000119142164509754,0.568311602124982,0.385,0.012,0.106,0.069
"result.36",0.110545671404955,0.878038776319958,0.129,0.081,0.105,0.069
"result.37",0.223895063783179,0.289559455577417,0.08,-0.038,0.105,0.069
"result.38",0.350133197413645,0.977832487436809,0.041,0.137,0.106,0.068
"result.39",1.91474949582918e-05,0.708940779931739,0.425,0.038,0.106,0.069
"result.40",0.360773266470895,0.902509931024046,0.038,0.088,0.106,0.068
"result.41",0.0105984546216783,0.994267546157987,0.245,0.172,0.106,0.068
"result.42",0.0303552384791164,0.881622151996803,0.198,0.082,0.105,0.069
"result.43",0.000775778049905104,0.871099483832663,0.335,0.078,0.106,0.069
"result.44",0.0664783056951426,0.889887217469078,0.159,0.084,0.106,0.069
"result.45",0.000445705091515526,0.853276098428802,0.351,0.072,0.106,0.069
"result.46",0.236349981544983,0.945486136152492,0.076,0.11,0.106,0.069
"result.47",0.120312373569069,0.76679706074144,0.124,0.05,0.106,0.069
"result.48",0.0182115960826392,0.941921494397978,0.223,0.107,0.106,0.068
"result.49",0.0619797992826664,0.823958756098842,0.163,0.064,0.106,0.069
"result.50",0.000187427857730952,0.956739455182095,0.376,0.118,0.106,0.069
"result.51",0.0184032145684223,0.444239790485495,0.22,-0.01,0.105,0.069
"result.52",0.0618956537185197,0.993107752208508,0.162,0.173,0.105,0.07
"result.53",0.0182129119764475,0.549828549898188,0.222,0.009,0.106,0.068
"result.54",0.00644487444109897,0.974100853511338,0.262,0.135,0.105,0.069
"result.55",0.072692735878392,0.884943669413674,0.155,0.081,0.106,0.068
"result.56",0.0277318303998685,0.999028283883127,0.207,0.206,0.108,0.066
"result.57",0.000414007230571283,0.957446193521243,0.355,0.118,0.107,0.068
"result.58",0.000473367749961984,0.710802977410151,0.348,0.039,0.105,0.07
"result.59",0.000831777308111055,0.981632388551201,0.333,0.143,0.106,0.069
"result.60",0.0130336174030315,0.814880745767806,0.236,0.062,0.106,0.069
"result.61",0.00109691944335496,0.89445965122697,0.327,0.085,0.107,0.068
"result.62",0.232944256077279,0.998891351646399,0.078,0.209,0.106,0.068
"result.63",0.0467676431480129,0.7447020799525,0.178,0.045,0.106,0.068
"result.64",0.00566787979630145,0.997999749624679,0.267,0.2,0.106,0.069
"result.65",0.0938063929484157,0.832240087448056,0.139,0.067,0.105,0.07
"result.66",0.00133050117629095,0.991036465534396,0.317,0.166,0.105,0.07
"result.67",0.470909040218098,0.965673924406093,0.008,0.124,0.106,0.068
"result.68",0.0130322718685372,0.642393776652381,0.237,0.025,0.106,0.069
"result.69",0.000409903402329879,0.80364044322635,0.354,0.059,0.106,0.069
"result.70",0.0425758825948981,0.98605846212906,0.182,0.153,0.105,0.07
"result.71",0.0013364216784152,0.673645734948205,0.32,0.031,0.107,0.069
"result.72",0.00434765419086784,0.637600426102237,0.276,0.025,0.105,0.069
"result.73",0.0454467651218094,0.991717298270165,0.181,0.164,0.107,0.068
"result.74",0.00199876415547087,0.765449168662432,0.303,0.051,0.105,0.07
"result.75",1.0848806245185e-05,0.929892728496254,0.432,0.104,0.106,0.07
"result.76",0.0138528481547508,0.999704619836337,0.235,0.233,0.107,0.068
"result.77",0.0691360798846074,0.978196486626201,0.157,0.139,0.106,0.069
"result.78",0.0257921669421887,0.655046058716918,0.206,0.027,0.106,0.069
"result.79",0.010696287471701,0.642044751960148,0.245,0.025,0.107,0.068
