"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1",0.00012222452940214,0.0666936286066202,0.385,-0.104,0.106,0.07
"result.2",0.166591407330407,0.057317989951156,0.103,-0.107,0.107,0.068
"result.3",0.000517385420902608,0.217410769741938,0.347,-0.054,0.106,0.069
"result.4",0.174111640016989,0.762554672404032,0.099,0.05,0.106,0.069
"result.5",0.029273640437681,0.617346189549479,0.201,0.02,0.106,0.068
"result.6",0.28983613870108,0.0225555788184151,0.059,-0.138,0.105,0.069
"result.7",0.114307601190874,0.536282723976078,0.128,0.006,0.106,0.069
"result.8",0.0163713697064317,0.127489068245105,0.226,-0.079,0.106,0.069
"result.9",0.355273004965398,0.483079549119085,0.04,-0.003,0.107,0.068
"result.10",0.162977981401081,0.941524336067842,0.103,0.11,0.105,0.07
"result.11",0.0340146916685513,0.0257016239637612,0.195,-0.133,0.107,0.068
"result.12",0.00347829475207158,0.00655307754726997,0.285,-0.172,0.106,0.07
"result.13",0.000946086430281487,0.0218925741300962,0.329,-0.139,0.106,0.069
"result.14",0.000474941247320824,0.0629675205124608,0.35,-0.105,0.106,0.069
"result.15",0.0210864542716471,0.399483097932295,0.214,-0.018,0.105,0.07
"result.16",0.00025951730868203,0.421497026255187,0.367,-0.014,0.106,0.069
"result.17",0.377557223254974,0.0444431122634164,0.034,-0.115,0.107,0.068
"result.18",0.202344761932314,0.0519020237764352,0.088,-0.113,0.105,0.07
"result.19",0.101759003899815,0.0966604838743983,0.133,-0.091,0.105,0.07
"result.20",0.0684159138529658,0.0059063406537625,0.158,-0.173,0.106,0.069
"result.21",0.0528173195508493,0.157356631334853,0.171,-0.069,0.106,0.069
"result.22",0.165163868437635,0.477642305807549,0.103,-0.004,0.106,0.068
"result.23",0.00254326599363417,0.609126251509976,0.297,0.019,0.106,0.069
"result.24",0.147702097341896,0.167588803196622,0.111,-0.067,0.106,0.069
"result.25",0.0454251878107744,0.0800542962483567,0.183,-0.094,0.108,0.067
"result.26",0.00196956186729774,0.120623490252993,0.307,-0.08,0.106,0.069
"result.27",0.166362218655582,0.253373095713707,0.104,-0.045,0.107,0.067
"result.28",0.385963592004822,0.000233408488443554,0.031,-0.235,0.107,0.067
"result.29",5.4466975046383e-05,0.083054680691846,0.402,-0.097,0.105,0.07
"result.30",0.0123633100309688,0.0614192937500389,0.237,-0.106,0.105,0.069
"result.31",0.54503189099764,0.448547519596247,-0.012,-0.009,0.106,0.067
"result.32",3.80978620063989e-05,0.197360554047151,0.415,-0.058,0.107,0.069
"result.33",0.000563087041791766,0.361224672456888,0.346,-0.024,0.107,0.069
"result.34",0.118970339675045,0.252327449020572,0.125,-0.046,0.106,0.069
"result.35",0.000119162027441366,0.00559204455412854,0.385,-0.177,0.106,0.07
"result.36",0.110545671404955,0.00570603046820917,0.129,-0.176,0.105,0.07
"result.37",0.223895063783179,0.0628597223693691,0.08,-0.105,0.105,0.069
"result.38",0.350133197413645,0.480432398881371,0.041,-0.003,0.106,0.068
"result.39",1.91474949582918e-05,0.00804041874288186,0.425,-0.167,0.106,0.07
"result.40",0.36077324015584,0.37188946304389,0.038,-0.022,0.106,0.068
"result.41",0.0105984170713785,0.0667092189068659,0.245,-0.104,0.106,0.069
"result.42",0.0303552384791164,0.450370534716637,0.198,-0.009,0.105,0.069
"result.43",0.000775878979879898,0.0483760943192704,0.335,-0.115,0.106,0.069
"result.44",0.0664783056951426,0.332104319760328,0.159,-0.03,0.106,0.069
"result.45",0.000445705091515526,0.013759405432836,0.351,-0.153,0.106,0.07
"result.46",0.236349981544983,0.0270436926486308,0.076,-0.134,0.106,0.069
"result.47",0.120312373569069,0.253022752154468,0.124,-0.046,0.106,0.069
"result.48",0.0182115960826392,0.0595232898177078,0.223,-0.107,0.106,0.069
"result.49",0.0619797992826664,0.228993372320424,0.163,-0.051,0.106,0.069
"result.50",0.000187427857730952,0.185465368379372,0.376,-0.062,0.106,0.069
"result.51",0.0184032145684223,0.0088013269552657,0.22,-0.164,0.105,0.07
"result.52",0.0618956537185197,0.737825626056444,0.162,0.045,0.105,0.07
"result.53",0.0182129119764475,0.0368882843064458,0.222,-0.122,0.106,0.068
"result.54",0.00644487444109897,0.0301994256426509,0.262,-0.132,0.105,0.07
"result.55",0.072692735878392,0.293082616934935,0.155,-0.037,0.106,0.068
"result.56",0.0277318303998685,0.161512994202051,0.207,-0.066,0.108,0.067
"result.57",0.000413941906606661,0.191292211536478,0.355,-0.06,0.107,0.069
"result.58",0.000473367749961984,0.674288261797066,0.348,0.032,0.105,0.07
"result.59",0.000831777308111055,0.035833135283544,0.333,-0.124,0.106,0.069
"result.60",0.0130336174030315,0.662666595017733,0.236,0.029,0.106,0.069
"result.61",0.00109698258505335,0.405027319309125,0.327,-0.016,0.107,0.068
"result.62",0.232944256077279,0.923480230608366,0.078,0.098,0.106,0.069
"result.63",0.0467677431259752,0.304438525523883,0.178,-0.035,0.106,0.069
"result.64",0.00566787979630145,0.467365258881048,0.267,-0.006,0.106,0.07
"result.65",0.0938063929484157,0.687426873330419,0.139,0.034,0.105,0.069
"result.66",0.00133050117629095,0.206474755940652,0.317,-0.058,0.105,0.071
"result.67",0.470909040218098,0.127288094066871,0.008,-0.078,0.106,0.069
"result.68",0.0130322718685372,0.1205810863301,0.237,-0.08,0.106,0.069
"result.69",0.000409903402329879,0.0244966477495541,0.354,-0.136,0.106,0.069
"result.70",0.0425758825948981,0.398027683565468,0.182,-0.018,0.105,0.07
"result.71",0.00133644022797312,0.385721915333257,0.32,-0.02,0.107,0.069
"result.72",0.00434765419086784,0.0107818227860066,0.276,-0.16,0.105,0.07
"result.73",0.0454467651218094,0.720396291255061,0.181,0.04,0.107,0.068
"result.74",0.00199876415547087,0.0679576245770769,0.303,-0.104,0.105,0.07
"result.75",1.0849012904949e-05,0.336879678552554,0.432,-0.03,0.106,0.07
"result.76",0.0138528481547508,0.80466697617287,0.235,0.059,0.107,0.068
"result.77",0.0691360798846074,0.923674856921365,0.157,0.098,0.106,0.069
"result.78",0.0257917665072091,0.363931956184714,0.206,-0.024,0.106,0.068
"result.79",0.0106958861084558,0.0326024048742151,0.245,-0.125,0.107,0.068
"result.80",0.00934345120443934,0.0247626441465162,0.25,-0.134,0.106,0.069
"result.81",0.00880375363525736,0.520164382723071,0.25,0.004,0.105,0.07
"result.82",0.0544696537652434,0.755417518127696,0.17,0.048,0.106,0.069
"result.83",0.07905142980344,0.130208853570924,0.151,-0.076,0.107,0.068
"result.84",0.0113727879560757,0.540566321631224,0.241,0.007,0.106,0.069
"result.85",0.0551776846428255,0.410564661700231,0.169,-0.016,0.105,0.07
"result.86",1.86039085510857e-07,0.227062039419249,0.503,-0.052,0.107,0.07
"result.87",0.00307353384662598,0.245185728378177,0.29,-0.047,0.106,0.069
"result.88",0.00219660582799103,0.150398194972507,0.301,-0.071,0.106,0.069
"result.89",0.0563002420172954,0.022719954852136,0.168,-0.137,0.106,0.069
"result.90",0.00846040379946872,0.152578983995055,0.253,-0.07,0.106,0.068
"result.91",0.0036007286581865,0.271840746306548,0.29,-0.04,0.108,0.067
"result.92",0.00207041502615494,0.401657927336011,0.304,-0.017,0.106,0.07
"result.93",0.000565646299766036,0.0425738950747367,0.344,-0.12,0.106,0.07
"result.94",0.000270497757521481,0.216760673425823,0.366,-0.054,0.106,0.069
"result.95",0.00248629410542054,0.667851792232803,0.298,0.03,0.106,0.068
"result.96",0.00627518312994441,0.0108051407463021,0.264,-0.159,0.106,0.069
"result.97",0.052180267791296,0.791888420405911,0.171,0.057,0.105,0.07
"result.98",0.0122495356016155,0.487794157810932,0.239,-0.002,0.106,0.068
"result.99",0.0770635485262148,0.040669715309174,0.15,-0.122,0.105,0.07
"result.100",0.051845067129331,0.0539779880243149,0.173,-0.11,0.106,0.068
"result.101",0.0240835741736877,0.777479007323011,0.21,0.052,0.106,0.068
"result.102",0.246530064960023,0.160067686971883,0.072,-0.069,0.105,0.07
