"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1",0.988463496849242,0.442009730789231,-0.25,-0.009,0.11,0.066
"result.2",0.998325460241873,0.240690321354965,-0.322,-0.046,0.11,0.065
"result.3",0.980407534855046,0.750095873861672,-0.226,0.044,0.11,0.066
"result.4",0.999813550377737,0.757862801957705,-0.388,0.047,0.11,0.066
"result.5",0.994822637360063,0.927833990784323,-0.282,0.095,0.11,0.065
"result.6",0.999995774777537,0.269457978294208,-0.457,-0.04,0.11,0.066
"result.7",0.999755977442127,0.798437755287215,-0.385,0.055,0.111,0.066
"result.8",0.976827460021643,0.170688058090237,-0.216,-0.063,0.109,0.067
"result.9",1,0.594307752443278,-0.534,0.016,0.113,0.066
"result.10",1,0.98885464824607,-0.512,0.152,0.11,0.067
"result.11",0.993904228975503,0.0417473836900343,-0.277,-0.113,0.111,0.066
"result.12",0.998249873688659,0.079144866978452,-0.321,-0.092,0.11,0.066
"result.13",0.98419681898118,0.22423435706335,-0.236,-0.049,0.11,0.065
"result.14",0.960700618791217,0.133137716177031,-0.194,-0.073,0.11,0.065
"result.15",0.996092507288997,0.743368631256244,-0.287,0.044,0.108,0.067
"result.16",0.96480186111452,0.879424712175848,-0.199,0.076,0.11,0.065
"result.17",0.999838420109726,0.207976786377749,-0.397,-0.053,0.111,0.065
"result.18",0.99997739762825,0.344378264244209,-0.434,-0.026,0.109,0.066
"result.19",1,0.669224600630132,-0.468,0.029,0.109,0.067
"result.20",0.99999988249269,0.406555722516685,-0.474,-0.015,0.112,0.065
"result.21",0.999746500818475,0.462264608295694,-0.38,-0.006,0.11,0.066
"result.22",0.995055209912034,0.364125843918417,-0.28,-0.023,0.109,0.066
"result.23",0.968196010420748,0.844900252463771,-0.204,0.067,0.11,0.066
"result.24",1,0.856729009142816,-0.479,0.07,0.111,0.066
"result.25",0.997805528466377,0.433481215783611,-0.32,-0.011,0.113,0.064
"result.26",0.934528838826791,0.396032694133585,-0.166,-0.017,0.11,0.066
"result.27",0.999987722092229,0.337965637671354,-0.458,-0.027,0.113,0.064
"result.28",0.999766574696806,0.00359163312435462,-0.388,-0.175,0.112,0.065
"result.29",0.735859077220345,0.289901035587133,-0.068,-0.037,0.108,0.067
"result.30",0.994682479944185,0.536244847774916,-0.278,0.006,0.109,0.065
"result.31",1,0.281381467962565,-0.481,-0.038,0.111,0.065
"result.32",0.903733112258555,0.918212616978006,-0.144,0.09,0.111,0.064
"result.33",0.607828171861945,0.62519309419752,-0.029,0.021,0.109,0.066
"result.34",0.999949638813028,0.690946741526258,-0.422,0.033,0.11,0.066
"result.35",0.845012803144745,0.0386628994230532,-0.11,-0.117,0.108,0.066
"result.36",0.999829907096199,0.0321395908160677,-0.387,-0.123,0.109,0.067
"result.37",0.999859074814023,0.146860700222754,-0.392,-0.069,0.109,0.066
"result.38",0.999890369518306,0.579592425270866,-0.402,0.013,0.11,0.066
"result.39",0.671135855078055,0.0971101191624535,-0.048,-0.086,0.109,0.066
"result.40",0.999975501074985,0.579980353746363,-0.437,0.013,0.111,0.065
"result.41",0.995984153628753,0.436676779245719,-0.292,-0.01,0.111,0.066
"result.42",0.999431583295076,0.721080913417448,-0.355,0.039,0.11,0.066
"result.43",0.80294754989244,0.215962966668376,-0.092,-0.052,0.109,0.066
"result.44",0.998944275326714,0.534566106819165,-0.335,0.006,0.109,0.066
"result.45",0.960311332712368,0.288355940022022,-0.192,-0.036,0.11,0.066
"result.46",0.999994886120141,0.374819100601639,-0.458,-0.021,0.11,0.066
"result.47",0.999597267272379,0.394202885751875,-0.366,-0.017,0.11,0.066
"result.48",0.989598147651033,0.606917173423316,-0.254,0.018,0.11,0.065
"result.49",0.999574866736994,0.233587030187626,-0.365,-0.048,0.11,0.066
"result.50",0.989949744069252,0.679897723386643,-0.258,0.031,0.111,0.065
"result.51",0.999029525152203,0.0739321144283138,-0.338,-0.095,0.109,0.066
"result.52",0.999831211046055,0.746453584036356,-0.387,0.045,0.109,0.067
"result.53",0.995258580109091,0.105765294382022,-0.284,-0.082,0.11,0.066
"result.54",0.999066943540228,0.518622801179145,-0.341,0.003,0.11,0.066
"result.55",0.974669375452851,0.375267099717884,-0.213,-0.021,0.109,0.066
"result.56",0.995248367976226,0.405686374575708,-0.292,-0.015,0.113,0.064
"result.57",0.591824406807379,0.206907377288813,-0.025,-0.054,0.109,0.066
"result.58",0.912229943148767,0.891059404960012,-0.147,0.082,0.108,0.067
"result.59",0.978655238671803,0.611886860984867,-0.222,0.019,0.11,0.065
"result.60",0.981383818560607,0.853775111568254,-0.228,0.069,0.11,0.066
"result.61",0.974414221254498,0.398602355703944,-0.216,-0.016,0.111,0.065
