"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1",0.988463496849242,0.9881027225718,-0.25,0.147,0.11,0.065
"result.2",0.998325460241873,0.57827729614047,-0.322,0.013,0.11,0.065
"result.3",0.980407534855046,0.977850445882079,-0.226,0.131,0.11,0.065
"result.4",0.999813550377737,0.903997495122822,-0.388,0.087,0.11,0.066
"result.5",0.994822637360063,0.944418273840018,-0.282,0.104,0.11,0.065
"result.6",0.999995774777537,0.358518081223866,-0.457,-0.024,0.11,0.066
"result.7",0.999755977442127,0.999764279877183,-0.385,0.227,0.111,0.065
"result.8",0.976827460021643,0.832034497346816,-0.216,0.064,0.109,0.066
"result.9",1,0.998530041612636,-0.534,0.193,0.113,0.065
"result.10",1,0.997028162948383,-0.512,0.184,0.11,0.067
"result.11",0.993904228975503,0.836271707042423,-0.277,0.064,0.111,0.065
"result.12",0.998249873688659,0.687992086404501,-0.321,0.032,0.11,0.065
"result.13",0.98419681898118,0.63215986212198,-0.236,0.022,0.11,0.065
"result.14",0.960700618791217,0.854987147034153,-0.194,0.069,0.11,0.065
"result.15",0.996092507288997,0.97811821118595,-0.287,0.134,0.108,0.067
"result.16",0.96480186111452,0.943860369434323,-0.199,0.104,0.11,0.065
"result.17",0.999838420109726,0.446348180653015,-0.397,-0.009,0.111,0.065
"result.18",0.99997739762825,0.956272975989794,-0.434,0.113,0.109,0.066
"result.19",1,0.998802467179006,-0.468,0.2,0.109,0.066
"result.20",0.99999988249269,0.908731249145387,-0.474,0.086,0.112,0.065
"result.21",0.999746500818475,0.915071022685542,-0.38,0.09,0.11,0.065
"result.22",0.995055209912034,0.816986303599431,-0.28,0.06,0.109,0.066
"result.23",0.968196010420748,0.906430450665657,-0.204,0.087,0.11,0.066
"result.24",1,0.97439143056202,-0.479,0.128,0.111,0.066
"result.25",0.997805528466377,0.984049438298655,-0.32,0.137,0.113,0.064
"result.26",0.934528838826791,0.712401209557499,-0.166,0.037,0.11,0.066
"result.27",0.999987722092229,0.779174947249043,-0.458,0.05,0.113,0.064
"result.28",0.999766574696806,0.881573211245229,-0.388,0.076,0.112,0.064
"result.29",0.735859077220345,0.577082387189434,-0.068,0.013,0.108,0.067
"result.30",0.994682479944185,0.927257344489543,-0.278,0.095,0.109,0.065
"result.31",1,0.646903864520305,-0.481,0.025,0.111,0.065
"result.32",0.903733112258555,0.742662047497034,-0.144,0.042,0.111,0.065
"result.33",0.607828171861945,0.992240283217666,-0.029,0.159,0.109,0.066
"result.34",0.999949638813028,0.899229175509308,-0.422,0.084,0.11,0.066
"result.35",0.845012803144745,0.626942847515501,-0.11,0.021,0.108,0.066
"result.36",0.999829907096199,0.617782888746578,-0.387,0.02,0.109,0.066
"result.37",0.999859074814023,0.184943084906328,-0.392,-0.059,0.109,0.066
"result.38",0.999890369518306,0.91303283052391,-0.402,0.09,0.11,0.066
"result.39",0.671135855078055,0.66051190652631,-0.048,0.027,0.109,0.066
