"","V1","V2","V3","V4","V5","V6"
"result.1",0.9875,0.5495,-0.251176298478468,0.00180556812599028,0.112198666930875,0.0145275669797258
"result.2",0.9995,0.021,-0.327346914147235,-0.0305318836785062,0.109438333260226,0.0147891225504731
"result.3",0.98175,0.99775,-0.226280025189661,0.0395362391670095,0.108173738907514,0.0144361696180331
"result.4",1,0.92375,-0.393573310488181,0.0206698831956004,0.107308801381506,0.0145503817075203
"result.5",0.9925,0.999,-0.282480806762337,0.0450178365928879,0.112566490241824,0.014553096899969
"result.6",1,0.082,-0.457270373075433,-0.0207765043307712,0.108140163768016,0.014571004936969
"result.7",0.99975,0.99325,-0.385481667143892,0.0360297549427144,0.111002266011368,0.0144385215792475
"result.8",0.97825,0.017,-0.216006030323801,-0.0304787398183888,0.109015686075062,0.0142612025541304
"result.9",1,0.69575,-0.534636888397362,0.0077290362404649,0.113940406911746,0.0148933869275879
"result.10",1,1,-0.511738908137952,0.0814606431627464,0.110689479297946,0.0144935464531489
"result.11",0.993,0,-0.280189852568363,-0.0598825436169509,0.110923245912423,0.0145584497076575
"result.12",0.99875,0,-0.321313649269469,-0.0551160112688412,0.110543641063076,0.0142317357919476
"result.13",0.98325,0.198,-0.234928286573299,-0.0122006691012591,0.108031566467698,0.0146011610744562
"result.14",0.9655,0.01,-0.194991460486566,-0.0331264405528712,0.109179686541313,0.014427333307915
"result.15",0.99725,0.948,-0.288563273686937,0.0236723432436137,0.106751806403273,0.0147433620859792
"result.16",0.968,0.9995,-0.199835509572688,0.0462602337640045,0.109487982525264,0.0146345610837735
"result.17",0.999,0.00725,-0.394386496059356,-0.035226889375116,0.111197420302989,0.0142630090196086
"result.18",1,0.2005,-0.43405727575502,-0.0120214819453106,0.107044354097511,0.0144923396314862
"result.19",1,0.96525,-0.469857086909269,0.0269227556504941,0.107490193397465,0.0148204614729239
"result.20",1,0.43625,-0.471733042802715,-0.00217108180726612,0.109528349087145,0.0147443276814911
"result.21",0.99975,0.657,-0.38242346597795,0.00581651598604615,0.110922979133621,0.014489361742577
"result.22",0.99625,0.2075,-0.282317554691092,-0.012709891751148,0.109850395853117,0.0154200308174291
"result.23",0.96575,0.97375,-0.206902900217217,0.0295452315038319,0.112393915856986,0.0152170578770178
"result.24",1,0.9435,-0.478970460929701,0.022428048814122,0.110624292052005,0.0143988423300834
"result.25",0.998,0.06425,-0.322375816593951,-0.02212715808613,0.113517535524509,0.0144575723099976
"result.26",0.929,0.0255,-0.16390393800023,-0.0292514055403848,0.110510795300182,0.0148356266951088
"result.27",1,0.02375,-0.459000571558828,-0.0288906823714957,0.114625414831249,0.0143334156792348
"result.28",0.99975,0,-0.39011837374566,-0.0747853680518027,0.111258648019264,0.0143231871517051
"result.29",0.7325,0.0645,-0.0683715764608882,-0.0228393100925751,0.108326429040776,0.0151178972002924
"result.30",0.99525,0.8885,-0.280732984535528,0.0172684507184804,0.108747120323416,0.0143302655278276
"result.31",1,0.11275,-0.482043516053179,-0.0176405839458143,0.110846035503138,0.0146993765145962
"result.32",0.8975,0.977,-0.143731967465164,0.0287173772174117,0.110510455078034,0.0141077679916349
"result.33",0.61225,0.77025,-0.0310779817886364,0.0108457997495937,0.106815554851165,0.0147449744707132
"result.34",1,0.8165,-0.420036864900169,0.0130186494539316,0.109351359905019,0.0147233610203942
"result.35",0.847,0.00175,-0.109455819893919,-0.0424208005685831,0.107760395080448,0.0147508363649564
"result.36",1,0.00025,-0.386132405767663,-0.0496230337825653,0.106841763000946,0.0144727677834281
"result.37",1,0.02125,-0.391024847993663,-0.0305140946013181,0.110084668672486,0.014855486050875
"result.38",0.99975,0.61525,-0.403324180924327,0.004292751917222,0.106823972157095,0.0146472026180583
"result.39",0.669,0.002,-0.0486610876034833,-0.0402067683410375,0.112351924507713,0.0143541540079782
"result.40",1,0.815,-0.439443741906022,0.0135734334381235,0.109859389250255,0.015001055098312
"result.41",0.9955,0.3815,-0.291579820285775,-0.00427597398840634,0.112283925256796,0.0143408948399764
"result.42",0.999,0.96125,-0.35529339420044,0.0266623797782617,0.111972247271803,0.0147834046856393
"result.43",0.794,0.1495,-0.0921938608694777,-0.0148172299165533,0.109209865333423,0.0144287499722459
"result.44",0.99925,0.68725,-0.334781242511018,0.00751094242792735,0.110166246919458,0.0149949918603345
"result.45",0.96075,0.27275,-0.193314264671509,-0.00874628699096752,0.109504074216853,0.0142206022163933
"result.46",1,0.62825,-0.460866923186114,0.00511625871831569,0.110562730204804,0.0149530194897047
"result.47",0.9995,0.1665,-0.368289317030215,-0.0135863989180474,0.109128458733658,0.0143374397408275
"result.48",0.9905,0.82175,-0.255568229961263,0.0130841869155421,0.110353391930193,0.0144580702434814
"result.49",0.9995,0.0865,-0.363869828556919,-0.0200340366040038,0.109883617145478,0.014670837617875
"result.50",0.9865,0.59825,-0.2584687117193,0.00344283934100792,0.115097293944083,0.014508848414403
"result.51",0.99825,0.002,-0.339689810680912,-0.0455296271208397,0.109862072923638,0.0145101191551436
"result.52",1,0.87375,-0.387982530363586,0.0172075348519386,0.110096816581246,0.0152143015412229
"result.53",0.99575,0.01275,-0.286929214102381,-0.0317625080660342,0.107809397018202,0.0145599768103636
"result.54",0.99925,0.7845,-0.340498657353803,0.0113326991461846,0.11150395253788,0.0144662227348935
"result.55",0.97575,0.082,-0.214205149518904,-0.0200155567436847,0.109685587424732,0.0147552587555883
"result.56",0.995,0.59225,-0.289565806128911,0.00335467116939307,0.112244282254341,0.0143237845385528
"result.57",0.60475,0.0155,-0.0263942678769348,-0.0318640403624461,0.106124276705897,0.014906172082447
"result.58",0.90575,0.99675,-0.14398080615433,0.0410602376745937,0.10920668427985,0.0147511784814232
