"","V1","V2","V3","V4","V5","V6"
"result.1",0.001,0.664,0.331648164996587,0.00590774972160033,0.10742719628307,0.0147035874340643
"result.2",0.01375,0,0.236453202819161,-0.0504376090471113,0.104832788700845,0.0141556256578262
"result.3",0.14225,0.122,0.109351537785118,-0.0167138690264503,0.103957535160216,0.0145457237794044
"result.4",0.056,0.017,0.16903681775145,-0.0303376280648604,0.105739991355348,0.0146231841002294
"result.5",0.07575,0,0.15141813006834,-0.0539868172523009,0.106862224958817,0.0140330940400157
"result.6",0.40475,0,0.0242984367779917,-0.0547292316625331,0.1077223486199,0.0147215550946897
"result.7",0.03275,0.5135,0.184196056270565,0.000441900613020547,0.102538082404608,0.0144413327138795
"result.8",0.25175,0,0.0684843594094801,-0.0611541622872455,0.104690499011215,0.0144441742667561
"result.9",0.075,0.10775,0.155415136135422,-0.0179395292113884,0.108267240608681,0.0148475994772987
"result.10",0.04275,0.7375,0.183552414297302,0.0093328042349122,0.106287292913609,0.014708413842075
"result.11",0.00575,0.40625,0.264227532259856,-0.00336915374531058,0.103751413537598,0.0144240004298405
"result.12",0,0.00075,0.359180958705258,-0.0431823883874548,0.102680681191737,0.0147015129216511
"result.13",0.21575,0.00025,0.0794676711979589,-0.0564114978519504,0.102067317968066,0.0147497427588261
"result.14",0,0.22725,0.432590089249997,-0.0106532621473184,0.10878808552909,0.0147407071481705
"result.15",0.03225,0.5535,0.196088148861315,0.00179274978680974,0.105352722723284,0.0144510795287818
"result.16",0.03425,0.02975,0.193715081363125,-0.0277579215143152,0.107855046156739,0.0144508273168106
"result.17",0.508,0.00525,-0.00295320136772394,-0.0362791342346773,0.106959335006256,0.0144921143311273
"result.18",0.1135,0.0855,0.128318531566634,-0.0199530135215994,0.106282365103036,0.0145501958236195
"result.19",0.271,0.005,0.0668037257419231,-0.0356717139201374,0.110206915084595,0.0144140169087719
"result.20",0.073,0.2245,0.156887850628143,-0.0106127348308823,0.108101641810636,0.0141252454953776
