"","V1","V2","V3","V4","V5","V6"
"result.1",0.22325,1,0.0808469258317188,0.0717720226740925,0.104434531244046,0.0148940186924971
"result.2",0.27275,1,0.0674661447452879,0.0602251272284499,0.109086574455278,0.0149906579443212
"result.3",0.57625,1,-0.0221149672623549,0.094668726473105,0.108654933318322,0.0146730443711283
"result.4",0.09675,0.95775,0.140899499421454,0.0266369692028315,0.107550104700097,0.0150838207784858
"result.5",0.26825,0.99975,0.0663118635578185,0.047975220005895,0.10867993336185,0.0148462173347107
"result.6",0.38475,1,0.0277931521665468,0.0715787965276222,0.105238028150263,0.014573028133218
"result.7",0.9075,0.99975,-0.138545206176561,0.0564174366817155,0.105262317217026,0.0151469941529448
"result.8",0.52075,1,-0.0065394156288183,0.0954081767484806,0.105344824188322,0.0146818968893956
"result.9",0.3295,1,0.0439990374130144,0.0927803897738503,0.103838508629452,0.0146696052778986
"result.10",0.3285,1,0.0464105589119924,0.0873418471371279,0.10750142776797,0.0147496346824501
"result.11",0.762,0.99925,-0.076117218346585,0.0466985547878634,0.10760882326526,0.014368323429793
"result.12",0.90475,1,-0.136722304682783,0.0556796704383588,0.104899798787137,0.0146163342357701
"result.13",0.03875,1,0.190182318056175,0.082043092665972,0.107422086410323,0.0144898651662388
"result.14",0.1965,0.79525,0.0901758624729301,0.0120475761827453,0.107653437020347,0.0147380572777171
"result.15",0.9015,1,-0.140424048163861,0.0815093315307635,0.107569864059084,0.0144734261643122
"result.16",0.96225,1,-0.184175091148284,0.0503383825811935,0.105701858517953,0.0150553708527755
"result.17",0.342,1,0.0454323949664645,0.0739151700971012,0.109654513228633,0.0145560674643205
"result.18",0.132,1,0.120523874564911,0.0815946063427597,0.106333839676976,0.0144414292267278
"result.19",0.993,1,-0.250971706965415,0.0645828788493898,0.10366495558069,0.0148815657895457
"result.20",0.028,1,0.201649953440648,0.050916976767072,0.109323830963534,0.0142481222030588
"result.21",0.9325,1,-0.159294011438721,0.117178875567481,0.10790537259963,0.0150594428492164
"result.22",0.42,0.98925,0.0206879207186438,0.0336476108723853,0.108179093637048,0.0145528676314927
"result.23",0.41675,0.9965,0.0213502451460913,0.0414978992834085,0.105963706648851,0.0150595412794381
"result.24",0.79025,1,-0.0884535376708915,0.069625701937682,0.109354489628728,0.0143608572448352
"result.25",0.1965,1,0.0918029588622074,0.119572399809675,0.104991871358005,0.0149388098336064
"result.26",0.354,1,0.0393795524107045,0.0849384393159328,0.107842781598003,0.0143339810546814
"result.27",0.284,1,0.0609309317753194,0.052271928700486,0.10593577029057,0.0141277530290298
