"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1",0.121543068575383,0.356403541404062,0.125,-0.025,0.107,0.067
"result.2",0.866620212770307,0.481270675739973,-0.12,-0.003,0.108,0.067
"result.3",0.187269452997074,0.531988290750098,0.096,0.006,0.107,0.067
"result.4",0.816861302286658,0.957117187042792,-0.097,0.116,0.107,0.068
"result.5",0.686286907415992,0.731999416781337,-0.052,0.041,0.108,0.067
"result.6",0.902902598493558,0.68323200322956,-0.138,0.032,0.107,0.068
"result.7",0.813244641736024,0.943888656735259,-0.096,0.106,0.108,0.067
"result.8",0.438087209262824,0.42428115309167,0.017,-0.013,0.107,0.068
"result.9",0.992003873132551,0.999918000845533,-0.263,0.247,0.109,0.066
"result.10",0.936118857996653,0.99208221594173,-0.162,0.165,0.106,0.069
"result.11",0.365343369895654,0.448282074747402,0.037,-0.009,0.108,0.067
"result.12",0.356064430223749,0.280503421356335,0.04,-0.039,0.107,0.068
"result.13",0.326302033441802,0.261791352761229,0.049,-0.042,0.108,0.067
"result.14",0.185438922627614,0.334559860510478,0.097,-0.028,0.108,0.066
"result.15",0.328159707744596,0.481390750042484,0.047,-0.003,0.106,0.068
"result.16",0.284736466054519,0.306058781439248,0.061,-0.034,0.108,0.067
"result.17",0.919896314429206,0.637644030137987,-0.152,0.024,0.109,0.066
"result.18",0.937465075706905,0.768470419546769,-0.163,0.05,0.107,0.068
"result.19",0.866404003721105,0.817374313431092,-0.118,0.062,0.106,0.068
"result.20",0.86031074179162,0.540059961962318,-0.116,0.007,0.108,0.067
"result.21",0.777138722024553,0.529695757313549,-0.082,0.005,0.107,0.067
"result.22",0.655882764849342,0.694157242007753,-0.043,0.034,0.107,0.067
"result.23",0.170802063958463,0.427973337360867,0.102,-0.012,0.107,0.067
"result.24",0.925132131097143,0.898246283955987,-0.155,0.086,0.108,0.068
"result.25",0.455517665296323,0.423835733409183,0.012,-0.013,0.109,0.066
"result.26",0.235938817406701,0.250081011376666,0.078,-0.045,0.108,0.067
"result.27",0.916115139496853,0.925764744450702,-0.15,0.095,0.109,0.066
"result.28",0.95025790121644,0.632585298291451,-0.18,0.022,0.109,0.066
"result.29",0.0420206445121786,0.0617562156449349,0.183,-0.105,0.106,0.068
"result.30",0.58762633439292,0.503154076087044,-0.024,0.001,0.107,0.067
"result.31",0.983651214070151,0.937487218175752,-0.231,0.102,0.108,0.067
"result.32",0.0425486087562005,0.091107888291958,0.186,-0.089,0.108,0.067
"result.33",0.0272574012288267,0.0956135928250488,0.206,-0.088,0.107,0.068
"result.34",0.697970271562503,0.424929058438264,-0.055,-0.013,0.107,0.068
"result.35",0.0421307953987745,0.0311643660749236,0.184,-0.126,0.106,0.068
"result.36",0.832997673382741,0.395662385815992,-0.103,-0.018,0.106,0.068
"result.37",0.904978246269509,0.753746200428965,-0.139,0.046,0.107,0.067
"result.38",0.939646876642095,0.977226471491831,-0.167,0.134,0.108,0.067
"result.39",0.0513829524538547,0.0524860666981471,0.175,-0.109,0.107,0.067
"result.40",0.894365829066793,0.829832432913821,-0.134,0.064,0.107,0.067
"result.41",0.624702174706918,0.851892941674234,-0.034,0.07,0.108,0.067
"result.42",0.525311911636051,0.624281864712747,-0.007,0.021,0.107,0.067
"result.43",0.147168684508274,0.131351889962143,0.113,-0.075,0.107,0.068
