"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1399",0.999975146287517,0.999992452630121,-0.44,0.269,0.111,0.065
"result.1400",0.855374071888694,0.925031654992096,-0.117,0.094,0.11,0.065
"result.1401",0.999761672098974,0.999395618734475,-0.381,0.213,0.11,0.066
"result.1402",0.889699467530743,0.944048348774632,-0.135,0.104,0.11,0.065
"result.1403",0.998552596166774,0.996507394710867,-0.328,0.177,0.11,0.066
"result.1404",0.969414019055355,0.811759755353674,-0.207,0.058,0.111,0.065
"result.1405",0.986853342031489,0.959023888825026,-0.244,0.113,0.11,0.065
"result.1406",0.914502275205342,0.917906868372077,-0.15,0.091,0.11,0.066
"result.1407",0.990071444536095,0.999375735490743,-0.253,0.214,0.109,0.066
"result.1408",0.99977293758556,0.998607917440111,-0.383,0.195,0.11,0.066
"result.1409",0.989509310921694,0.988294201033858,-0.258,0.146,0.112,0.064
"result.1410",0.993691018017817,0.992732565165134,-0.273,0.16,0.11,0.066
"result.1411",0.99987493286456,0.999071023185416,-0.404,0.201,0.112,0.065
"result.1412",0.962179322643928,0.874017825620889,-0.194,0.076,0.109,0.066
"result.1413",0.998811409384857,0.993584848042184,-0.327,0.167,0.108,0.067
"result.1414",0.940214113091359,0.999511333847285,-0.171,0.216,0.11,0.066
"result.1415",0.90567297997136,0.977822261269424,-0.145,0.131,0.11,0.065
"result.1416",0.998298138248762,0.994749204882314,-0.323,0.166,0.111,0.065
"result.1417",0.999992436343455,0.990267377122365,-0.446,0.157,0.108,0.067
"result.1418",0.920912444812404,0.628892986503451,-0.154,0.022,0.109,0.066
"result.1419",0.996776478616379,0.983654886035837,-0.298,0.141,0.11,0.066
"result.1420",0.999860024829356,0.999542652558108,-0.399,0.217,0.111,0.066
"result.1421",0.997651052110757,0.994566432703662,-0.311,0.167,0.11,0.066
"result.1422",0.929351604539293,0.892471596021445,-0.162,0.081,0.11,0.065
"result.1423",1,0.999465607172601,-0.497,0.215,0.111,0.066
"result.1424",0.999904160440321,0.999775946976087,-0.41,0.229,0.111,0.066
"result.1425",0.928193603177385,0.963215170864584,-0.16,0.118,0.109,0.066
"result.1426",0.999377112550568,0.975224955350642,-0.358,0.128,0.111,0.066
"result.1427",0.975759785866043,0.992564186800954,-0.215,0.159,0.109,0.065
"result.1428",0.95580971278918,0.776202275097059,-0.186,0.05,0.109,0.066
"result.1429",0.645619469001299,0.774562843279621,-0.041,0.049,0.109,0.065
"result.1430",0.995517995800694,0.97525944605552,-0.285,0.129,0.109,0.066
"result.1431",0.986521440477922,0.950531781137671,-0.242,0.108,0.11,0.066
"result.1432",0.989142424748772,0.951764712352025,-0.251,0.109,0.109,0.066
"result.1433",0.994757991249188,0.990509642810262,-0.28,0.153,0.11,0.065
"result.1434",1,0.999846638936092,-0.524,0.232,0.112,0.065
"result.1435",0.99956356105153,0.989895402527871,-0.364,0.153,0.11,0.066
"result.1436",0.995635353613279,0.954727497732661,-0.286,0.111,0.109,0.066
"result.1437",1,0.999980165250415,-0.578,0.259,0.114,0.065
"result.1438",0.992438168033974,0.989215152436984,-0.265,0.152,0.11,0.066
"result.1439",0.888186410321737,0.92549799390883,-0.136,0.093,0.112,0.065
"result.1440",0.999965568276883,0.996088968152054,-0.436,0.173,0.112,0.065
"result.1441",0.998292938782486,0.942082265405763,-0.318,0.104,0.109,0.066
"result.1442",0.999533785513171,0.998677739316966,-0.368,0.195,0.112,0.065
"result.1443",1,0.99931920286861,-0.484,0.211,0.11,0.066
"result.1444",1,0.999373155126312,-0.483,0.213,0.11,0.066
"result.1445",0.999986412937219,0.999255648468764,-0.449,0.206,0.111,0.065
"result.1446",0.999609337880947,0.996211670334328,-0.37,0.175,0.111,0.066
"result.1447",0.999386614547904,0.986038975301852,-0.353,0.144,0.11,0.066
"result.1448",0.955178311175899,0.958397392174435,-0.185,0.115,0.109,0.066
"result.1449",0.999857024010144,0.981868255206783,-0.4,0.137,0.111,0.065
"result.1450",0.987456726411221,0.896172254310496,-0.245,0.083,0.11,0.066
"result.1451",0.986919723583053,0.99334682106501,-0.246,0.161,0.111,0.065
"result.1452",0.999657849944688,0.993687337984736,-0.367,0.166,0.109,0.067
"result.1453",0.999506189010042,0.977026992008899,-0.355,0.133,0.108,0.067
"result.1454",0.963430514922346,0.932662735048212,-0.197,0.098,0.11,0.065
"result.1455",0.869077095120831,0.730411074354057,-0.122,0.041,0.109,0.066
"result.1456",0.996170134466872,0.977969136103851,-0.288,0.134,0.109,0.067
"result.1457",1,0.998672660429594,-0.494,0.197,0.111,0.066
"result.1458",0.913617008344401,0.847614541083285,-0.148,0.068,0.109,0.066
"result.1459",0.960515319048101,0.681412319155086,-0.193,0.031,0.11,0.065
"result.1460",0.991064405523067,0.975547620988654,-0.257,0.13,0.109,0.066
"result.1461",0.999483248199214,0.990094900167836,-0.36,0.153,0.11,0.066
"result.1462",1,0.999468445338769,-0.503,0.213,0.111,0.065
"result.1463",0.998770449421839,0.867471992387857,-0.335,0.073,0.111,0.066
"result.1464",0.84071536909392,0.520152065949136,-0.111,0.003,0.111,0.065
"result.1465",0.999173550673135,0.980774129358784,-0.344,0.136,0.11,0.066
"result.1466",0.963431205855683,0.91199499999618,-0.197,0.089,0.11,0.065
"result.1467",0.948017257960942,0.814097089903687,-0.178,0.059,0.11,0.066
"result.1468",0.976903251187318,0.78764055776263,-0.218,0.053,0.109,0.066
"result.1469",0.960598125069659,0.968534450435976,-0.19,0.124,0.108,0.067
"result.1470",0.965392462659697,0.946124468900324,-0.202,0.104,0.111,0.065
"result.1471",0.760177505343234,0.809733399201465,-0.078,0.057,0.11,0.065
