"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.1","0.988463496849242","0.964449011377245","-0.25","0.118","0.11","0.065"
"result.2","0.998325460241873","0.768869033777501","-0.322","0.048","0.11","0.066"
"result.3","0.980407534855046","0.974255438485867","-0.226","0.128","0.11","0.066"
"result.4","0.999813550377737","0.999666742648925","-0.388","0.224","0.11","0.066"
"result.5","0.994822637360063","0.976185022725629","-0.282","0.129","0.11","0.065"
"result.6","0.999995774777537","0.997822507669316","-0.457","0.188","0.11","0.066"
"result.7","0.999755977442127","0.992941889976544","-0.385","0.162","0.111","0.066"
"result.8","0.976827460021643","0.648670382766519","-0.216","0.026","0.109","0.067"
"result.9","1","0.999999809856265","-0.534","0.325","0.113","0.065"
"result.10","1","0.99999258368841","-0.512","0.276","0.11","0.067"
"result.11","0.993904228975503","0.968402818907264","-0.277","0.121","0.111","0.065"
"result.12","0.998249873688659","0.977385609749461","-0.321","0.131","0.11","0.065"
"result.13","0.98419681898118","0.759965842762827","-0.236","0.046","0.11","0.065"
"result.14","0.960700618791217","0.814737813531996","-0.194","0.059","0.11","0.065"
"result.15","0.996092507288997","0.988677099865241","-0.287","0.152","0.108","0.067"
"result.16","0.96480186111452","0.77412072160983","-0.199","0.049","0.11","0.065"
"result.17","0.999838420109726","0.947152836439424","-0.397","0.106","0.111","0.065"
"result.18","0.99997739762825","0.997085908083952","-0.434","0.183","0.109","0.066"
"result.19","1","0.999887485548988","-0.468","0.243","0.109","0.066"
"result.20","0.99999988249269","0.990241442920111","-0.474","0.152","0.112","0.065"
"result.21","0.999746500818475","0.935537373783553","-0.38","0.1","0.11","0.066"
"result.22","0.995055209912034","0.991568562690693","-0.28","0.157","0.109","0.066"
"result.23","0.968196010420748","0.87223951374757","-0.204","0.075","0.11","0.066"
"result.24","1","0.9991544238741","-0.479","0.207","0.111","0.066"
"result.25","0.997805528466377","0.848705158282394","-0.32","0.067","0.113","0.065"
"result.26","0.934528838826791","0.754499739919067","-0.166","0.045","0.11","0.066"
"result.27","0.999987722092229","0.992656974605361","-0.458","0.158","0.113","0.065"
"result.28","0.999766574696806","0.903172705012469","-0.388","0.084","0.112","0.065"
"result.29","0.735859077220345","0.751429045429655","-0.068","0.045","0.108","0.066"
"result.30","0.994682479944185","0.665081613161345","-0.278","0.028","0.109","0.066"
"result.31","1","0.994432803772574","-0.481","0.166","0.111","0.066"
"result.32","0.903733112258555","0.444245188601884","-0.144","-0.009","0.111","0.065"
"result.33","0.607828171861945","0.43185204866465","-0.029","-0.011","0.109","0.066"
"result.34","0.999949638813028","0.993973144810309","-0.422","0.165","0.11","0.066"
"result.35","0.845012803144745","0.573040415293059","-0.11","0.012","0.108","0.066"
"result.36","0.999829907096199","0.934814662948689","-0.387","0.101","0.109","0.066"
"result.37","0.999859074814023","0.954740657188775","-0.392","0.112","0.109","0.066"
"result.38","0.999890369518306","0.998672760025898","-0.402","0.198","0.11","0.066"
"result.39","0.671135855078055","0.451550454065025","-0.048","-0.008","0.109","0.066"
"result.40","0.999975501074985","0.98232443741515","-0.437","0.139","0.111","0.066"
"result.41","0.995984153628753","0.939905041017992","-0.292","0.102","0.111","0.066"
"result.42","0.999431583295076","0.976176774759808","-0.355","0.131","0.11","0.066"
"result.43","0.80294754989244","0.526733289763043","-0.092","0.005","0.109","0.066"
"result.44","0.998944275326714","0.953261417686382","-0.335","0.111","0.109","0.066"
"result.45","0.960311332712368","0.795256081741912","-0.192","0.054","0.11","0.066"
"result.46","0.999994886120141","0.999477507623637","-0.458","0.215","0.11","0.066"
"result.47","0.999597267272379","0.95992403111512","-0.366","0.116","0.11","0.066"
"result.48","0.989598147651033","0.909040016299465","-0.254","0.087","0.11","0.065"
"result.49","0.999574866736994","0.976788968897914","-0.365","0.131","0.11","0.066"
"result.50","0.989949744069252","0.938541973916978","-0.258","0.101","0.111","0.065"
"result.51","0.999029525152203","0.931722840099493","-0.338","0.098","0.109","0.066"
"result.52","0.999831211046055","0.999617294340572","-0.387","0.225","0.109","0.067"
"result.53","0.995258580109091","0.92373996559284","-0.284","0.094","0.11","0.065"
"result.54","0.999066943540228","0.997491013997156","-0.341","0.184","0.11","0.066"
"result.55","0.974669375452851","0.778078579193281","-0.213","0.051","0.109","0.066"
"result.56","0.995248367976226","0.891821992124028","-0.292","0.079","0.113","0.064"
"result.57","0.591824406807379","0.286349163748595","-0.025","-0.037","0.109","0.066"
"result.58","0.912229943148767","0.904641214680647","-0.147","0.087","0.108","0.067"
"result.59","0.978655238671803","0.847551100202069","-0.222","0.067","0.11","0.066"
"result.60","0.981383818560607","0.867954689012968","-0.228","0.074","0.11","0.066"
"result.61","0.974414221254498","0.717274361909789","-0.216","0.038","0.111","0.065"
"result.62","1","0.999990311088577","-0.501","0.269","0.112","0.066"
"result.63","0.999912781712334","0.950895658536466","-0.411","0.108","0.111","0.066"
"result.64","0.966017427719384","0.749705567472183","-0.198","0.045","0.109","0.067"
"result.65","0.999370929128702","0.986844958671529","-0.351","0.148","0.109","0.067"
"result.66","0.985872917732645","0.985139307329719","-0.239","0.144","0.109","0.066"
"result.67","1","0.99878073998927","-0.494","0.2","0.11","0.066"
"result.68","0.988313603776069","0.938804270290451","-0.249","0.101","0.11","0.066"
"result.69","0.985559795378152","0.805452376883674","-0.241","0.056","0.111","0.065"
"result.70","0.99919030511099","0.960222753238096","-0.343","0.118","0.109","0.067"
"result.71","0.921422015700557","0.931237802680759","-0.156","0.097","0.11","0.065"
"result.72","0.999478312608186","0.991482091734741","-0.359","0.156","0.11","0.066"
"result.73","0.997313787747751","0.991097608419866","-0.308","0.155","0.111","0.066"
"result.74","0.98356521754026","0.477835272058323","-0.231","-0.004","0.109","0.067"
"result.75","0.878429321099996","0.82727129776291","-0.127","0.063","0.109","0.067"
"result.76","0.998246481783934","0.991633609581641","-0.324","0.155","0.112","0.065"
"result.77","0.998648400791558","0.977578437634893","-0.328","0.134","0.11","0.067"
"result.78","0.999890290909474","0.98030454614709","-0.406","0.135","0.111","0.065"
"result.79","0.996552882289282","0.84960664827998","-0.299","0.067","0.111","0.065"
"result.80","0.98312069438552","0.786424158791887","-0.233","0.052","0.11","0.066"
"result.81","0.995616357691011","0.992100600739686","-0.285","0.161","0.109","0.067"
