"","V1","V2","V3"
"result.1",0.00639358548393135,-0.232,0.093
"result.2",0.22575912532515,-0.07,0.092
"result.3",0.0363245059560636,-0.167,0.093
"result.4",0.777818146439041,0.071,0.093
"result.5",0.226993437834134,-0.069,0.093
"result.6",0.244353102322809,-0.065,0.093
"result.7",0.751677798972263,0.063,0.093
"result.8",0.159028875077279,-0.093,0.093
"result.9",0.782867675453652,0.072,0.092
"result.10",0.78937903951165,0.075,0.093
"result.11",0.343160957536273,-0.038,0.092
"result.12",0.0130445992697905,-0.208,0.093
"result.13",0.0174908655858971,-0.196,0.093
"result.14",0.00454459361024203,-0.242,0.093
"result.15",0.138867428363075,-0.101,0.093
"result.16",0.0278621473705782,-0.178,0.093
"result.17",0.522987858060885,0.005,0.092
"result.18",0.695912639678663,0.048,0.093
"result.19",0.298061573263452,-0.05,0.093
"result.20",0.260772279418124,-0.06,0.093
"result.21",0.226674555058813,-0.07,0.093
"result.22",0.337638608078845,-0.039,0.093
"result.23",0.0903101271951405,-0.124,0.093
"result.24",0.612572722424106,0.026,0.093
"result.25",0.153307632352483,-0.094,0.092
"result.26",0.00559216974461318,-0.235,0.093
"result.27",0.332774193027239,-0.04,0.092
"result.28",0.668854316164029,0.04,0.092
"result.29",5.75045472054995e-05,-0.357,0.094
"result.30",0.0700764305128767,-0.137,0.093
"result.31",0.864498294699819,0.102,0.092
"result.32",0.00351944382169857,-0.25,0.093
"result.33",0.0923610503815083,-0.123,0.093
"result.34",0.512997780015187,0.003,0.093
"result.35",0.00344805685671828,-0.253,0.094
"result.36",0.455283468607813,-0.011,0.093
"result.37",0.210983401212464,-0.075,0.093
"result.38",0.772532453006126,0.069,0.093
"result.39",0.000748350319367557,-0.296,0.093
"result.40",0.799228999875371,0.077,0.093
"result.41",0.196600675879807,-0.079,0.093
"result.42",0.155461402450608,-0.094,0.093
"result.43",0.0317454075910617,-0.173,0.093
"result.44",0.426863903177717,-0.017,0.093
"result.45",0.0344231135654783,-0.169,0.093
"result.46",0.817747302992794,0.084,0.093
"result.47",0.282431432305493,-0.054,0.093
"result.48",0.213511304169246,-0.074,0.093
"result.49",0.213174225329238,-0.074,0.093
"result.50",0.00873047447086508,-0.221,0.093
"result.51",0.036586891013592,-0.167,0.093
"result.52",0.43735678641829,-0.015,0.093
"result.53",0.0246075358574201,-0.183,0.093
"result.54",0.1119761884501,-0.113,0.093
"result.55",0.231012033193328,-0.068,0.092
"result.56",0.656783944814733,0.037,0.092
"result.57",0.0309704696597344,-0.173,0.093
"result.58",0.00459338339607973,-0.243,0.093
"result.59",0.0157019616027511,-0.2,0.093
"result.60",0.0818128920962314,-0.129,0.093
"result.61",0.0534057703757707,-0.149,0.093
"result.62",0.866946916273286,0.103,0.092
"result.63",0.188327336570732,-0.082,0.093
"result.64",0.301978388419471,-0.049,0.093
"result.65",0.289131483364501,-0.052,0.093
"result.66",0.136498209172978,-0.103,0.093
"result.67",0.832857690639156,0.089,0.093
"result.68",0.0408871278543691,-0.161,0.093
"result.69",0.0104486143836002,-0.214,0.093
"result.70",0.302193651586018,-0.048,0.093
"result.71",0.0485988188419451,-0.154,0.093
"result.72",0.0353548857823249,-0.169,0.093
"result.73",0.57942487573074,0.018,0.092
"result.74",0.0361188506876087,-0.168,0.093
