"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.436",0.421452514585759,0.993124513615897,0.017,2.42,0.123,0.085,0.08,0.102
"result.437",0.425521824974308,0.992457030317505,0.016,2.444,0.12,0.085,0.082,0.102
"result.438",0.989764827100338,0.998548329914663,-0.198,2.305,0.366,0.086,0.083,0.103
"result.439",0.173566050866844,0.996199974303361,0.079,2.325,0.072,0.084,0.088,0.101
"result.440",0.177403822233869,0.988343787400022,0.078,2.471,0.049,0.085,0.078,0.102
"result.441",0.139221951812053,0.999425317453882,0.093,2.443,0.09,0.085,0.088,0.102
"result.442",0.182139443939347,0.999331523090453,0.076,2.432,0.103,0.084,0.08,0.101
"result.443",0.687584424016809,0.998669898065432,-0.042,2.404,0.21,0.086,0.083,0.102
"result.444",0.400599173241588,0.998563093434193,0.021,2.296,0.148,0.083,0.091,0.101
"result.445",0.443570359565287,0.998873968146998,0.012,2.416,0.159,0.086,0.082,0.102
"result.446",0.771616835387846,0.999458203700143,-0.063,2.264,0.246,0.084,0.088,0.101
"result.447",0.671802774728112,0.992262736679535,-0.037,2.328,0.173,0.083,0.082,0.101
"result.448",0.97857706273778,0.999604496356729,-0.173,2.31,0.362,0.086,0.081,0.103
"result.449",0.129618286047018,0.999698100427151,0.093,2.3,0.101,0.083,0.089,0.1
"result.450",0.913078075979578,0.991780854273957,-0.117,2.442,0.251,0.086,0.08,0.103
"result.451",0.577798592913042,0.999513934178853,-0.016,2.358,0.201,0.084,0.081,0.101
"result.452",0.777041445436275,0.986261798297053,-0.066,2.504,0.189,0.087,0.081,0.103
"result.453",0.53302500839137,0.975918756085722,-0.007,2.495,0.117,0.086,0.084,0.103
"result.454",0.144157879333723,0.991158810560802,0.089,2.4,0.045,0.084,0.09,0.101
"result.455",0.184404192601639,0.972974013357373,0.079,2.508,0.029,0.087,0.089,0.104
"result.456",0.513492518191399,0.915189835461396,-0.003,2.387,0.08,0.087,0.093,0.104
"result.457",0.873735568507948,0.999276355833329,-0.095,2.366,0.273,0.083,0.077,0.1
"result.458",0.819850447787334,0.992389076320665,-0.076,2.406,0.211,0.083,0.076,0.1
"result.459",0.660423083725455,0.986693681965077,-0.035,2.442,0.159,0.086,0.081,0.102
"result.460",0.978283197077018,0.996142324058122,-0.172,2.286,0.321,0.085,0.087,0.102
"result.461",0.995661154898093,0.983128568519449,-0.227,2.274,0.345,0.087,0.084,0.103
"result.462",0.47147469332624,0.999198107364353,0.006,2.458,0.171,0.086,0.079,0.102
"result.463",0.794043430449766,0.989446039009085,-0.07,2.445,0.198,0.085,0.077,0.102
"result.464",0.618948775530369,0.997001387060492,-0.026,2.482,0.18,0.086,0.078,0.103
"result.465",0.0338687040192243,0.926718830910214,0.159,2.53,-0.078,0.087,0.096,0.104
"result.466",0.527100413032992,0.907951838529841,-0.006,2.524,0.08,0.087,0.079,0.103
"result.467",0.604255059395982,0.990507563768302,-0.022,2.205,0.155,0.082,0.085,0.1
"result.468",0.896528755444581,0.979884565429208,-0.11,2.455,0.224,0.087,0.081,0.103
"result.469",0.0535604044063768,0.981971382481647,0.137,2.516,-0.019,0.085,0.085,0.102
"result.470",0.405456111632613,0.972376249403561,0.02,2.23,0.089,0.082,0.087,0.1
"result.471",0.223831947734473,0.986861613001143,0.065,2.511,0.059,0.086,0.082,0.103
"result.472",0.421250405267213,0.970505901800258,0.017,2.375,0.089,0.086,0.088,0.103
"result.473",0.427387655637963,0.991110595917414,0.016,2.54,0.115,0.085,0.077,0.102
"result.474",0.265586327362711,0.978334631881151,0.052,2.462,0.061,0.083,0.077,0.1
"result.475",0.295742021676227,0.984477197426785,0.046,2.439,0.076,0.085,0.078,0.102
"result.476",0.119296792753234,0.985680293208353,0.097,2.39,0.027,0.082,0.077,0.099
"result.477",0.0466581853675928,0.993753079906914,0.138,2.407,0.003,0.082,0.078,0.099
"result.478",0.0305499308911078,0.995942177776582,0.159,2.624,-0.013,0.085,0.08,0.101
"result.479",0.880467816719362,0.999229464967961,-0.099,2.321,0.277,0.084,0.079,0.101
"result.480",0.510875698509371,0.984854704686065,-0.002,2.408,0.124,0.085,0.088,0.102
"result.481",0.614540970460939,0.989674269427165,-0.024,2.367,0.155,0.084,0.085,0.101
"result.482",0.323592207275674,0.999881789848853,0.04,2.459,0.165,0.086,0.082,0.103
"result.483",0.843087378945717,0.936575772103983,-0.085,2.401,0.171,0.085,0.083,0.101
"result.484",0.393342125244965,0.999927605325097,0.023,2.39,0.188,0.084,0.079,0.101
"result.485",0.548286692148213,0.99974614070117,-0.01,2.399,0.205,0.086,0.089,0.102
"result.486",0.198373389395576,0.996470127021159,0.073,2.485,0.079,0.086,0.079,0.102
"result.487",0.62545773123438,0.993948494875359,-0.027,2.433,0.167,0.085,0.08,0.102
"result.488",0.281994441105802,0.999230072572465,0.049,2.352,0.13,0.084,0.087,0.101
"result.489",0.816422318174098,0.922054828252908,-0.074,2.272,0.154,0.082,0.085,0.1
"result.490",0.57508533036101,0.994951785939558,-0.016,2.439,0.16,0.086,0.083,0.102
"result.491",0.590108244209978,0.990731658263094,-0.019,2.449,0.15,0.085,0.086,0.102
"result.492",0.149049333604476,0.940071891697281,0.089,2.489,-0.002,0.085,0.088,0.102
"result.493",0.149055661231417,0.992171185921233,0.088,2.409,0.049,0.084,0.085,0.101
"result.494",0.0638628730639785,0.998469291771523,0.128,2.451,0.038,0.084,0.083,0.101
"result.495",0.0518924462174158,0.987516807394526,0.139,2.557,-0.015,0.086,0.086,0.102
"result.496",0.845673477362635,0.998698588529038,-0.086,2.251,0.256,0.084,0.088,0.101
"result.497",0.233022217206378,0.997913675851758,0.061,2.319,0.101,0.084,0.088,0.101
"result.498",0.594175564270034,0.999988088489979,-0.02,2.313,0.251,0.085,0.09,0.102
"result.499",0.785773474951454,0.999622259096978,-0.065,2.125,0.258,0.083,0.087,0.101
"result.500",0.0358399106290814,0.988804835276991,0.155,2.484,-0.026,0.086,0.088,0.102
"result.501",0.620300591958137,0.963324754867197,-0.026,2.438,0.126,0.085,0.079,0.102
"result.502",0.390801689644961,0.976808513579253,0.024,2.497,0.088,0.086,0.079,0.103
"result.503",0.186539861057751,0.989418580798372,0.075,2.462,0.054,0.084,0.079,0.101
"result.504",0.804770505302118,0.999999811412331,-0.073,2.268,0.331,0.085,0.087,0.102
"result.505",0.799131735483852,0.996804889209592,-0.072,2.428,0.224,0.086,0.083,0.103
"result.506",0.129654914022396,0.985235391383028,0.095,2.472,0.027,0.084,0.086,0.101
"result.507",0.523520193011486,0.974216691089241,-0.005,2.451,0.114,0.086,0.091,0.102
"result.508",0.0242248151814885,0.858711993657059,0.171,2.538,-0.111,0.087,0.091,0.103
"result.509",0.825394929573137,0.970340537975553,-0.079,2.414,0.185,0.085,0.079,0.101
"result.510",0.647353944209212,0.992638952178417,-0.032,2.43,0.168,0.085,0.082,0.102
"result.511",0.817970827604923,0.999466236390835,-0.078,2.354,0.26,0.086,0.087,0.102
"result.512",0.701573110812953,0.999999811425652,-0.046,2.419,0.304,0.088,0.087,0.104
"result.513",0.20230610963528,0.971376425811371,0.074,2.549,0.032,0.089,0.095,0.105
"result.514",0.0875074569068423,0.979281185546924,0.115,2.367,0,0.085,0.092,0.102
"result.515",0.528579655346031,0.99397068244986,-0.006,2.406,0.147,0.086,0.091,0.103
"result.516",0.793118987030334,0.982881767327118,-0.071,2.525,0.189,0.087,0.08,0.103
"result.517",0.903078221009195,0.996406662731269,-0.108,2.312,0.259,0.083,0.083,0.1
"result.518",0.920580280235449,0.981182643317868,-0.119,2.372,0.236,0.085,0.075,0.102
"result.519",0.543178923671351,0.992331777415372,-0.009,2.348,0.146,0.086,0.091,0.103
"result.520",0.61440969529839,0.987935151067152,-0.025,2.378,0.151,0.086,0.091,0.102
"result.521",0.404811322800396,0.999546012762197,0.02,2.28,0.167,0.084,0.09,0.101
"result.522",0.0728719072729622,0.970739361301436,0.122,2.489,-0.015,0.084,0.078,0.101
"result.523",0.485805189638638,0.948437047308364,0.003,2.424,0.088,0.085,0.085,0.102
"result.524",0.357806459774022,0.997608067762444,0.031,2.385,0.128,0.084,0.082,0.101
"result.525",0.807183207583507,0.997263713300368,-0.074,2.416,0.23,0.085,0.079,0.102
"result.526",0.813868586382913,0.998166359746518,-0.078,2.34,0.241,0.088,0.092,0.104
"result.527",0.198595884333967,0.974826902486936,0.072,2.463,0.038,0.085,0.088,0.102
"result.528",0.527449178843296,0.984785205749763,-0.006,2.449,0.127,0.088,0.091,0.104
"result.529",0.438450894552019,0.998053279153377,0.014,2.495,0.146,0.087,0.085,0.103
"result.530",0.795316641795038,0.999909511862927,-0.07,2.288,0.28,0.085,0.09,0.102
"result.531",0.0650142998452001,0.999982883038112,0.132,2.434,0.094,0.087,0.092,0.104
"result.532",0.545044385536335,0.996229817770574,-0.01,2.495,0.159,0.086,0.079,0.103
"result.533",0.665445589171361,0.990340301482339,-0.036,2.451,0.166,0.085,0.081,0.102
"result.534",0.816899437194083,0.995531934796533,-0.077,2.37,0.223,0.085,0.091,0.102
"result.535",0.90721719427393,0.999677951563223,-0.112,2.263,0.303,0.085,0.088,0.102
"result.536",0.380356731032739,0.98341992446162,0.025,2.403,0.094,0.083,0.077,0.1
"result.537",0.337792861942402,0.988642861651929,0.035,2.272,0.094,0.083,0.089,0.1
"result.538",0.377715250039765,0.999983961605058,0.026,2.298,0.204,0.084,0.084,0.101
"result.539",0.232174440895207,0.809110317844623,0.063,2.518,-0.013,0.085,0.083,0.102
"result.540",0.527480878823507,0.98472106881042,-0.006,2.456,0.127,0.086,0.087,0.102
"result.541",0.964990468393895,0.999777857256632,-0.157,2.432,0.351,0.087,0.079,0.103
"result.542",0.0980919845372946,0.990496375972758,0.111,2.372,0.021,0.086,0.089,0.103
"result.543",0.419757571192228,0.96260875779886,0.018,2.459,0.083,0.086,0.085,0.102
"result.544",0.872085547804574,0.999544852082349,-0.098,2.393,0.284,0.086,0.079,0.103
"result.545",0.524990318714181,0.998658735478271,-0.005,2.478,0.173,0.085,0.078,0.102
"result.546",0.555087768319084,0.994853408455337,-0.011,2.441,0.155,0.084,0.079,0.101
"result.547",0.367074526294763,0.998872934509955,0.029,2.389,0.143,0.084,0.08,0.101
"result.548",0.109500408684333,0.999722863415643,0.107,2.456,0.087,0.087,0.088,0.103
"result.549",0.907306234883035,0.979051968673843,-0.115,2.459,0.228,0.087,0.078,0.103
"result.550",0.665915812807728,0.988070489343309,-0.036,2.418,0.163,0.085,0.081,0.102
"result.551",0.427344173037654,0.995733103705667,0.016,2.461,0.131,0.086,0.083,0.102
"result.552",0.936899957198463,0.999801026919912,-0.128,2.155,0.33,0.084,0.089,0.101
"result.553",0.973074269227182,0.971536852573456,-0.167,2.329,0.274,0.087,0.086,0.103
"result.554",0.547842997277498,0.964938438573813,-0.01,2.457,0.111,0.085,0.082,0.102
"result.555",0.307324516716975,0.726468996232752,0.043,2.449,-0.009,0.085,0.09,0.102
"result.556",0.330103959430218,0.998453989013286,0.037,2.417,0.129,0.084,0.078,0.101
"result.557",0.237631509413831,0.940963786104002,0.061,2.346,0.028,0.085,0.09,0.102
"result.558",0.96808545052646,0.992313931849167,-0.164,2.506,0.298,0.088,0.085,0.104
"result.559",0.596296407066011,0.998868192877712,-0.021,2.411,0.192,0.085,0.083,0.102
"result.560",0.570398713006034,0.999993539009165,-0.015,2.439,0.247,0.085,0.08,0.102
"result.561",0.139003782828782,0.982975494297421,0.093,2.485,0.026,0.086,0.081,0.103
"result.562",0.451621078082612,0.700809320736902,0.011,2.398,0.019,0.086,0.089,0.102
"result.563",0.534831563948167,0.995233316439692,-0.007,2.38,0.153,0.086,0.088,0.102
"result.564",0.304506117876961,0.98664252907249,0.044,2.468,0.08,0.085,0.088,0.102
"result.565",0.386827493261686,0.978643918147911,0.024,2.38,0.09,0.084,0.086,0.101
"result.566",0.717128942038569,0.996875217855151,-0.048,2.383,0.201,0.085,0.086,0.101
"result.567",0.803429627892077,0.999961673209936,-0.073,2.421,0.291,0.086,0.082,0.102
"result.568",0.252422564175957,0.97030591981218,0.056,2.458,0.05,0.083,0.081,0.1
"result.569",0.20699962019553,0.983495075919958,0.07,2.471,0.05,0.085,0.084,0.102
"result.570",0.446939041601488,0.998886785888526,0.011,2.365,0.16,0.082,0.078,0.099
"result.571",0.460737375949923,0.991921333756971,0.009,2.378,0.127,0.086,0.092,0.103
"result.572",0.975981176684782,0.999454442758848,-0.168,2.331,0.351,0.085,0.083,0.102
"result.573",0.303250751242309,0.979949217800274,0.043,2.409,0.072,0.084,0.085,0.101
"result.574",0.867430027363209,0.998959269309094,-0.099,2.509,0.27,0.089,0.088,0.105
"result.575",0.600657256145266,0.996813622923701,-0.021,2.245,0.175,0.082,0.083,0.099
"result.576",0.34923836948315,0.97809482770352,0.033,2.486,0.08,0.085,0.078,0.102
"result.577",0.939024094291614,0.992276221662389,-0.128,2.3,0.264,0.083,0.08,0.1
"result.578",0.551151932753166,0.996380342158218,-0.011,2.385,0.162,0.085,0.078,0.101
"result.579",0.949941193086671,0.999914946754781,-0.14,2.344,0.348,0.085,0.083,0.102
"result.580",0.610735908451626,0.998104091806968,-0.024,2.401,0.187,0.085,0.081,0.102
"result.581",0.851723118182275,0.997850600365266,-0.088,2.373,0.249,0.085,0.08,0.102
"result.582",0.0182188439854139,0.965169268089267,0.173,2.454,-0.07,0.082,0.082,0.1
"result.583",0.699159640689983,0.999872080595895,-0.044,2.371,0.248,0.084,0.079,0.101
"result.584",0.765740367303788,0.999472967474712,-0.061,2.328,0.246,0.085,0.091,0.102
"result.585",0.35098305762946,0.99935057081524,0.033,2.416,0.148,0.085,0.083,0.102
"result.586",0.963951717599315,0.997091781679496,-0.152,2.271,0.307,0.085,0.084,0.102
"result.587",0.716669857586136,0.98025928005165,-0.048,2.336,0.165,0.085,0.089,0.102
"result.588",0.80594894975904,0.991076545680414,-0.074,2.405,0.207,0.086,0.086,0.103
"result.589",0.415347009233618,0.979998855881208,0.019,2.461,0.096,0.086,0.087,0.102
"result.590",0.560149560566954,0.995138921511981,-0.013,2.405,0.158,0.085,0.08,0.102
"result.591",0.259191098465282,0.998461480589875,0.056,2.439,0.111,0.087,0.089,0.103
"result.592",0.805923154074837,0.99040952943366,-0.073,2.496,0.202,0.085,0.077,0.101
"result.593",0.886705776847467,0.996164894830929,-0.105,2.308,0.255,0.087,0.089,0.103
"result.594",0.500494024894177,0.983516247394378,0,2.406,0.12,0.083,0.078,0.101
"result.595",0.0239820167917244,0.975795588310503,0.168,2.522,-0.057,0.085,0.081,0.102
"result.596",0.393957774845667,0.999770981887033,0.023,2.26,0.176,0.083,0.088,0.101
"result.597",0.790063658452378,0.962947181791183,-0.069,2.339,0.169,0.085,0.087,0.102
"result.598",0.881058071865378,0.999389754893706,-0.101,2.4,0.282,0.086,0.076,0.102
"result.599",0.272742444421504,0.967691152799617,0.052,2.351,0.052,0.086,0.092,0.102
"result.600",0.901260938103354,0.992094907391592,-0.111,2.343,0.247,0.086,0.091,0.103
"result.601",0.856820559088476,0.998509387702099,-0.09,2.349,0.257,0.084,0.077,0.101
"result.602",0.0744848824682988,0.927993963544918,0.124,2.52,-0.043,0.086,0.09,0.102
"result.603",0.427285205056178,0.999436780318119,0.016,2.513,0.166,0.086,0.08,0.103
"result.604",0.417629996849443,0.99050772756168,0.018,2.31,0.115,0.084,0.09,0.101
"result.605",0.668254596560088,0.986826743574464,-0.036,2.358,0.161,0.083,0.08,0.1
"result.606",0.72310166329483,0.885434136690312,-0.05,2.321,0.117,0.084,0.091,0.101
"result.607",0.311255996058898,0.999608072403689,0.041,2.432,0.146,0.084,0.077,0.101
"result.608",0.137114726952463,0.999703770727725,0.09,2.4,0.102,0.082,0.078,0.1
"result.609",0.0534382335326286,0.986941997899244,0.138,2.568,-0.014,0.085,0.081,0.102
"result.610",0.18038794415555,0.993885656156534,0.076,2.261,0.066,0.083,0.089,0.1
"result.611",0.142931672955437,0.93068798963747,0.092,2.521,-0.01,0.086,0.091,0.103
"result.612",0.851734100449315,0.995522887079622,-0.088,2.407,0.235,0.085,0.078,0.102
"result.613",0.802134383064139,0.935499191081119,-0.073,2.477,0.158,0.087,0.083,0.103
"result.614",0.281394684209304,0.997245237525589,0.047,2.222,0.11,0.081,0.084,0.099
"result.615",0.103075754587695,0.99932323634065,0.106,2.436,0.074,0.084,0.08,0.101
"result.616",0.342138652916594,0.925322027311022,0.035,2.529,0.046,0.086,0.084,0.102
"result.617",0.340185810214699,0.992726763746907,0.035,2.448,0.101,0.085,0.087,0.102
"result.618",0.0272749678509896,0.996838659155565,0.166,2.574,-0.014,0.086,0.084,0.103
"result.619",0.00164526164143539,0.982777903419515,0.253,2.649,-0.135,0.086,0.085,0.102
"result.620",0.313944743506677,0.999474128427814,0.041,2.347,0.143,0.084,0.087,0.101
"result.621",0.624689498398173,0.999022060236503,-0.027,2.424,0.199,0.085,0.08,0.102
"result.622",0.36343739546465,0.999546369584542,0.03,2.475,0.154,0.086,0.086,0.103
"result.623",0.95909150236122,0.987233813087689,-0.152,2.362,0.277,0.087,0.089,0.104
"result.624",0.338411352215051,0.969650830379143,0.035,2.469,0.07,0.085,0.081,0.101
"result.625",0.0974663573678136,0.996114403581906,0.111,2.468,0.039,0.086,0.089,0.102
"result.626",0.0299041686007911,0.993809885823857,0.161,2.428,-0.021,0.086,0.09,0.102
"result.627",0.806581659216504,0.973479104525702,-0.074,2.524,0.181,0.086,0.077,0.102
"result.628",0.0158235430249962,0.997641958254209,0.186,2.556,-0.028,0.086,0.082,0.103
"result.629",0.875497765010109,0.988836024662408,-0.097,2.393,0.225,0.085,0.087,0.101
"result.630",0.896313380634902,0.999849805118519,-0.107,2.34,0.309,0.085,0.08,0.102
"result.631",0.0869098956409307,0.999874263493628,0.117,2.346,0.089,0.086,0.092,0.103
"result.632",0.278849824982698,0.967603542869588,0.052,2.586,0.051,0.088,0.086,0.104
"result.633",0.55488432261992,0.994793479174309,-0.012,2.494,0.154,0.086,0.079,0.103
"result.634",0.831177666808049,0.998987575954606,-0.082,2.284,0.256,0.086,0.09,0.103
"result.635",0.314256859018674,0.992343180684664,0.042,2.446,0.094,0.087,0.092,0.103
"result.636",0.822204505519028,0.990354954524947,-0.078,2.409,0.208,0.084,0.08,0.101
"result.637",0.780010262188789,0.995536069716498,-0.065,2.304,0.212,0.084,0.086,0.102
"result.638",0.788986618166244,0.999935990078587,-0.069,2.439,0.28,0.086,0.083,0.103
"result.639",0.603649406091201,0.999693118201695,-0.022,2.424,0.213,0.084,0.076,0.101
"result.640",0.0496077144895039,0.956993607482609,0.14,2.534,-0.044,0.085,0.081,0.102
"result.641",0.480945065623274,0.968216053533569,0.004,2.412,0.1,0.084,0.079,0.101
"result.642",0.719016311068755,0.999972712468726,-0.048,2.194,0.273,0.084,0.088,0.101
"result.643",0.258507970924115,0.841869952453378,0.054,2.445,0.002,0.084,0.083,0.101
"result.644",0.479188620195845,0.99977247673913,0.004,2.264,0.193,0.082,0.085,0.099
"result.645",0.0295151726710012,0.973449761001607,0.164,2.64,-0.057,0.087,0.083,0.103
"result.646",0.7835957799458,0.991462670354657,-0.066,2.37,0.2,0.084,0.082,0.101
"result.647",0.360516151063223,0.958154573068675,0.03,2.334,0.067,0.084,0.088,0.101
"result.648",0.39853124110228,0.990978447646557,0.022,2.518,0.11,0.086,0.081,0.103
"result.649",0.712691921509827,0.93053062706062,-0.047,2.45,0.13,0.085,0.079,0.102
"result.650",0.837105287390257,0.999169479907085,-0.086,2.433,0.262,0.088,0.086,0.104
"result.651",0.584496041691439,0.997756425813488,-0.018,2.409,0.177,0.087,0.092,0.103
"result.652",0.113311798329191,0.999245197593983,0.103,2.501,0.075,0.085,0.084,0.102
"result.653",0.18360263020036,0.988955084933201,0.078,2.529,0.05,0.087,0.08,0.103
"result.654",0.648161452126312,0.999990144066247,-0.033,2.413,0.263,0.087,0.085,0.103
"result.655",0.908220209182096,0.991471738259391,-0.114,2.432,0.247,0.086,0.081,0.103
"result.656",0.21626137251281,0.979802734279625,0.068,2.435,0.048,0.087,0.094,0.103
"result.657",0.17677123672428,0.885891991361296,0.08,2.532,-0.012,0.086,0.085,0.103
"result.658",0.21771833525148,0.989151137135611,0.066,2.368,0.063,0.084,0.09,0.101
"result.659",0.877575153827164,0.99485726825858,-0.1,2.39,0.244,0.086,0.08,0.103
"result.660",0.385631102125548,0.994093115468495,0.025,2.404,0.115,0.086,0.088,0.102
"result.661",0.129078627493076,0.972961190519831,0.098,2.486,0.01,0.087,0.09,0.103
"result.662",0.885420414208016,0.999038250595147,-0.101,2.356,0.275,0.084,0.077,0.101
"result.663",0.730329837032858,0.995934209354412,-0.053,2.382,0.2,0.086,0.088,0.102
"result.664",0.456287559146344,0.939801457382916,0.009,2.392,0.078,0.084,0.085,0.101
"result.665",0.738434542421753,0.984239639207259,-0.054,2.498,0.173,0.085,0.076,0.101
"result.666",0.706748032715333,0.951991010643636,-0.046,2.275,0.14,0.085,0.088,0.102
"result.667",0.318538893379285,0.990039221959733,0.041,2.436,0.09,0.086,0.085,0.103
"result.668",0.222149010772238,0.999948320009564,0.064,2.297,0.152,0.083,0.089,0.1
"result.669",0.703782115979927,0.99805409152525,-0.044,2.311,0.207,0.083,0.082,0.1
"result.670",0.449468230355041,0.989441580953748,0.011,2.415,0.119,0.085,0.08,0.102
"result.671",0.842634315192152,0.996813462143819,-0.085,2.351,0.238,0.084,0.081,0.101
"result.672",0.989272031102649,0.996634736679709,-0.196,2.401,0.347,0.085,0.077,0.102
"result.673",0.34948242398376,0.954052600025181,0.033,2.476,0.061,0.085,0.081,0.101
"result.674",0.529541180055095,0.936036685233919,-0.006,2.413,0.092,0.083,0.076,0.101
"result.675",0.192701949061463,0.999578900099186,0.073,2.289,0.115,0.084,0.087,0.101
"result.676",0.509995113990684,0.999921061005434,-0.002,2.29,0.214,0.086,0.09,0.103
"result.677",0.589050144267831,0.993198384669661,-0.019,2.485,0.157,0.086,0.085,0.103
"result.678",0.404441241537865,0.966658098773114,0.021,2.55,0.081,0.085,0.079,0.102
"result.679",0.914963557047028,0.999727700208876,-0.116,2.355,0.31,0.085,0.076,0.102
"result.680",0.919884826650875,0.958357423018401,-0.124,2.519,0.22,0.088,0.08,0.104
"result.681",0.952749230531592,0.999627632834801,-0.141,2.26,0.33,0.084,0.086,0.101
"result.682",0.150813134572839,0.998086735619969,0.087,2.485,0.074,0.084,0.08,0.101
"result.683",0.279657646210194,0.995055912673181,0.05,2.428,0.095,0.086,0.091,0.103
"result.684",0.164573293869497,0.707138112255161,0.084,2.536,-0.054,0.086,0.09,0.103
"result.685",0.584682499915052,0.99977746562263,-0.018,2.405,0.214,0.085,0.086,0.102
"result.686",0.810922676106969,0.886431243570776,-0.075,2.293,0.143,0.085,0.086,0.102
"result.687",0.202891426513599,0.913866247111754,0.07,2.474,0.007,0.084,0.079,0.101
"result.688",0.325550820484102,0.998229347062239,0.039,2.4,0.125,0.085,0.086,0.102
"result.689",0.620643849980999,0.942352288732291,-0.027,2.576,0.115,0.089,0.083,0.105
"result.690",0.327472116276977,0.99607507963846,0.038,2.417,0.11,0.085,0.087,0.102
"result.691",0.777650193586043,0.997792986332399,-0.064,2.406,0.222,0.083,0.078,0.1
"result.692",0.602813367624495,0.999402340049631,-0.022,2.307,0.205,0.083,0.084,0.101
"result.693",0.557795533578432,0.991608218577746,-0.012,2.444,0.145,0.084,0.077,0.101
"result.694",0.339372171375112,0.888455927992719,0.036,2.558,0.032,0.087,0.083,0.103
"result.695",0.151580373712512,0.994986596011213,0.088,2.416,0.057,0.085,0.09,0.102
"result.696",0.554965306048816,0.991356917677311,-0.011,2.318,0.145,0.083,0.087,0.1
"result.697",0.957693216929258,0.999257558315118,-0.146,2.287,0.323,0.085,0.085,0.101
"result.698",0.234402325034037,0.851247949760066,0.062,2.502,-0.003,0.085,0.082,0.102
"result.699",0.451917776828629,0.970577191624648,0.011,2.552,0.095,0.087,0.085,0.103
"result.700",0.204858499135425,0.938212765154479,0.069,2.402,0.017,0.084,0.089,0.101
"result.701",0.111160439478097,0.955703044042366,0.103,2.521,-0.007,0.084,0.077,0.101
"result.702",0.623294344646095,0.990334828633311,-0.026,2.374,0.158,0.084,0.081,0.101
"result.703",0.493726758072278,0.989793583249842,0.002,2.385,0.128,0.084,0.084,0.101
"result.704",0.602850929766533,0.99939953377974,-0.022,2.441,0.203,0.085,0.079,0.102
"result.705",0.0200999742788811,0.997677980968134,0.172,2.378,-0.012,0.084,0.088,0.101
"result.706",0.350880696434314,0.987200394081029,0.034,2.415,0.092,0.087,0.091,0.104
"result.707",0.625148391142321,0.997538782761318,-0.027,2.324,0.186,0.085,0.091,0.102
"result.708",0.751087368967217,0.997199180366872,-0.058,2.428,0.214,0.086,0.086,0.103
"result.709",0.589283682792255,0.94690784095604,-0.019,2.497,0.109,0.085,0.078,0.102
"result.710",0.962898388136943,0.999999811444093,-0.151,2.288,0.418,0.085,0.085,0.102
"result.711",0.286901606676504,0.958811638811964,0.05,2.657,0.046,0.089,0.08,0.105
"result.712",0.5526584408373,0.986803183968498,-0.011,2.342,0.135,0.084,0.089,0.101
"result.713",0.90280907332408,0.999745674438894,-0.113,2.381,0.308,0.087,0.083,0.104
"result.714",0.728165552731864,0.999312382568227,-0.052,2.43,0.231,0.086,0.085,0.103
"result.715",0.281896585770366,0.988058008761089,0.051,2.511,0.075,0.088,0.089,0.104
"result.716",0.742944770273814,0.999310933571277,-0.056,2.452,0.235,0.086,0.081,0.103
"result.717",0.752978789426486,0.999910354159531,-0.058,2.41,0.265,0.085,0.083,0.102
"result.718",0.503113253815868,0.998659459241539,0,2.489,0.167,0.086,0.082,0.102
"result.719",0.872105995060944,0.998808085740767,-0.097,2.387,0.267,0.085,0.078,0.102
"result.720",0.436804524481301,0.988805379992232,0.014,2.369,0.115,0.084,0.087,0.101
"result.721",0.673576476962869,0.995027453990066,-0.039,2.367,0.184,0.086,0.088,0.103
"result.722",0.00759945449628863,0.949256908591498,0.209,2.55,-0.117,0.086,0.089,0.103
"result.723",0.351488604392354,0.885428002668374,0.033,2.483,0.034,0.086,0.084,0.102
"result.724",0.0824930900069629,0.953348710871586,0.12,2.446,-0.026,0.086,0.089,0.103
"result.725",0.0175030163448037,0.956633030624901,0.183,2.516,-0.087,0.087,0.092,0.103
"result.726",0.269346580528512,0.999884246380235,0.053,2.455,0.152,0.087,0.089,0.103
"result.727",0.752151093104621,0.999462030896563,-0.058,2.411,0.241,0.085,0.081,0.102
"result.728",0.698516482922171,0.999653681439265,-0.043,2.378,0.233,0.084,0.077,0.101
"result.729",0.923950234404889,0.999119502801337,-0.122,2.287,0.298,0.086,0.088,0.102
"result.730",0.527305205570953,0.996090619011604,-0.005,2.318,0.155,0.082,0.079,0.1
"result.731",0.608121104862657,0.947026042710682,-0.023,2.359,0.114,0.086,0.088,0.103
"result.732",0.995015460327121,0.999105992589832,-0.221,2.184,0.397,0.086,0.089,0.103
"result.733",0.316777994474268,0.999779122788786,0.04,2.346,0.157,0.084,0.085,0.101
"result.734",0.702067353529871,0.940059967152736,-0.045,2.443,0.132,0.085,0.083,0.102
"result.735",0.491433732700547,0.972630899098436,0.002,2.351,0.107,0.085,0.092,0.102
"result.736",0.249353096597385,0.982747223850266,0.058,2.501,0.06,0.086,0.084,0.102
"result.737",0.195654886899428,0.992949965781938,0.072,2.422,0.066,0.084,0.082,0.101
"result.738",0.520830473533876,0.997413761189826,-0.004,2.599,0.16,0.089,0.08,0.105
"result.739",0.416683838761617,0.96339869030315,0.018,2.476,0.082,0.085,0.079,0.102
