"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.1023",0.998048788220124,0.378247328262115,-0.26,2.517,0.243,0.09,0.08,0.106
"result.1024",0.997612784162325,0.263983088765705,-0.257,2.489,0.222,0.091,0.086,0.107
"result.1025",0.97721268092403,0.488587845797251,-0.187,2.559,0.185,0.093,0.087,0.109
"result.1026",0.988077342632527,0.166551732810889,-0.196,2.363,0.142,0.087,0.088,0.104
"result.1027",0.99991962379063,0.721230706815288,-0.334,2.271,0.367,0.089,0.085,0.106
"result.1028",0.904006441703475,0.645114826578419,-0.113,2.408,0.134,0.087,0.08,0.103
"result.1029",0.937093372230081,0.704393631142298,-0.142,2.415,0.173,0.093,0.093,0.109
"result.1030",1,0.731307969367006,-0.393,2.269,0.428,0.089,0.085,0.105
"result.1031",0.855215369008587,0.668956095748146,-0.094,2.463,0.119,0.089,0.081,0.106
"result.1032",0.994180221015991,0.585494780682788,-0.22,2.418,0.232,0.087,0.081,0.104
"result.1033",0.998487741391268,0.633184369490978,-0.268,2.399,0.287,0.09,0.086,0.106
"result.1034",0.997347423127944,0.821341061402099,-0.25,2.436,0.302,0.09,0.08,0.106
"result.1035",0.988538544770783,0.657031656798105,-0.205,2.386,0.228,0.09,0.092,0.107
"result.1036",0.930371961475893,0.11292293053395,-0.132,2.425,0.064,0.09,0.091,0.106
"result.1037",0.289262958154149,0.582149536554852,0.048,2.459,-0.036,0.086,0.081,0.103
"result.1038",0.920483665305046,0.780667371439731,-0.124,2.484,0.168,0.088,0.081,0.105
"result.1039",0.713263425999942,0.484604232889362,-0.049,2.5,0.047,0.087,0.077,0.104
"result.1040",0.962169792469665,0.697631239186762,-0.158,2.444,0.188,0.089,0.085,0.106
"result.1041",0.899578338234743,0.348048468477012,-0.117,2.624,0.095,0.092,0.081,0.107
"result.1042",0.998723854654208,0.278587532619522,-0.266,2.369,0.233,0.088,0.084,0.105
"result.1043",0.998300502241927,0.57711255028609,-0.264,2.374,0.275,0.09,0.092,0.106
"result.1044",0.567487013434171,0.0211111250958335,-0.015,2.485,-0.1,0.088,0.091,0.104
"result.1045",0.921429304604158,0.357976173720159,-0.123,2.467,0.103,0.087,0.08,0.104
"result.1046",0.999071149505918,0.870678785297865,-0.276,2.318,0.34,0.089,0.087,0.105
"result.1047",0.722005721548751,0.201796612200098,-0.051,2.469,0.004,0.087,0.081,0.104
"result.1048",0.999958869342205,0.818267299293914,-0.346,2.354,0.397,0.089,0.084,0.105
"result.1049",0.773085457023516,0.702003102404604,-0.065,2.462,0.095,0.087,0.08,0.104
"result.1050",0.993322134400997,0.754715525486595,-0.223,2.327,0.263,0.091,0.092,0.107
"result.1051",0.987579293656419,0.119569599248516,-0.201,2.451,0.134,0.09,0.091,0.106
"result.1052",0.999931297282608,0.327378674975721,-0.332,2.286,0.307,0.088,0.088,0.105
"result.1053",0.907268525299074,0.545508272105184,-0.115,2.366,0.122,0.087,0.087,0.104
"result.1054",0.989566192331658,0.068357418463337,-0.213,2.513,0.13,0.093,0.092,0.108
"result.1055",0.987264951830204,0.812901195441105,-0.201,2.472,0.251,0.09,0.081,0.106
"result.1056",0.993228085380912,0.407347294018686,-0.225,2.547,0.212,0.091,0.083,0.107
"result.1057",0.965194351075003,0.423432726959217,-0.158,2.417,0.147,0.087,0.078,0.104
"result.1058",0.99213385274233,0.49054403500757,-0.208,2.385,0.207,0.086,0.08,0.103
"result.1059",0.995552552198191,0.790189469511795,-0.227,2.354,0.273,0.087,0.082,0.104
"result.1060",0.405571889134156,0.333046859828868,0.021,2.458,-0.045,0.087,0.09,0.104
"result.1061",0.877403033722207,0.507652426710404,-0.104,2.477,0.105,0.089,0.087,0.106
"result.1062",0.560667991373106,0.460503312287401,-0.013,2.432,0.008,0.087,0.089,0.103
"result.1063",0.996773425617527,0.26616158070706,-0.237,2.411,0.202,0.087,0.081,0.104
"result.1064",0.49337638359892,0.148396807462364,0.002,2.406,-0.061,0.087,0.094,0.104
"result.1065",0.997603455177202,0.542832388473009,-0.254,2.42,0.26,0.09,0.08,0.106
"result.1066",0.709176105409156,0.27804972509743,-0.047,2.401,0.013,0.085,0.08,0.102
"result.1067",0.812385277853724,0.0300125819018212,-0.077,2.541,-0.029,0.087,0.084,0.103
"result.1068",0.995394090461752,0.791724999075866,-0.229,2.393,0.275,0.088,0.088,0.104
"result.1069",0.991918531457917,0.601185346887659,-0.216,2.378,0.231,0.09,0.091,0.106
"result.1070",0.974542620917389,0.30860913875249,-0.174,2.43,0.146,0.089,0.086,0.106
"result.1071",0.985595019531961,0.496051418314706,-0.199,2.48,0.199,0.091,0.088,0.107
"result.1072",0.864594917474194,0.74115836771038,-0.098,2.518,0.134,0.089,0.08,0.105
"result.1073",0.967439593545185,0.520334821259478,-0.169,2.482,0.172,0.092,0.095,0.107
"result.1074",0.999775918804349,0.513908626908336,-0.312,2.392,0.314,0.089,0.079,0.105
"result.1075",0.999499422325215,0.283829978976289,-0.283,2.328,0.251,0.086,0.088,0.103
"result.1076",0.948384259123035,0.624313132266843,-0.14,2.384,0.158,0.086,0.08,0.103
"result.1077",0.802455108126014,0.31351233221458,-0.075,2.553,0.048,0.088,0.079,0.104
"result.1078",0.982448948571146,0.478085408507478,-0.185,2.411,0.182,0.088,0.084,0.105
"result.1079",0.713175123592184,0.594264625234527,-0.05,2.512,0.063,0.089,0.082,0.105
"result.1080",0.997325815645106,0.902268892209845,-0.251,2.443,0.324,0.09,0.078,0.106
"result.1081",0.997390517552157,0.318947056278725,-0.25,2.411,0.224,0.09,0.087,0.106
"result.1082",0.8558911880766,0.0365743526902105,-0.096,2.592,-0.005,0.09,0.084,0.106
"result.1083",0.951246685125529,0.668675465139875,-0.144,2.45,0.169,0.087,0.08,0.104
"result.1084",0.991850165025245,0.811923265749657,-0.211,2.414,0.261,0.088,0.08,0.105
"result.1085",0.993506406944746,0.085434644676965,-0.226,2.556,0.149,0.091,0.083,0.107
"result.1086",0.973117649095166,0.510006605533898,-0.176,2.5,0.177,0.091,0.086,0.107
"result.1087",0.999228331865836,0.786430496065204,-0.278,2.421,0.323,0.088,0.076,0.104
"result.1088",0.785121288614321,0.534271395590438,-0.069,2.49,0.074,0.087,0.079,0.104
"result.1089",0.969928828154964,0.374875893677301,-0.165,2.437,0.147,0.088,0.083,0.104
"result.1090",0.972064067702152,0.788275893462429,-0.164,2.113,0.21,0.086,0.088,0.103
"result.1091",0.999969882095437,0.818917595122397,-0.357,2.292,0.408,0.091,0.09,0.107
"result.1092",0.987500304961459,0.638425470859786,-0.199,2.371,0.219,0.089,0.087,0.105
"result.1093",0.996892810012587,0.818311346657888,-0.24,2.386,0.291,0.088,0.078,0.104
"result.1094",0.667765000144979,0.264495202212571,-0.038,2.562,0.003,0.089,0.082,0.105
"result.1095",0.997249942360186,0.867413794160429,-0.25,2.39,0.313,0.09,0.09,0.106
"result.1096",0.95993075468566,0.267108087883024,-0.155,2.492,0.12,0.088,0.078,0.105
"result.1097",0.997439437191248,0.264356789583064,-0.25,2.455,0.214,0.09,0.076,0.106
"result.1098",0.982353452962876,0.285141974049119,-0.187,2.462,0.156,0.089,0.086,0.106
"result.1099",0.820807895596276,0.709578270451963,-0.078,2.419,0.11,0.086,0.081,0.102
"result.1100",0.988934436873388,0.508038121823337,-0.202,2.31,0.203,0.088,0.089,0.105
"result.1101",0.977292437004293,0.523391984972573,-0.175,2.366,0.179,0.088,0.089,0.104
"result.1102",0.486707752878709,0.0482929855525936,0.003,2.481,-0.097,0.085,0.083,0.102
"result.1103",0.820307689537529,0.215409006600477,-0.082,2.548,0.038,0.089,0.08,0.106
"result.1104",0.973382613958177,0.729801609617614,-0.174,2.381,0.209,0.09,0.09,0.106
"result.1105",0.993344041259987,0.602733472640135,-0.224,2.455,0.239,0.091,0.095,0.107
"result.1106",0.982164769469107,0.544625794424722,-0.185,2.394,0.191,0.088,0.09,0.105
"result.1107",0.993134033494158,0.532084288482959,-0.215,2.346,0.219,0.087,0.08,0.104
"result.1108",0.981824510268286,0.0380348010649726,-0.19,2.564,0.091,0.091,0.081,0.107
"result.1109",0.897555221528369,0.561175365351145,-0.113,2.35,0.121,0.089,0.095,0.106
"result.1110",1,0.147649164594811,-0.376,2.325,0.317,0.088,0.076,0.105
"result.1111",0.861439910095016,0.40554222265718,-0.094,2.434,0.08,0.086,0.088,0.103
"result.1112",0.99608975207472,0.82202237786557,-0.228,2.202,0.28,0.086,0.087,0.103
"result.1113",0.999473609547792,0.222510894202862,-0.286,2.254,0.243,0.087,0.089,0.104
"result.1114",0.873084675403336,0.5747621886088,-0.102,2.441,0.112,0.089,0.089,0.105
"result.1115",0.999955279065628,0.84414476006839,-0.353,2.383,0.41,0.091,0.085,0.107
"result.1116",0.997886848677502,0.454774286501498,-0.247,2.23,0.241,0.086,0.086,0.103
"result.1117",0.992058135594138,0.7118782042457,-0.221,2.482,0.253,0.092,0.091,0.108
"result.1118",0.999217379491624,0.537645052338527,-0.278,2.286,0.283,0.088,0.092,0.105
"result.1119",0.995713536466687,0.360446655760495,-0.233,2.421,0.213,0.089,0.08,0.105
"result.1120",0.804707319306073,0.42973961250328,-0.074,2.424,0.064,0.086,0.083,0.103
"result.1121",0.984335290101693,0.633869601567837,-0.187,2.308,0.206,0.087,0.086,0.104
"result.1122",0.996774555697363,0.189855868730229,-0.24,2.457,0.19,0.088,0.085,0.105
"result.1123",0.990446275188338,0.679164272361585,-0.201,2.309,0.227,0.086,0.085,0.103
"result.1124",0.979742721513751,0.60499376371533,-0.175,2.275,0.191,0.086,0.086,0.103
"result.1125",0.980610239425434,0.361172850494071,-0.178,2.335,0.157,0.086,0.085,0.103
"result.1126",0.986718017130689,0.294810252959518,-0.192,2.339,0.161,0.087,0.084,0.104
"result.1127",0.927442018470079,0.631535505743948,-0.13,2.499,0.149,0.089,0.084,0.105
"result.1128",0.983473494017737,0.673185450328829,-0.186,2.346,0.212,0.088,0.088,0.104
"result.1129",0.98627027197385,0.16172012557948,-0.196,2.454,0.14,0.089,0.086,0.105
"result.1130",0.974467099681625,0.728886729778859,-0.174,2.425,0.208,0.089,0.086,0.106
"result.1131",0.996288607976657,0.917565952714819,-0.237,2.375,0.315,0.089,0.081,0.105
"result.1132",0.643174290350805,0.47403713534355,-0.032,2.58,0.029,0.089,0.085,0.105
"result.1133",0.840630041046521,0.596264184416367,-0.087,2.423,0.101,0.088,0.086,0.104
"result.1134",0.965441211882708,0.890775871345371,-0.16,2.351,0.23,0.088,0.087,0.105
"result.1135",0.992616721247513,0.591604251628432,-0.218,2.409,0.231,0.09,0.093,0.106
"result.1136",0.986607148362465,0.487660297065782,-0.198,2.419,0.196,0.089,0.087,0.106
"result.1137",0.868242717630181,0.0908771310919891,-0.106,2.657,0.032,0.095,0.096,0.11
"result.1138",0.920082291945372,0.411890013451741,-0.125,2.462,0.112,0.089,0.091,0.105
"result.1139",0.998492823935077,0.780607896772113,-0.268,2.487,0.312,0.091,0.078,0.106
"result.1140",0.887944338833685,0.158488958055869,-0.109,2.413,0.052,0.09,0.092,0.106
"result.1141",0.954388328157191,0.626507134238213,-0.148,2.458,0.166,0.088,0.076,0.104
"result.1142",0.99250792440469,0.908201347461921,-0.22,2.466,0.295,0.091,0.077,0.107
"result.1143",0.999282019370997,0.589838280624791,-0.281,2.331,0.294,0.088,0.089,0.105
"result.1144",0.975334385708485,0.788274122524524,-0.175,2.39,0.22,0.089,0.088,0.105
"result.1145",0.976029482096962,0.349030058796969,-0.174,2.433,0.152,0.088,0.08,0.105
"result.1146",0.799532404390808,0.256240289889268,-0.073,2.491,0.037,0.088,0.086,0.104
"result.1147",0.757301412342171,0.594665717526841,-0.06,2.454,0.074,0.086,0.082,0.103
"result.1148",0.994570269510265,0.193094374569263,-0.231,2.485,0.183,0.091,0.086,0.107
"result.1149",0.987322504146041,0.581991319467851,-0.201,2.408,0.213,0.09,0.09,0.106
"result.1150",0.829917311201929,0.214506590705975,-0.083,2.494,0.039,0.087,0.077,0.104
"result.1151",0.889687955522319,0.222507209261456,-0.11,2.557,0.067,0.09,0.084,0.106
"result.1152",0.95609018089989,0.414038707822497,-0.143,2.323,0.131,0.084,0.08,0.101
"result.1153",0.731995102475472,0.230055624117663,-0.056,2.567,0.014,0.09,0.082,0.106
"result.1154",0.996540840311771,0.499431408124523,-0.24,2.498,0.24,0.089,0.078,0.105
"result.1155",0.999495330037659,0.640189438110192,-0.291,2.285,0.311,0.089,0.089,0.105
"result.1156",0.54748492964555,0.165839678585416,-0.01,2.487,-0.045,0.086,0.077,0.103
"result.1157",0.999881560771309,0.756330823147152,-0.323,2.361,0.362,0.088,0.077,0.105
"result.1158",0.998861880627978,0.873535296362628,-0.275,2.278,0.34,0.09,0.09,0.107
"result.1159",0.723606026746235,0.194059507671316,-0.052,2.512,0.003,0.088,0.083,0.104
"result.1160",0.999151906376537,0.759080986468104,-0.284,2.426,0.324,0.091,0.08,0.107
"result.1161",0.940459346538775,0.0302626739764479,-0.137,2.472,0.031,0.088,0.091,0.105
