"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.1",0.0092312833462284,0.0526454313377355,0.193,2.354,-0.286,0.082,0.088,0.1
"result.2",0.0023528273767553,0.00682568518293114,0.238,2.543,-0.379,0.084,0.082,0.102
"result.3",0.00873959431118843,0.325757321605907,0.199,2.513,-0.224,0.084,0.079,0.101
"result.4",0.000744062190993457,0.00514356068873922,0.262,2.474,-0.41,0.083,0.086,0.101
"result.5",0.00220716347630276,0.0100938645373676,0.237,2.548,-0.368,0.083,0.079,0.101
"result.6",0.0162594666108858,0.222266917273711,0.177,2.449,-0.221,0.083,0.079,0.101
"result.7",0.230473271198474,0.0679237946118521,0.06,2.361,-0.145,0.081,0.078,0.099
"result.8",0.022704040300487,0.430280683836859,0.162,2.328,-0.172,0.081,0.081,0.099
"result.9",0.00833713967503696,0.0325783242429089,0.198,2.371,-0.305,0.083,0.089,0.101
"result.10",0.00447055598057583,0.135042010090454,0.219,2.516,-0.282,0.084,0.079,0.101
"result.11",0.101495153987001,0.00972682418299486,0.107,2.511,-0.241,0.084,0.082,0.102
"result.12",0.238101340388559,0.0852307122303536,0.057,2.269,-0.136,0.08,0.084,0.099
"result.13",0.000524056382363649,0.0707655538256217,0.276,2.491,-0.36,0.084,0.09,0.102
"result.14",0.00258232761585334,0.00225657271215052,0.229,2.524,-0.391,0.082,0.081,0.1
"result.15",0.211425604525815,0.201412017300168,0.067,2.351,-0.114,0.083,0.087,0.101
"result.16",0.623524354093658,0.130030047651814,-0.025,2.302,-0.039,0.081,0.075,0.099
"result.17",0.005250264439083,0.0520268911268993,0.211,2.351,-0.305,0.083,0.089,0.101
"result.18",0.000440083406495941,0.104367302192966,0.278,2.494,-0.35,0.084,0.085,0.101
"result.19",0.548923391027689,0.0201710757025713,-0.01,2.317,-0.108,0.08,0.074,0.099
"result.20",0.000340080325445586,0.00823136420182091,0.287,2.495,-0.425,0.085,0.094,0.102
"result.21",0.199407721319565,0.398671081518417,0.068,2.276,-0.083,0.081,0.081,0.099
"result.22",0.0398828568044581,0.0168605022602298,0.149,2.378,-0.27,0.085,0.09,0.102
"result.23",0.0151870281374721,0.0312304385943868,0.176,2.414,-0.284,0.081,0.084,0.1
"result.24",0.111398579722686,0.106219715413099,0.102,2.395,-0.173,0.084,0.09,0.101
"result.25",0.00370444820066561,0.265541379195057,0.222,2.451,-0.258,0.083,0.083,0.101
"result.26",0.0101111065156711,0.309135388608313,0.196,2.419,-0.224,0.084,0.091,0.102
"result.27",0.013125756982792,0.0779076243880111,0.188,2.496,-0.268,0.084,0.088,0.102
"result.28",0.000635442017594494,0.0181694268219583,0.281,2.695,-0.4,0.087,0.084,0.104
"result.29",0.0129336942008014,0.221703599007106,0.183,2.473,-0.226,0.082,0.077,0.1
"result.30",0.0446967864471011,0.135670021541623,0.14,2.444,-0.202,0.082,0.076,0.1
"result.31",0.0294207775632904,0.0544842913861382,0.158,2.432,-0.249,0.083,0.088,0.101
"result.32",0.00617733395043826,0.00773208370268996,0.203,2.392,-0.341,0.081,0.086,0.099
"result.33",0.0487173804650528,0.0460080955646575,0.135,2.351,-0.232,0.081,0.086,0.1
"result.34",0.042265267919968,0.281598559019593,0.139,2.295,-0.172,0.08,0.088,0.099
"result.35",0.0823120742263307,0.18856569895407,0.113,2.327,-0.164,0.082,0.083,0.1
"result.36",1.14362732530626e-05,0.142288035167902,0.353,2.587,-0.414,0.086,0.091,0.103
"result.37",0.17186421693629,0.203319251741056,0.079,2.427,-0.127,0.084,0.082,0.101
"result.38",0.000614110832741331,0.0730478163245447,0.26,2.344,-0.344,0.08,0.085,0.099
"result.39",0.0298565020973839,0.0279549077563427,0.156,2.501,-0.265,0.083,0.078,0.101
"result.40",0.239058346313338,0.0594791599601751,0.058,2.386,-0.148,0.082,0.081,0.1
"result.41",0.179946483281972,0.139299628655148,0.077,2.425,-0.139,0.084,0.077,0.102
"result.42",0.0129675573191345,0.0129546921670834,0.184,2.483,-0.31,0.082,0.084,0.1
"result.43",3.78477859701925e-06,0.0614573597080438,0.339,2.42,-0.428,0.081,0.083,0.099
"result.44",0.00517118089273784,0.00451689396853194,0.207,2.44,-0.357,0.081,0.075,0.099
"result.45",0.0301778580044026,0.118238580183248,0.155,2.41,-0.223,0.082,0.079,0.101
"result.46",0.00301626551932648,0.0465009051645019,0.229,2.516,-0.325,0.084,0.085,0.101
"result.47",0.111108270688413,0.026444414143419,0.101,2.364,-0.212,0.083,0.088,0.101
"result.48",0.417980327084761,0.190109284118528,0.018,2.31,-0.068,0.085,0.09,0.102
"result.49",0.0117383372668943,0.250573783810845,0.182,2.369,-0.22,0.08,0.078,0.099
"result.50",2.18069224525463e-05,0.0106860022554112,0.326,2.512,-0.458,0.081,0.079,0.1
"result.51",0.0547168290209544,0.145441396543764,0.129,2.277,-0.19,0.081,0.084,0.099
"result.52",2.24075703170608e-05,0.0684362715162439,0.323,2.476,-0.408,0.081,0.076,0.099
"result.53",1.88556802265668e-07,0.00953563607288543,0.379,2.523,-0.513,0.085,0.09,0.103
"result.54",0.022433236290638,0.0466543987763015,0.169,2.536,-0.264,0.084,0.08,0.102
"result.55",0.000635856597441284,0.0785524626563884,0.275,2.612,-0.355,0.085,0.081,0.102
"result.56",1.52995400480606e-05,0.0262143645206474,0.339,2.589,-0.449,0.084,0.08,0.101
"result.57",0.00293818105824525,0.0389020550145327,0.234,2.607,-0.334,0.085,0.079,0.102
"result.58",0.0952007160081231,0.0458462662909954,0.108,2.463,-0.205,0.083,0.081,0.1
"result.59",0.0125272646190641,0.0100413871637588,0.182,2.415,-0.316,0.081,0.082,0.1
"result.60",0.00659998037849225,0.124407474447019,0.202,2.386,-0.268,0.082,0.086,0.1
"result.61",0.00411950273176703,0.139353339153555,0.213,2.354,-0.275,0.081,0.079,0.099
"result.62",0.153868886251327,0.00536898788579587,0.086,2.446,-0.232,0.084,0.086,0.102
"result.63",0.00315167737618197,0.305849426208428,0.227,2.421,-0.256,0.083,0.087,0.101
"result.64",0.141793335860794,0.404282242419391,0.088,2.377,-0.101,0.082,0.08,0.1
"result.65",0.048605679271832,0.133159215195188,0.135,2.41,-0.198,0.081,0.079,0.099
"result.66",0.0220130687393374,0.264626709987858,0.165,2.359,-0.201,0.082,0.084,0.1
"result.67",0.0185679860045258,0.151837163772937,0.178,2.566,-0.236,0.086,0.085,0.103
"result.68",0.0802304988711376,0.0503807455934158,0.116,2.443,-0.21,0.083,0.081,0.1
"result.69",0.152707484700067,0.0116824643069231,0.085,2.415,-0.215,0.082,0.08,0.1
"result.70",0.124661643857029,0.112333403135236,0.094,2.258,-0.164,0.081,0.085,0.1
"result.71",0.00463468542774258,0.0179947797805915,0.219,2.416,-0.339,0.084,0.092,0.102
"result.72",0.0895745232675205,0.0319565796512021,0.109,2.408,-0.215,0.081,0.076,0.099
"result.73",0.0893982828560055,0.346146766835852,0.112,2.387,-0.135,0.083,0.082,0.101
"result.74",0.00956625517108641,0.105033100874951,0.194,2.48,-0.265,0.083,0.082,0.101
"result.75",0.00915043225884589,0.0372184376827602,0.198,2.444,-0.3,0.084,0.085,0.102
"result.76",0.0264247656596769,0.00505462048613192,0.156,2.423,-0.304,0.081,0.076,0.099
"result.77",0.596355694808578,0.628630508223906,-0.02,2.324,0.038,0.081,0.075,0.099
"result.78",0.000810569243628053,0.00758257353357539,0.265,2.548,-0.404,0.084,0.084,0.102
"result.79",0.00374818614824529,0.0280306774698341,0.227,2.592,-0.335,0.085,0.081,0.102
"result.80",0.0565317309610985,0.123103455663952,0.129,2.428,-0.195,0.082,0.078,0.099
"result.81",0.0692941394318479,0.0180652740176137,0.123,2.391,-0.242,0.083,0.088,0.101
"result.82",0.110764525025791,0.128054774538089,0.102,2.369,-0.167,0.083,0.088,0.101
"result.83",0.0499152341344617,0.0986103718994833,0.138,2.461,-0.211,0.084,0.088,0.101
"result.84",0.00466932126519762,0.00979235521719901,0.217,2.493,-0.35,0.083,0.086,0.101
"result.85",0.298922628381022,0.381734231888504,0.043,2.331,-0.06,0.082,0.08,0.1
"result.86",0.00282384933958727,0.0438769289008623,0.234,2.566,-0.332,0.085,0.083,0.102
"result.87",0.00105885905655873,0.0337221163508072,0.259,2.561,-0.363,0.084,0.083,0.102
"result.88",0.0200201873188829,0.161855516982105,0.17,2.448,-0.227,0.083,0.082,0.101
"result.89",0.00174467049699291,0.0933357950140734,0.238,2.414,-0.314,0.082,0.083,0.1
"result.90",0.22750416709203,0.0334268216442591,0.06,2.37,-0.165,0.081,0.077,0.099
"result.91",0.0441098777882612,0.219465104337142,0.145,2.476,-0.189,0.085,0.08,0.102
"result.92",0.132895428013192,0.322586135323098,0.091,2.319,-0.118,0.082,0.085,0.1
"result.93",0.0024898980090279,0.121329937636288,0.229,2.495,-0.295,0.081,0.075,0.099
"result.94",0.026096694745447,0.00765042707711039,0.158,2.406,-0.297,0.081,0.083,0.099
"result.95",0.00269674195821049,0.0764210048883306,0.229,2.465,-0.311,0.082,0.081,0.1
"result.96",0.000658105899584444,0.0088967339147612,0.269,2.527,-0.405,0.084,0.084,0.102
"result.97",0.00535869898976075,0.0420386356991638,0.217,2.467,-0.317,0.085,0.092,0.103
"result.98",0.000882201332870409,0.0532326644387999,0.26,2.37,-0.354,0.083,0.091,0.101
"result.99",0.0042575323012113,0.0366813681121826,0.21,2.354,-0.313,0.08,0.083,0.098
"result.100",0.00106438099408854,0.0584309217401688,0.248,2.413,-0.338,0.081,0.078,0.099
"result.101",0.0563673696578185,0.124433872835025,0.131,2.365,-0.197,0.083,0.088,0.101
"result.102",0.010470134066636,0.0129712103085119,0.187,2.425,-0.314,0.081,0.083,0.099
"result.103",0.219532005411048,0.492045970898156,0.063,2.243,-0.064,0.081,0.082,0.099
"result.104",0.00418112469360073,0.0962417880074575,0.222,2.478,-0.296,0.084,0.088,0.102
"result.105",0.0737825054147589,0.0346870073492158,0.119,2.471,-0.222,0.082,0.078,0.1
"result.106",0.000754946799761626,0.177152281821985,0.264,2.513,-0.316,0.083,0.079,0.101
"result.107",0.199308547763397,0.0411148725014454,0.068,2.31,-0.168,0.08,0.077,0.099
"result.108",0.00237488686913346,0.0141388433896933,0.232,2.378,-0.358,0.082,0.087,0.1
"result.109",0.759615926648263,0.192839329877325,-0.059,2.253,0.009,0.083,0.087,0.101
"result.110",0.00185030655404874,0.018289965981885,0.242,2.567,-0.36,0.083,0.078,0.101
"result.111",0.192863158105307,0.150373273108273,0.072,2.329,-0.131,0.083,0.087,0.1
"result.112",0.0304664728611087,0.293585497173253,0.157,2.442,-0.187,0.083,0.079,0.101
"result.113",0.238365358610677,0.0174691554144649,0.058,2.301,-0.18,0.082,0.086,0.1
"result.114",0.0485259551465131,0.352773789680255,0.14,2.363,-0.162,0.084,0.091,0.102
"result.115",0.224968345077184,0.101121017735105,0.063,2.439,-0.136,0.084,0.077,0.101
"result.116",0.0110873489279566,0.133381968753769,0.19,2.477,-0.253,0.083,0.077,0.101
"result.117",0.0726859410619953,0.0391272399354535,0.122,2.356,-0.223,0.084,0.086,0.101
"result.118",0.00105405634443518,0.00685770498718141,0.259,2.572,-0.399,0.084,0.083,0.102
"result.119",0.00469961939854015,0.00970120397070862,0.215,2.389,-0.349,0.083,0.09,0.101
"result.120",0.00259049979376886,0.146052782089075,0.228,2.458,-0.288,0.082,0.079,0.1
"result.121",0.0779662171993725,0.373755542645088,0.116,2.433,-0.134,0.082,0.084,0.099
"result.122",0.199555811398816,0.0985114723591245,0.069,2.245,-0.143,0.082,0.085,0.1
"result.123",0.0622528905058648,0.0325843880160728,0.126,2.451,-0.232,0.082,0.081,0.1
"result.124",0.0366154827325019,0.183890383241489,0.151,2.531,-0.202,0.084,0.081,0.101
"result.125",0.126627104914037,0.0522632814626973,0.093,2.374,-0.185,0.081,0.084,0.099
"result.126",0.600520848840752,0.522356963304834,-0.021,2.365,0.024,0.083,0.079,0.101
"result.127",0.134947005306939,0.145995615325094,0.089,2.26,-0.15,0.081,0.085,0.099
"result.128",0.0177685811437648,0.0598074722169588,0.175,2.503,-0.264,0.083,0.078,0.101
"result.129",0.0985880756568655,0.130888629169378,0.107,2.229,-0.172,0.083,0.089,0.101
"result.130",0.0226514215572993,0.223828850155515,0.163,2.354,-0.207,0.082,0.086,0.1
"result.131",0.146094964829452,0.256799328312271,0.088,2.405,-0.125,0.083,0.083,0.101
"result.132",0.0247149283621928,0.118260431053047,0.164,2.412,-0.232,0.084,0.086,0.101
"result.133",0.00307705194435998,0.0100453474102532,0.221,2.34,-0.355,0.081,0.086,0.099
"result.134",0.329613096870916,0.0239136456028436,0.036,2.373,-0.15,0.082,0.079,0.1
"result.135",0.112223137120994,0.0964304409872551,0.101,2.428,-0.175,0.083,0.08,0.1
"result.136",0.0486330582023666,0.521386627318297,0.14,2.475,-0.137,0.084,0.08,0.101
"result.137",0.155513424309675,0.173078361064119,0.083,2.311,-0.137,0.081,0.082,0.1
"result.138",0.00382064139703706,0.00300981636632935,0.219,2.466,-0.376,0.082,0.085,0.1
"result.139",0.0849054220892997,0.0637899293269589,0.115,2.326,-0.202,0.083,0.089,0.101
"result.140",0.0663118054323163,0.287315558621577,0.121,2.272,-0.154,0.08,0.079,0.099
"result.141",0.00788955395392054,0.0217845080608519,0.195,2.332,-0.31,0.081,0.086,0.099
"result.142",0.13672376311033,0.03396638500575,0.091,2.434,-0.195,0.083,0.078,0.101
"result.143",0.555845047594339,0.033280689971352,-0.012,2.455,-0.093,0.084,0.078,0.101
"result.144",0.0325857305878832,0.0675574893959433,0.154,2.402,-0.239,0.083,0.088,0.101
"result.145",0.00113218530435907,0.0702909589495423,0.254,2.435,-0.339,0.083,0.085,0.101
"result.146",0.0243067857230111,0.00812281083724331,0.161,2.369,-0.299,0.081,0.086,0.1
"result.147",0.0585305964143235,0.0171790063855117,0.129,2.432,-0.25,0.082,0.08,0.1
"result.148",0.317039016746192,0.480281048651664,0.04,2.348,-0.042,0.083,0.084,0.101
"result.149",0.184263259951769,0.721240358441553,0.074,2.349,-0.04,0.082,0.078,0.1
"result.150",0.000599716399927078,0.0757127501774892,0.267,2.479,-0.349,0.082,0.082,0.1
"result.151",0.000419433767750433,0.074913248608745,0.279,2.391,-0.362,0.084,0.088,0.102
"result.152",0.200064762036002,0.0375940233923451,0.07,2.495,-0.17,0.083,0.076,0.1
"result.153",0.16589682970514,0.0262986523139498,0.078,2.305,-0.19,0.08,0.079,0.099
"result.154",0.0317197095647533,0.287667477364159,0.157,2.479,-0.188,0.084,0.083,0.102
"result.155",0.0552795191129111,0.0244666923843709,0.131,2.363,-0.245,0.082,0.086,0.101
"result.156",0.0034806588873724,0.027258304917877,0.219,2.237,-0.331,0.081,0.086,0.1
"result.157",0.000797218607818911,0.00162441240073719,0.262,2.498,-0.43,0.083,0.086,0.101
"result.158",0.261755489941655,0.0246010719618099,0.054,2.462,-0.165,0.084,0.085,0.101
"result.159",0.0631137417139158,0.000241009455718921,0.126,2.459,-0.324,0.082,0.083,0.1
"result.160",0.00263617405780628,0.32556974827373,0.23,2.41,-0.256,0.083,0.081,0.101
"result.161",0.00637953091787165,0.170926665957414,0.2,2.379,-0.255,0.08,0.085,0.099
"result.162",0.129870246574778,0.155861205415409,0.091,2.345,-0.149,0.081,0.079,0.099
"result.163",0.0267928251646272,0.1292200070807,0.159,2.444,-0.224,0.082,0.079,0.1
"result.164",0.00214988691993365,0.0126104695516478,0.241,2.55,-0.368,0.084,0.088,0.102
"result.165",0.0241569634397497,0.0029225267866857,0.17,2.611,-0.325,0.086,0.086,0.103
"result.166",0.0529111609574904,0.100666347428976,0.131,2.3,-0.204,0.081,0.083,0.099
"result.167",0.050644051182735,0.00151760578478,0.135,2.313,-0.306,0.082,0.091,0.101
"result.168",0.0343165080887161,0.213476214983484,0.151,2.377,-0.196,0.083,0.087,0.101
"result.169",0.033489297032089,0.0900313360577712,0.155,2.469,-0.231,0.084,0.087,0.102
"result.170",0.00564772223036264,0.0115371793161376,0.208,2.478,-0.337,0.082,0.082,0.1
"result.171",0.0769554385031971,0.264745944887469,0.115,2.326,-0.151,0.08,0.082,0.099
"result.172",0.0205660181585094,0.0321506827560715,0.167,2.446,-0.272,0.082,0.079,0.1
"result.173",0.0684150657379459,0.0182354113105482,0.122,2.466,-0.241,0.082,0.079,0.1
"result.174",0.0124988927861288,0.00101010233917154,0.183,2.425,-0.362,0.082,0.087,0.1
"result.175",0.00722240238644617,0.167068925428766,0.203,2.414,-0.258,0.083,0.083,0.101
"result.176",0.0149177134715916,0.116948564773017,0.179,2.422,-0.247,0.082,0.085,0.1
"result.177",0.220837104102598,0.000856116819382025,0.064,2.383,-0.244,0.083,0.089,0.101
"result.178",0.0320082421352984,0.00355166439407351,0.149,2.409,-0.304,0.08,0.077,0.099
"result.179",0.0503260183923049,0.0909116990479061,0.133,2.268,-0.21,0.081,0.085,0.099
"result.180",0.022006831517173,0.0149372847546734,0.17,2.446,-0.294,0.084,0.089,0.102
"result.181",0.0065656608370075,0.166416106884449,0.211,2.474,-0.266,0.085,0.092,0.102
"result.182",0.0364363821511699,0.433775879995395,0.15,2.415,-0.159,0.083,0.085,0.101
"result.183",0.069016558639519,0.214643485853685,0.122,2.387,-0.167,0.082,0.078,0.1
"result.184",0.0050106174270485,0.0554905601198097,0.215,2.405,-0.307,0.084,0.091,0.101
"result.185",0.501166118461721,0.396023529258674,0,2.297,-0.015,0.083,0.082,0.101
"result.186",0.0710170112256817,0.00493714646123311,0.119,2.301,-0.268,0.081,0.083,0.099
"result.187",0.00346436597983982,0.0448580634343275,0.221,2.443,-0.318,0.082,0.08,0.1
"result.188",0.0161471191559801,0.182140343073553,0.178,2.411,-0.229,0.083,0.088,0.101
"result.189",0.0251494233701748,0.15224063791945,0.166,2.524,-0.225,0.085,0.082,0.102
"result.190",0.00147444193260475,0.0583529819289068,0.25,2.475,-0.34,0.084,0.085,0.102
"result.191",0.000114924743399216,0.00877121526269076,0.294,2.391,-0.43,0.08,0.085,0.099
"result.192",0.0074232433019661,0.0613721787805811,0.201,2.349,-0.289,0.082,0.088,0.1
"result.193",0.00952321420246154,0.340167592457076,0.199,2.518,-0.222,0.085,0.083,0.102
"result.194",0.328823486362601,0.142770851534593,0.038,2.447,-0.098,0.085,0.079,0.102
"result.195",0.0440536659812568,0.154660015114925,0.146,2.474,-0.204,0.086,0.093,0.103
"result.196",0.0889212498889389,0.0146115655876178,0.111,2.397,-0.235,0.082,0.087,0.1
"result.197",0.345740974012011,0.248387509859941,0.033,2.405,-0.071,0.083,0.081,0.101
"result.198",0.00463893787576945,0.0395453464853034,0.215,2.434,-0.316,0.083,0.085,0.101
"result.199",0.000117609237783419,0.277179257770686,0.305,2.502,-0.338,0.083,0.084,0.101
"result.200",0.0904816996970523,0.044897352242579,0.109,2.356,-0.207,0.082,0.084,0.1
"result.201",0.000158415621702115,0.013423557804792,0.306,2.679,-0.432,0.085,0.081,0.103
"result.202",0.0620718154210472,0.377760801819562,0.128,2.38,-0.145,0.083,0.078,0.101
"result.203",0.0420224591351212,0.000370196216141205,0.144,2.525,-0.336,0.083,0.08,0.101
"result.204",0.0091347911855259,0.00179368168854543,0.192,2.439,-0.359,0.082,0.082,0.1
"result.205",0.0221529828524451,0.0828535685747073,0.165,2.411,-0.245,0.082,0.08,0.1
"result.206",0.0435671065114751,0.114940932131941,0.144,2.366,-0.212,0.084,0.091,0.102
"result.207",1.36472640611609e-05,0.00215078445343719,0.338,2.508,-0.502,0.083,0.092,0.101
"result.208",0.00637983239241641,0.432373999431876,0.203,2.382,-0.213,0.082,0.084,0.1
"result.209",0.0281907719636258,0.0239080959682562,0.158,2.474,-0.272,0.083,0.076,0.101
"result.210",0.146306725123091,0.219945822255415,0.088,2.38,-0.131,0.083,0.085,0.101
"result.211",0.00199331033252616,0.000240824568042863,0.238,2.539,-0.437,0.083,0.08,0.101
"result.212",0.170272436447764,0.0877087452334577,0.081,2.444,-0.158,0.085,0.086,0.102
"result.213",0.531114610330975,0.0437583715812718,-0.006,2.329,-0.092,0.083,0.084,0.101
"result.214",0.186661488420558,0.0721517072879034,0.073,2.287,-0.156,0.081,0.084,0.1
"result.215",0.276132810021694,0.0254250134965349,0.05,2.503,-0.161,0.084,0.078,0.101
"result.216",0.00269962583415478,0.0374413058128735,0.23,2.465,-0.332,0.083,0.082,0.101
"result.217",0.00351642413698596,0.0573105604589724,0.22,2.424,-0.311,0.082,0.081,0.1
"result.218",0.0260093478164075,0.0278518260858917,0.16,2.363,-0.27,0.082,0.088,0.1
"result.219",0.00079979777253374,0.0148024242767342,0.26,2.464,-0.385,0.082,0.085,0.101
"result.220",0.00119126871062518,0.00669814402446955,0.252,2.521,-0.393,0.083,0.084,0.101
"result.221",0.0238946017592495,0.0374803374798924,0.166,2.44,-0.268,0.084,0.088,0.102
"result.222",0.00116025135990398,0.0700818558646904,0.248,2.432,-0.333,0.081,0.078,0.1
"result.223",0.000289622396791756,0.0083267481914282,0.284,2.43,-0.422,0.083,0.089,0.101
"result.224",0.524041737713902,0.0373067190824042,-0.005,2.32,-0.097,0.082,0.084,0.1
"result.225",0.000999929382691276,0.151096498555792,0.257,2.488,-0.316,0.083,0.08,0.101
"result.226",0.0763803079434841,0.135845500023107,0.118,2.357,-0.181,0.083,0.085,0.101
"result.227",0.00265335029300819,0.0229289200940479,0.227,2.467,-0.341,0.081,0.08,0.099
"result.228",0.0873087404375102,0.0105654467121674,0.112,2.375,-0.245,0.083,0.086,0.101
"result.229",0.0459017246893433,0.528948213397128,0.137,2.34,-0.133,0.081,0.079,0.099
"result.230",0.00225945847517795,0.235182723613048,0.232,2.369,-0.274,0.082,0.087,0.1
"result.231",0.414339905529397,0.0330873368804173,0.018,2.244,-0.124,0.081,0.085,0.1
"result.232",0.0165054705613146,0.579876469005529,0.178,2.34,-0.166,0.083,0.093,0.101
"result.233",0.0154927812623779,0.0507579455263983,0.18,2.442,-0.274,0.083,0.084,0.101
"result.234",0.00304443899249585,0.0286605335834518,0.233,2.443,-0.341,0.085,0.09,0.102
"result.235",0.00186044945668682,0.00553959655754876,0.246,2.52,-0.39,0.085,0.09,0.102
"result.236",0.24984623337855,0.216122181857062,0.056,2.288,-0.101,0.082,0.085,0.1
"result.237",0.018731514910458,0.0073083157285454,0.169,2.401,-0.309,0.081,0.08,0.099
"result.238",0.0938169095748958,0.0381044927992455,0.108,2.406,-0.208,0.082,0.085,0.1
"result.239",0.112824287271342,0.0874628537624935,0.1,2.383,-0.178,0.082,0.081,0.1
"result.240",0.0101025050280172,0.581150590250219,0.192,2.395,-0.18,0.083,0.081,0.101
"result.241",0.000852139383321364,0.000760638663905522,0.261,2.53,-0.442,0.083,0.084,0.101
"result.242",0.0260104009230166,0.000518271567128359,0.158,2.422,-0.345,0.081,0.08,0.099
"result.243",0.0885875258690601,0.118349953213609,0.11,2.263,-0.178,0.081,0.085,0.1
"result.244",0.0212006970315588,0.0431122571015207,0.168,2.489,-0.266,0.083,0.077,0.1
"result.245",0.00298832134813108,0.00904032565312085,0.225,2.385,-0.36,0.082,0.088,0.1
"result.246",0.000351014041028456,0.0090636244254565,0.282,2.522,-0.418,0.083,0.081,0.101
"result.247",0.00548236811858359,0.184171152230717,0.211,2.446,-0.262,0.083,0.084,0.101
"result.248",0.0243850571917577,0.196424284425123,0.169,2.495,-0.218,0.086,0.085,0.103
"result.249",0.0101373843166668,0.0200322013194677,0.193,2.544,-0.309,0.083,0.078,0.101
"result.250",0.099717878809961,0.232322048341565,0.106,2.393,-0.147,0.082,0.077,0.1
"result.251",0.00600990182270719,0.00855908569949604,0.207,2.476,-0.344,0.083,0.084,0.101
"result.252",0.265698487813277,0.437435051126252,0.051,2.238,-0.06,0.081,0.085,0.099
"result.253",0.23936740441302,0.103588675854193,0.057,2.247,-0.129,0.08,0.087,0.099
"result.254",0.00258608393669403,0.00361816532759018,0.24,2.638,-0.392,0.086,0.081,0.103
"result.255",0.1574937778115,0.219874801091024,0.084,2.268,-0.128,0.083,0.087,0.101
"result.256",0.0925768549979961,0.00546859655545151,0.108,2.33,-0.254,0.081,0.083,0.1
"result.257",0.00212025032360518,0.00996781184622397,0.231,2.319,-0.365,0.081,0.084,0.099
"result.258",0.324393225688477,0.082971700754113,0.038,2.413,-0.117,0.083,0.077,0.101
"result.259",0.190510786420872,0.702380474178361,0.072,2.21,-0.041,0.082,0.09,0.1
"result.260",0.032672065588932,0.102943659374021,0.153,2.327,-0.226,0.083,0.089,0.101
"result.261",0.111976924768028,0.247517371907285,0.104,2.547,-0.143,0.086,0.082,0.103
"result.262",0.0663463714570334,0.132880259807152,0.122,2.145,-0.187,0.081,0.083,0.1
"result.263",0.0175556162987058,0.0715590764481978,0.176,2.464,-0.259,0.084,0.088,0.101
"result.264",0.0200480166970067,0.271713565167608,0.17,2.385,-0.205,0.083,0.088,0.101
"result.265",0.701105955758891,0.0627052533646613,-0.043,2.268,-0.045,0.083,0.085,0.101
"result.266",0.0502418266501602,0.00951008094039707,0.135,2.276,-0.27,0.082,0.089,0.1
"result.267",0.047854229081375,0.0227500975187579,0.138,2.317,-0.252,0.083,0.086,0.101
"result.268",0.00283063392296714,0.00647536357655243,0.226,2.414,-0.369,0.082,0.089,0.1
"result.269",0.00940448786249228,0.00510451587389094,0.195,2.394,-0.343,0.083,0.088,0.101
"result.270",0.00117367386299257,0.0204350617399005,0.257,2.522,-0.373,0.084,0.087,0.102
"result.271",1.88556302895404e-07,0.0474842643461388,0.375,2.513,-0.471,0.083,0.08,0.101
"result.272",0.235129208310805,0.160799915368814,0.058,2.178,-0.115,0.08,0.086,0.099
"result.273",0.00871543271804695,0.0358993821974043,0.192,2.32,-0.295,0.081,0.084,0.099
"result.274",0.140264691873911,0.0770249315095048,0.091,2.452,-0.172,0.085,0.088,0.102
"result.275",0.212233890964404,0.314394181593844,0.064,2.274,-0.092,0.081,0.084,0.099
"result.276",0.00125255596571926,0.0169642346902935,0.25,2.349,-0.371,0.083,0.089,0.101
"result.277",0.0110910666904173,0.00976506405096667,0.188,2.402,-0.322,0.082,0.087,0.1
"result.278",0.00427490147185755,0.0575286990968412,0.215,2.442,-0.306,0.082,0.08,0.1
"result.279",0.0110648508216732,0.0160364133045279,0.186,2.422,-0.31,0.081,0.08,0.1
"result.280",0.166561187854456,0.0713848071174656,0.081,2.331,-0.165,0.084,0.087,0.102
"result.281",0.000257802296833473,0.0840255774645212,0.295,2.553,-0.373,0.085,0.088,0.102
"result.282",0.247907915445403,0.0649156392154044,0.057,2.354,-0.144,0.083,0.086,0.101
"result.283",0.00676369034581573,0.121935262032375,0.202,2.403,-0.269,0.082,0.085,0.1
"result.284",0.0127275639934197,0.0444504951543837,0.183,2.325,-0.281,0.082,0.09,0.1
"result.285",0.0174329740143282,0.0774198654797602,0.172,2.346,-0.255,0.082,0.086,0.1
"result.286",0.380843504870296,0.105791986157222,0.025,2.307,-0.097,0.083,0.087,0.101
"result.287",0.150230420687872,0.385129402411888,0.087,2.358,-0.104,0.084,0.087,0.102
"result.288",0.310163149124973,0.0743103613309594,0.041,2.407,-0.124,0.083,0.079,0.101
"result.289",0.00340384199767291,0.0329220464681913,0.229,2.563,-0.334,0.085,0.086,0.102
"result.290",0.0155765793411628,0.000491156548601213,0.187,2.568,-0.377,0.087,0.089,0.104
"result.291",0.00628135037208828,0.0490065778685843,0.209,2.506,-0.303,0.084,0.083,0.101
"result.292",0.0887824429862421,0.0462836030469268,0.112,2.464,-0.207,0.083,0.083,0.1
"result.293",0.349600060360944,0.207503533209349,0.032,2.368,-0.078,0.083,0.085,0.1
