"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.1833",0.00567202960628162,0.0389342541990999,0.209,2.5,-0.309,0.082,0.078,0.1
"result.1834",0.0130218577018381,0.000172316131348715,0.182,2.477,-0.389,0.082,0.076,0.1
"result.1835",0.00462700877449075,0.0112143262300379,0.215,2.506,-0.346,0.083,0.078,0.101
"result.1836",0.103049061438367,0.483767810116276,0.103,2.31,-0.105,0.081,0.081,0.099
"result.1837",0.0160957217813122,0.0397688569123428,0.181,2.497,-0.281,0.084,0.085,0.102
"result.1838",0.256875509662626,0.112382830907188,0.054,2.415,-0.124,0.082,0.08,0.1
"result.1839",0.164920232193568,0.0977954460533239,0.079,2.362,-0.153,0.081,0.081,0.099
"result.1840",0.0131783125570179,0.00685641331932729,0.181,2.455,-0.323,0.082,0.078,0.1
"result.1841",0.00766128535753954,0.0284596113745414,0.198,2.449,-0.306,0.082,0.083,0.1
"result.1842",0.0172354396930407,0.115822981942915,0.178,2.454,-0.246,0.084,0.091,0.102
"result.1843",0.160752570802387,0.0458964507706727,0.08,2.297,-0.177,0.081,0.08,0.099
"result.1844",0.00259742713049934,0.00638975726744762,0.231,2.447,-0.373,0.083,0.088,0.1
"result.1845",0.0592386732526211,0.0276321124010638,0.133,2.521,-0.242,0.085,0.082,0.102
"result.1846",0.00513636246196481,0.0928879964719471,0.21,2.466,-0.286,0.082,0.078,0.1
"result.1847",0.0088356837292772,0.0222711101691229,0.195,2.448,-0.311,0.082,0.079,0.1
"result.1848",0.129010825163628,0.0185584847888451,0.094,2.441,-0.213,0.083,0.079,0.101
"result.1849",0.000762082416232166,0.232662524588973,0.266,2.547,-0.308,0.084,0.08,0.101
"result.1850",0.211142800817072,0.422338013490687,0.068,2.466,-0.079,0.085,0.085,0.102
"result.1851",0.218479814423746,0.00754625767616035,0.063,2.372,-0.203,0.081,0.077,0.099
"result.1852",0.196276540621992,0.0346963728278946,0.068,2.277,-0.172,0.079,0.081,0.098
"result.1853",0.110097585062751,0.0206980685715521,0.102,2.266,-0.22,0.083,0.089,0.101
"result.1854",0.00490767911916112,0.0487656135881601,0.212,2.423,-0.307,0.082,0.082,0.1
"result.1855",0.0344525991472726,0.108177347060402,0.154,2.429,-0.225,0.085,0.088,0.102
"result.1856",0.000697592898340675,0.0111106841079047,0.263,2.571,-0.393,0.082,0.079,0.1
"result.1857",0.411014457796317,0.411384004066004,0.019,2.293,-0.032,0.083,0.084,0.101
"result.1858",0.00309239126794878,0.0486274179165115,0.227,2.386,-0.322,0.083,0.09,0.101
"result.1859",0.0303667481679486,7.85585299817315e-05,0.154,2.451,-0.37,0.082,0.079,0.1
"result.1860",0.0472385640975856,0.0570851710336102,0.142,2.448,-0.231,0.085,0.089,0.102
"result.1861",0.2648879225695,0.132469184058015,0.053,2.28,-0.117,0.084,0.092,0.101
"result.1862",0.00515198591051935,0.0426974411908844,0.217,2.473,-0.315,0.085,0.087,0.102
"result.1863",0.372802923186009,0.133480038736344,0.027,2.345,-0.091,0.083,0.084,0.101
"result.1864",0.0257837069064325,0.14855749966407,0.164,2.37,-0.225,0.084,0.093,0.102
"result.1865",0.0104635117983804,0.0247168906418694,0.193,2.466,-0.306,0.084,0.088,0.102
"result.1866",0.202849535156542,0.198024382788136,0.069,2.268,-0.117,0.082,0.086,0.1
"result.1867",0.0217534615901821,0.0587507842700833,0.166,2.483,-0.255,0.082,0.079,0.1
"result.1868",0.00933724976996714,0.117159024932864,0.19,2.408,-0.258,0.081,0.076,0.099
"result.1869",0.0221915253430291,0.0150439729267386,0.167,2.417,-0.292,0.083,0.089,0.101
"result.1870",0.0903014625207373,0.0457408787450932,0.113,2.507,-0.208,0.084,0.086,0.102
"result.1871",1.88556109976818e-07,0.0147605106007578,0.391,2.588,-0.515,0.083,0.079,0.101
"result.1872",0.0440011387687222,0.143964202845903,0.143,2.456,-0.204,0.084,0.08,0.102
"result.1873",0.0702273608276538,0.0724964380347612,0.123,2.444,-0.206,0.083,0.079,0.101
"result.1874",0.00675980452281402,0.0168733747091697,0.2,2.259,-0.323,0.081,0.087,0.1
"result.1875",0.0797658252589367,0.065918942210011,0.117,2.278,-0.204,0.083,0.089,0.101
"result.1876",0.00429033657140954,0.0462669201579161,0.215,2.439,-0.312,0.082,0.078,0.1
"result.1877",0.0113823443155905,0.0055135724543538,0.184,2.39,-0.331,0.081,0.078,0.1
"result.1878",0.0347110228363846,0.11710228908872,0.153,2.465,-0.221,0.084,0.086,0.102
"result.1879",0.000726497450557807,0.0176915173534627,0.264,2.454,-0.386,0.083,0.085,0.101
"result.1880",0.000214031006346181,0.206091993552418,0.291,2.487,-0.338,0.083,0.088,0.1
"result.1881",0.000554126199607904,0.0105658988977553,0.273,2.396,-0.406,0.084,0.091,0.102
"result.1882",0.0298979197207366,0.204866122738927,0.153,2.385,-0.2,0.081,0.078,0.099
"result.1883",0.0514780911057292,0.29305825568416,0.135,2.428,-0.166,0.083,0.081,0.101
"result.1884",0.397058527946513,0.168451810771684,0.022,2.291,-0.077,0.083,0.086,0.101
"result.1885",0.000171007368963025,0.14894974772087,0.297,2.411,-0.357,0.083,0.089,0.101
"result.1886",0.172096257305108,0.197758100331361,0.077,2.287,-0.126,0.081,0.086,0.1
"result.1887",0.0217396052807748,0.381352134958018,0.164,2.294,-0.181,0.081,0.09,0.099
"result.1888",6.54999377406812e-06,0.00694265291571317,0.347,2.552,-0.487,0.083,0.09,0.101
"result.1889",0.0129796873640151,0.0128529252918411,0.184,2.499,-0.312,0.083,0.08,0.101
"result.1890",0.00229399195386647,0.0461181350297377,0.233,2.437,-0.329,0.082,0.085,0.1
"result.1891",0.024893646194736,0.0154437259976858,0.161,2.264,-0.286,0.082,0.086,0.1
"result.1892",0.340781382130902,0.00468587057598824,0.034,2.367,-0.183,0.083,0.087,0.101
"result.1893",0.000337351565751117,0.00568310911665115,0.278,2.414,-0.424,0.082,0.086,0.1
"result.1894",0.0895497459341751,0.015186848609516,0.111,2.457,-0.235,0.082,0.074,0.1
"result.1895",0.0102523480238841,0.000955116446792692,0.186,2.381,-0.364,0.08,0.085,0.099
"result.1896",0.000450322775912794,0.00984982298387382,0.275,2.462,-0.409,0.083,0.09,0.101
"result.1897",0.00568791419233307,0.146113278448101,0.208,2.341,-0.269,0.082,0.086,0.101
"result.1898",0.280901857053496,0.152620894020957,0.047,2.234,-0.106,0.081,0.084,0.099
"result.1899",1.6699960278269e-05,0.0681548027430693,0.342,2.513,-0.428,0.085,0.092,0.102
"result.1900",0.000206758468508418,0.0532233299664319,0.291,2.531,-0.383,0.083,0.086,0.1
"result.1901",0.0121774787724319,0.134840124141007,0.181,2.386,-0.244,0.08,0.076,0.099
"result.1902",0.0100161502280692,0.106262564293649,0.192,2.386,-0.263,0.083,0.086,0.101
"result.1903",0.00181142237011157,0.343608145896206,0.243,2.51,-0.266,0.084,0.08,0.101
"result.1904",0.072467546128642,0.0710307928083422,0.119,2.363,-0.203,0.081,0.082,0.1
"result.1905",0.0165957139569381,0.0798005116249259,0.175,2.464,-0.255,0.082,0.086,0.1
"result.1906",0.00127729069062001,0.00797429024177143,0.247,2.56,-0.384,0.082,0.078,0.1
"result.1907",0.00384825735181787,0.176580080804774,0.216,2.36,-0.269,0.081,0.084,0.1
"result.1908",0.53060886053616,0.0793391809909595,-0.006,2.424,-0.074,0.082,0.076,0.1
"result.1909",0.282479575794257,0.0239282096915709,0.047,2.41,-0.161,0.082,0.077,0.1
"result.1910",0.0317854122353949,0.245398387135201,0.155,2.423,-0.195,0.084,0.088,0.102
"result.1911",0.00138024652805739,0.0967191966858183,0.244,2.438,-0.318,0.081,0.082,0.1
"result.1912",0.0138981504296753,0.00227965901331362,0.186,2.555,-0.348,0.085,0.083,0.102
"result.1913",0.421854065841506,0.08880067644047,0.016,2.346,-0.093,0.082,0.08,0.1
"result.1914",0.00547706389437961,0.00175225308406779,0.205,2.355,-0.374,0.08,0.083,0.099
"result.1915",1.88556523697974e-07,0.0165157681132529,0.362,2.448,-0.484,0.082,0.086,0.1
"result.1916",0.0272396790301317,0.0583544299498847,0.151,2.24,-0.241,0.078,0.083,0.097
"result.1917",0.00487953744900016,0.0444546814551388,0.214,2.48,-0.311,0.083,0.081,0.101
"result.1918",0.00299842594860179,0.00192391555333193,0.228,2.443,-0.395,0.083,0.09,0.101
"result.1919",0.668647174385285,0.385389923736756,-0.036,2.324,0.019,0.082,0.078,0.1
"result.1920",0.0107497529983378,0.146664612078661,0.191,2.394,-0.252,0.083,0.093,0.101
"result.1921",0.606510275067603,0.45874904216264,-0.022,2.26,0.016,0.082,0.078,0.1
"result.1922",0.142353194037115,0.00457937700012956,0.093,2.606,-0.241,0.087,0.083,0.104
"result.1923",2.7776330350367e-05,0.00334328931588312,0.322,2.556,-0.476,0.081,0.078,0.099
"result.1924",0.0128780472606267,0.00106054408173106,0.179,2.435,-0.354,0.08,0.083,0.098
"result.1925",0.161557679812828,0.0220854811910632,0.08,2.341,-0.196,0.081,0.083,0.099
"result.1926",0.23817784123924,0.0854656570174614,0.06,2.405,-0.138,0.083,0.086,0.101
"result.1927",0.00250714863334231,0.0276249647093653,0.23,2.432,-0.34,0.082,0.084,0.1
"result.1928",0.174204750510943,0.0941755993706483,0.08,2.452,-0.155,0.085,0.084,0.102
"result.1929",0.000740314791354837,0.124952723618399,0.267,2.507,-0.332,0.084,0.083,0.102
"result.1930",0.144838596702087,0.760684272758451,0.086,2.31,-0.045,0.081,0.078,0.099
"result.1931",0.258133852047673,0.0531531752074589,0.053,2.365,-0.145,0.081,0.083,0.099
"result.1932",0.674063897318777,0.0308898282027845,-0.037,2.35,-0.07,0.083,0.077,0.101
"result.1933",0.422107963107385,0.164747153732716,0.016,2.251,-0.072,0.081,0.087,0.099
"result.1934",0.000145633788871094,0.00216494158369473,0.298,2.55,-0.461,0.083,0.081,0.101
"result.1935",0.111054911837026,0.0264163220969574,0.101,2.406,-0.212,0.083,0.081,0.101
"result.1936",0.0350894311865255,0.232610363987528,0.147,2.34,-0.189,0.081,0.087,0.099
"result.1937",0.0709620691250472,0.0635538121435651,0.12,2.379,-0.207,0.082,0.08,0.1
"result.1938",0.00625747577875154,0.0280504009958999,0.204,2.398,-0.314,0.082,0.086,0.1
"result.1939",0.0510151001884722,0.120491941236169,0.136,2.406,-0.203,0.083,0.086,0.101
"result.1940",0.00137422344150226,0.115169666702163,0.244,2.436,-0.313,0.082,0.078,0.1
"result.1941",0.00226487457507108,0.386444890354946,0.23,2.299,-0.247,0.081,0.089,0.099
"result.1942",0.116441833323575,0.112940953237571,0.1,2.473,-0.169,0.084,0.082,0.102
"result.1943",0.0125474519412573,0.28043183702249,0.178,2.262,-0.211,0.08,0.084,0.098
"result.1944",0.0231437834663614,0.0983356175428344,0.169,2.506,-0.242,0.085,0.082,0.102
"result.1945",0.021358815519228,0.105844801215587,0.167,2.425,-0.239,0.082,0.078,0.1
"result.1946",0.000963763338081762,0.030731211943046,0.256,2.514,-0.362,0.082,0.078,0.1
"result.1947",0.0523087995729135,0.0117351023900111,0.133,2.415,-0.263,0.082,0.08,0.1
"result.1948",0.300100155209905,0.00130591056596874,0.042,2.274,-0.217,0.081,0.086,0.099
"result.1949",0.163377568109604,0.295672563079235,0.083,2.441,-0.114,0.084,0.081,0.102
"result.1950",0.0424264923225786,0.0218863248831045,0.141,2.374,-0.256,0.082,0.088,0.1
"result.1951",0.0320917222906524,0.0353145830128068,0.154,2.409,-0.257,0.083,0.09,0.101
"result.1952",0.0356656995816785,0.0536811899244225,0.146,2.379,-0.238,0.081,0.081,0.099
"result.1953",0.0343793693659492,0.0302115798860896,0.149,2.389,-0.256,0.082,0.081,0.1
"result.1954",0.126398082421945,0.151389811838679,0.094,2.351,-0.153,0.082,0.078,0.1
"result.1955",0.0277950936980492,0.102386056623908,0.158,2.445,-0.231,0.083,0.079,0.1
"result.1956",0.00631175122207958,0.215968228105699,0.207,2.435,-0.251,0.083,0.085,0.101
"result.1957",0.236911015587645,0.0284910376555462,0.059,2.411,-0.168,0.083,0.08,0.101
"result.1958",0.0343945267377779,0.297871219747469,0.149,2.367,-0.179,0.082,0.081,0.1
"result.1959",0.0500115105657355,0.113788224617979,0.132,2.293,-0.201,0.08,0.083,0.099
"result.1960",0.161336852056105,0.194234313080132,0.084,2.427,-0.133,0.084,0.083,0.102
"result.1961",0.000967105871305625,0.0477598487179962,0.257,2.374,-0.353,0.083,0.087,0.101
"result.1962",0.953542260788032,0.320442370226054,-0.138,2.129,0.111,0.082,0.085,0.1
"result.1963",0.0729646770860607,0.198334387944598,0.122,2.444,-0.17,0.084,0.079,0.101
"result.1964",0.00272480589487251,0.016614924075894,0.227,2.421,-0.35,0.082,0.08,0.1
"result.1965",0.00327360012268077,0.0162834615858709,0.227,2.436,-0.349,0.083,0.09,0.101
"result.1966",0.000962132569158406,0.0499097777901711,0.255,2.503,-0.349,0.082,0.08,0.1
"result.1967",0.0507470842083068,0.0250989998486045,0.132,2.327,-0.243,0.08,0.085,0.099
"result.1968",0.0567365252632072,0.243989332800077,0.133,2.4,-0.173,0.084,0.085,0.102
"result.1969",0.032908108528752,0.101239960412432,0.152,2.389,-0.224,0.082,0.089,0.1
"result.1970",0.276632896451022,0.551108439071704,0.049,2.273,-0.042,0.083,0.087,0.101
"result.1971",0.0014860352528656,0.886960817318951,0.25,2.498,-0.181,0.084,0.081,0.102
"result.1972",0.221116811387752,0.0259261747221055,0.064,2.439,-0.175,0.083,0.078,0.101
"result.1973",0.00255672509540478,0.0554856046952752,0.224,2.335,-0.317,0.08,0.085,0.099
"result.1974",0.0119144482964138,0.120922086626856,0.186,2.476,-0.253,0.082,0.084,0.1
"result.1975",0.0522076873036172,0.0534972415448743,0.133,2.388,-0.225,0.082,0.087,0.1
"result.1976",0.00873544851980051,0.0510833150559827,0.194,2.417,-0.288,0.082,0.082,0.1
"result.1977",0.636708344066702,0.0239870864627703,-0.028,2.286,-0.085,0.082,0.086,0.1
"result.1978",0.0858181166379999,0.153197447766857,0.113,2.398,-0.172,0.082,0.081,0.1
"result.1979",0.0338591802892604,0.0130084538036053,0.155,2.592,-0.281,0.085,0.081,0.102
"result.1980",0.000623334202863444,0.0480683095937302,0.268,2.512,-0.362,0.083,0.087,0.1
"result.1981",0.000979419256841458,0.0217033257612222,0.263,2.596,-0.377,0.085,0.088,0.102
"result.1982",0.00373244717089888,0.124729723810068,0.22,2.399,-0.286,0.082,0.088,0.1
"result.1983",0.146817937924992,0.063731789254224,0.087,2.382,-0.174,0.083,0.087,0.1
"result.1984",5.39445764258193e-05,0.0672731606809348,0.324,2.466,-0.41,0.085,0.091,0.102
"result.1985",0.0114795826284644,0.0363955756416758,0.184,2.4,-0.287,0.081,0.079,0.099
"result.1986",0.248162896660011,0.104067242095405,0.057,2.308,-0.129,0.083,0.087,0.101
"result.1987",0.0122864855717341,0.0658859348080536,0.184,2.478,-0.269,0.082,0.079,0.099
"result.1988",0.00190840981138664,0.00455117256188953,0.241,2.482,-0.39,0.083,0.088,0.101
"result.1989",0.00782950450726483,0.125465795066852,0.197,2.418,-0.262,0.082,0.079,0.1
"result.1990",0.0133645766846712,0.0676796883069101,0.184,2.443,-0.269,0.083,0.087,0.101
"result.1991",0.0591075317903549,0.019381911107022,0.132,2.491,-0.251,0.085,0.082,0.102
"result.1992",0.0014061169208593,0.0184351557832224,0.257,2.548,-0.375,0.086,0.09,0.103
"result.1993",0.00117802663518141,0.027364211677175,0.247,2.42,-0.357,0.081,0.079,0.099
"result.1994",0.148378322065354,0.0540752347620203,0.086,2.385,-0.178,0.082,0.084,0.1
"result.1995",0.153440283445179,0.461794717632417,0.083,2.173,-0.089,0.081,0.089,0.1
"result.1996",0.0803721962690464,0.00687125897577912,0.115,2.379,-0.257,0.082,0.083,0.1
"result.1997",0.0977529867416481,0.0818376137146564,0.108,2.296,-0.188,0.083,0.087,0.101
"result.1998",1.88556496682284e-07,0.291900345482253,0.357,2.442,-0.388,0.082,0.087,0.1
"result.1999",0.00273140822077654,0.000208644967586213,0.231,2.585,-0.431,0.083,0.079,0.101
"result.2000",0.0855786199025926,0.362234353208715,0.117,2.453,-0.137,0.086,0.087,0.103
