"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.766",0.307666284816203,0.65524276175959,0.043,2.331,-0.02,0.084,0.091,0.102
"result.767",0.132245237759096,0.634000163310803,0.095,2.465,-0.076,0.085,0.088,0.102
"result.768",0.793707122656542,0.856740616343244,-0.069,2.349,0.13,0.084,0.076,0.102
"result.769",0.890690384381601,0.250722933329197,-0.104,2.381,0.066,0.085,0.078,0.102
"result.770",0.0648969671261594,0.936886777037641,0.131,2.401,-0.044,0.086,0.092,0.103
"result.771",0.823005205397213,0.907031363091011,-0.079,2.307,0.155,0.086,0.089,0.103
"result.772",0.56386287004995,0.656619364795884,-0.014,2.35,0.037,0.086,0.093,0.103
"result.773",0.599216393267767,0.592534856390917,-0.021,2.345,0.034,0.084,0.087,0.101
"result.774",0.18573584223862,0.693791500562141,0.075,2.473,-0.046,0.084,0.077,0.101
"result.775",0.0785714773354209,0.168036048235041,0.118,2.461,-0.172,0.083,0.082,0.101
"result.776",0.788290964158453,0.662947975375169,-0.068,2.346,0.092,0.085,0.085,0.103
"result.777",0.709451794884429,0.677639665797279,-0.048,2.358,0.074,0.087,0.09,0.104
"result.778",0.0524239838081135,0.261206242814852,0.14,2.505,-0.177,0.086,0.093,0.103
"result.779",0.162415565210051,0.251209941076074,0.086,2.417,-0.124,0.087,0.092,0.104
"result.780",0.713087800849365,0.80169669381349,-0.047,2.293,0.095,0.085,0.087,0.102
"result.781",0.868236560669107,0.477870467089436,-0.095,2.313,0.092,0.085,0.086,0.102
"result.782",0.959760281667582,0.746426754888897,-0.153,2.48,0.19,0.088,0.077,0.104
"result.783",0.625074259532451,0.849216132229584,-0.027,2.389,0.086,0.087,0.089,0.103
"result.784",0.85249062410079,0.814937922393764,-0.09,2.408,0.141,0.087,0.083,0.103
"result.785",0.834886323618936,0.0421667626494886,-0.083,2.458,-0.015,0.085,0.079,0.103
"result.786",0.699447946728477,0.272911832678975,-0.044,2.378,0.01,0.085,0.09,0.102
"result.787",0.42954415116147,0.106857812862858,0.016,2.575,-0.086,0.088,0.08,0.104
"result.788",0.338146300445802,0.702663727173795,0.036,2.46,-0.006,0.086,0.081,0.103
"result.789",0.390701930753515,0.36219246031055,0.024,2.516,-0.044,0.086,0.079,0.103
"result.790",0.795337112725709,0.823182233540286,-0.068,2.32,0.121,0.083,0.079,0.1
"result.791",0.863070259021577,0.649896338230299,-0.096,2.372,0.118,0.088,0.092,0.104
"result.792",0.994406328478308,0.930569990702483,-0.213,2.31,0.296,0.084,0.074,0.101
"result.793",0.114484841431497,0.0148104061347454,0.104,2.61,-0.227,0.086,0.081,0.103
"result.794",0.311671005527355,0.521108495987202,0.042,2.43,-0.039,0.086,0.09,0.103
"result.795",0.530057964536555,0.862395942702553,-0.006,2.482,0.068,0.088,0.09,0.104
"result.796",0.164712284258865,0.352802124025703,0.084,2.553,-0.105,0.086,0.079,0.103
"result.797",0.0299935474677028,0.332929380490186,0.162,2.563,-0.186,0.086,0.08,0.103
"result.798",0.284125433877614,0.588431804737956,0.049,2.438,-0.036,0.085,0.083,0.103
"result.799",0.41652318764656,0.281783896153789,0.018,2.402,-0.051,0.086,0.09,0.103
"result.800",0.630070232269825,0.199744685624335,-0.027,2.318,-0.021,0.083,0.088,0.101
"result.801",0.431039020293254,0.826795756042248,0.015,2.424,0.038,0.087,0.089,0.103
"result.802",0.634308372247061,0.792380523772325,-0.03,2.449,0.076,0.088,0.091,0.105
"result.803",0.928672416229014,0.644747059325705,-0.123,2.314,0.144,0.084,0.078,0.102
"result.804",0.263299381076865,0.630352786717084,0.055,2.364,-0.036,0.086,0.089,0.103
"result.805",0.153795882387335,0.476168694286077,0.086,2.356,-0.089,0.084,0.094,0.102
"result.806",0.562631285633519,0.188081253235615,-0.013,2.483,-0.036,0.087,0.087,0.103
"result.807",0.545032558715496,0.884541576410898,-0.009,2.291,0.077,0.082,0.082,0.1
"result.808",0.778330324080075,0.982067440517909,-0.064,2.275,0.183,0.083,0.084,0.101
"result.809",0.869042591441639,0.761795685653829,-0.095,2.293,0.136,0.085,0.087,0.102
"result.810",0.39613299783028,0.800224075081875,0.022,2.384,0.026,0.084,0.086,0.102
"result.811",0.46204913158114,0.168975332379453,0.009,2.473,-0.063,0.088,0.092,0.104
"result.812",0.140745940130262,0.0998216145062111,0.092,2.48,-0.165,0.086,0.089,0.103
"result.813",0.479074789073372,0.525747775192639,0.005,2.48,-0.001,0.086,0.087,0.103
"result.814",0.269460878843369,0.910616152111414,0.052,2.336,0.025,0.084,0.085,0.102
"result.815",0.42990623667103,0.673993144753228,0.015,2.381,0.011,0.085,0.078,0.102
"result.816",0.662446398872177,0.911744842982437,-0.035,2.297,0.112,0.084,0.085,0.102
"result.817",0.250238412240088,0.982088526432392,0.059,2.43,0.06,0.087,0.088,0.104
"result.818",0.0102272888119836,0.102212386499074,0.194,2.531,-0.266,0.084,0.081,0.101
"result.819",0.654769912496902,0.0229491233505438,-0.034,2.512,-0.078,0.087,0.085,0.104
"result.820",0.572945674319966,0.292112634073117,-0.015,2.389,-0.016,0.083,0.08,0.1
"result.821",0.243042670883147,0.378703795778801,0.059,2.474,-0.077,0.085,0.078,0.102
"result.822",0.896418684160818,0.760272218868228,-0.111,2.405,0.151,0.088,0.089,0.105
"result.823",0.761150289703599,0.526731059485672,-0.06,2.327,0.064,0.084,0.086,0.101
"result.824",0.63307404632555,0.444380514484173,-0.029,2.404,0.021,0.086,0.088,0.103
"result.825",0.246482763633022,0.43391336690903,0.059,2.534,-0.068,0.086,0.077,0.102
"result.826",0.824123715019273,0.956448213888972,-0.078,2.364,0.175,0.084,0.079,0.102
"result.827",0.901914427984885,0.461737898137852,-0.113,2.397,0.107,0.087,0.088,0.104
"result.828",0.564724594101664,0.245557011599858,-0.013,2.371,-0.026,0.082,0.077,0.1
"result.829",0.960095578400228,0.411557939137531,-0.147,2.229,0.134,0.084,0.085,0.102
"result.830",0.994344570918631,0.195746884314485,-0.217,2.38,0.169,0.086,0.078,0.103
"result.831",0.380413538531485,0.663017406569632,0.026,2.396,-0.002,0.084,0.08,0.101
"result.832",0.824093643041429,0.535002713918656,-0.08,2.329,0.085,0.086,0.09,0.104
"result.833",0.458384122036402,0.111022054288472,0.009,2.44,-0.078,0.084,0.079,0.101
"result.834",0.322654309285025,0.419182998274066,0.039,2.415,-0.051,0.085,0.088,0.102
"result.835",0.159767711674667,0.54087578479236,0.084,2.425,-0.079,0.085,0.089,0.102
"result.836",0.0458236087707705,0.762249701911741,0.141,2.45,-0.101,0.084,0.081,0.101
"result.837",0.316266066013852,0.248648998215304,0.041,2.489,-0.079,0.085,0.086,0.102
"result.838",0.209183074201639,0.303210649248581,0.072,2.477,-0.101,0.089,0.094,0.105
"result.839",0.391840186631897,0.384789701332233,0.023,2.487,-0.04,0.084,0.078,0.101
"result.840",0.819885731368591,0.387186255017918,-0.077,2.381,0.061,0.084,0.075,0.102
"result.841",0.319628411576415,0.458445631182475,0.04,2.461,-0.045,0.084,0.079,0.101
"result.842",0.178974121881255,0.151900588956658,0.078,2.546,-0.136,0.085,0.079,0.102
"result.843",0.779272952864742,0.683599470141751,-0.065,2.267,0.092,0.084,0.09,0.101
"result.844",0.942222448754623,0.249055239359072,-0.134,2.373,0.095,0.085,0.079,0.103
"result.845",0.561580522499191,0.150432374148059,-0.013,2.381,-0.046,0.084,0.09,0.102
"result.846",0.681600971570679,0.771393002431305,-0.039,2.388,0.081,0.083,0.078,0.101
"result.847",0.51820887431953,0.48924809431572,-0.004,2.424,0.002,0.086,0.092,0.102
"result.848",0.095318669172668,0.0791439269451757,0.112,2.534,-0.192,0.085,0.079,0.102
"result.849",0.334839323295101,0.905490464795798,0.038,2.527,0.036,0.088,0.084,0.105
"result.850",0.279695510257382,0.264006759073915,0.049,2.414,-0.085,0.084,0.089,0.101
"result.851",0.434591008003438,0.242053995175083,0.014,2.508,-0.053,0.085,0.081,0.102
"result.852",0.819396180969483,0.0760878882457321,-0.078,2.49,-0.003,0.086,0.078,0.103
"result.853",0.619882596076237,0.377063750507174,-0.025,2.32,0.008,0.083,0.085,0.101
"result.854",0.863345697640692,0.74701171243538,-0.092,2.376,0.129,0.084,0.08,0.101
"result.855",0.568184469213413,0.483824091378056,-0.014,2.278,0.012,0.084,0.088,0.101
"result.856",0.631700242639331,0.238226049189024,-0.028,2.4,-0.012,0.085,0.083,0.102
"result.857",0.458285637123741,0.342343979857719,0.009,2.512,-0.032,0.087,0.09,0.104
"result.858",0.452547208581957,0.291754780539225,0.01,2.36,-0.041,0.083,0.084,0.101
"result.859",0.533724751697494,0.12979777501254,-0.007,2.411,-0.057,0.085,0.087,0.102
"result.860",0.842516933572855,0.470902002931648,-0.087,2.277,0.082,0.086,0.091,0.103
"result.861",0.707830753982977,0.926631989307011,-0.048,2.458,0.129,0.087,0.08,0.104
"result.862",0.524085146241687,0.475164194821518,-0.005,2.446,0.002,0.085,0.08,0.102
"result.863",0.175902702192231,0.841118963933042,0.079,2.412,-0.022,0.085,0.077,0.102
"result.864",0.182091646441225,0.330080352077681,0.076,2.422,-0.101,0.084,0.081,0.101
"result.865",0.97887157285982,0.633264951485511,-0.169,2.23,0.189,0.083,0.084,0.101
"result.866",0.677717010308113,0.608232250590728,-0.039,2.396,0.055,0.085,0.084,0.102
"result.867",0.286261157218354,0.500099693723294,0.05,2.507,-0.049,0.087,0.08,0.104
"result.868",0.327405268125003,0.0832223350909216,0.038,2.407,-0.117,0.084,0.09,0.102
"result.869",0.52834003123172,0.339928750001947,-0.006,2.317,-0.018,0.085,0.089,0.102
"result.870",0.136740971362706,0.368955426577921,0.094,2.506,-0.113,0.086,0.083,0.103
"result.871",0.80386411316455,0.334427788947084,-0.07,2.325,0.046,0.082,0.081,0.1
"result.872",0.188240903886429,0.140664973431868,0.075,2.449,-0.136,0.084,0.086,0.102
"result.873",0.771309773728019,0.522815432764452,-0.063,2.347,0.067,0.086,0.087,0.103
"result.874",0.290604620839559,0.213197984229385,0.047,2.391,-0.092,0.084,0.088,0.102
"result.875",0.0416053736048445,0.485686576592582,0.151,2.565,-0.152,0.087,0.083,0.104
"result.876",0.872954613040658,0.778679620239189,-0.099,2.405,0.142,0.087,0.086,0.103
"result.877",0.831174896582928,0.723997148491563,-0.082,2.318,0.116,0.085,0.087,0.102
"result.878",0.777990367754386,0.334635715687063,-0.063,2.328,0.039,0.082,0.075,0.1
"result.879",0.421039269409379,0.1672095932582,0.017,2.43,-0.072,0.084,0.077,0.102
"result.880",0.301632377740198,0.615215536977986,0.044,2.226,-0.027,0.084,0.088,0.102
"result.881",0.0787185535330402,0.184119744554408,0.12,2.502,-0.171,0.085,0.086,0.102
"result.882",0.948753084872863,0.407526842084763,-0.136,2.384,0.123,0.084,0.078,0.101
"result.883",0.00851811811967312,0.197877480460239,0.198,2.404,-0.246,0.083,0.089,0.101
"result.884",0.977052889904286,0.871030605979214,-0.168,2.285,0.232,0.084,0.075,0.102
"result.885",0.876826675193136,0.971665124887895,-0.1,2.299,0.208,0.086,0.089,0.103
"result.886",0.926928516708514,0.906953865510091,-0.121,2.311,0.196,0.083,0.078,0.101
"result.887",0.46412308348477,0.727066045520415,0.008,2.379,0.027,0.084,0.077,0.101
"result.888",0.125319693420285,0.477149302415643,0.097,2.495,-0.1,0.085,0.081,0.102
"result.889",0.910747281430495,0.892867966758771,-0.117,2.36,0.187,0.087,0.086,0.104
"result.890",0.506898243696865,0.425952157913796,-0.001,2.469,-0.009,0.086,0.086,0.102
"result.891",0.816819042213207,0.822034182017511,-0.078,2.306,0.13,0.087,0.089,0.103
"result.892",0.384987660867268,0.198098676773255,0.026,2.619,-0.074,0.089,0.083,0.105
"result.893",0.369843058148976,0.907871506659754,0.028,2.445,0.047,0.085,0.079,0.102
"result.894",0.244702607317947,0.265778575970363,0.057,2.287,-0.092,0.082,0.084,0.099
"result.895",0.845171002329543,0.77761317275864,-0.086,2.311,0.129,0.084,0.086,0.102
"result.896",0.615915345446476,0.451482609504338,-0.025,2.393,0.018,0.086,0.088,0.103
"result.897",0.618864293672784,0.395925443841696,-0.025,2.276,0.01,0.084,0.091,0.102
"result.898",0.173054615268676,0.638508424725042,0.081,2.422,-0.06,0.085,0.088,0.102
"result.899",0.718236211936481,0.553324997563065,-0.05,2.476,0.057,0.086,0.08,0.103
"result.900",0.0222224699377995,0.851246515785015,0.172,2.577,-0.114,0.086,0.079,0.102
"result.901",0.699686892210332,0.381840245453403,-0.044,2.349,0.027,0.084,0.086,0.101
"result.902",0.254030490510629,0.283443681083547,0.056,2.37,-0.089,0.085,0.09,0.102
"result.903",0.556308527299962,0.218842760692677,-0.012,2.412,-0.032,0.083,0.077,0.101
"result.904",0.770656905264526,0.860145894318289,-0.062,2.34,0.123,0.084,0.082,0.101
"result.905",0.783267219051555,0.203038949678411,-0.065,2.327,0.017,0.083,0.079,0.101
"result.906",0.447059922908124,0.818740685372054,0.012,2.493,0.04,0.086,0.082,0.103
"result.907",0.966408056003928,0.842713028161804,-0.155,2.344,0.213,0.085,0.081,0.102
"result.908",0.936276847677927,0.339611814920522,-0.127,2.346,0.104,0.083,0.077,0.101
"result.909",0.408463578955074,0.620005934136759,0.02,2.525,-0.003,0.086,0.083,0.102
"result.910",0.335810491112927,0.622422132881208,0.036,2.49,-0.018,0.084,0.084,0.101
"result.911",0.635432304822452,0.0613076323001314,-0.029,2.338,-0.06,0.084,0.088,0.102
"result.912",0.777655340755806,0.709427702324757,-0.063,2.332,0.095,0.083,0.078,0.1
"result.913",0.282677386449859,0.573030997569723,0.05,2.472,-0.04,0.087,0.091,0.104
"result.914",0.275087502241983,0.846856215110913,0.051,2.459,0.007,0.085,0.08,0.102
"result.915",0.688606659662528,0.722596762159895,-0.041,2.319,0.075,0.084,0.086,0.101
"result.916",0.375952682572422,0.437515726565401,0.028,2.527,-0.036,0.087,0.089,0.103
"result.917",0.822923730992285,0.325163500721331,-0.079,2.437,0.053,0.085,0.077,0.102
"result.918",0.365571207996764,0.537694671875559,0.029,2.329,-0.024,0.085,0.089,0.102
"result.919",0.838832162597021,0.630439866712668,-0.085,2.316,0.104,0.086,0.09,0.103
"result.920",0.437416728969088,0.754353245339845,0.013,2.329,0.026,0.083,0.082,0.101
"result.921",0.782975077244951,0.383421963758373,-0.069,2.523,0.052,0.088,0.081,0.105
"result.922",0.833152262513819,0.673312078017758,-0.083,2.439,0.108,0.086,0.082,0.103
"result.923",0.480528441545671,0.389410505503845,0.004,2.584,-0.02,0.087,0.08,0.103
"result.924",0.581239932402882,0.517135805265923,-0.017,2.304,0.02,0.086,0.089,0.103
"result.925",0.367873181162484,0.461612310714642,0.029,2.516,-0.035,0.086,0.079,0.103
"result.926",0.208118059852538,0.277051623322983,0.07,2.567,-0.103,0.086,0.081,0.103
"result.927",0.214957214255607,0.421099365491178,0.068,2.488,-0.079,0.086,0.086,0.103
"result.928",0.485386382473098,0.532447654414852,0.003,2.306,0.002,0.084,0.091,0.102
"result.929",0.460627042315175,0.835938082090154,0.009,2.34,0.047,0.085,0.087,0.102
"result.930",0.523322973963117,0.575202748472342,-0.005,2.35,0.016,0.084,0.085,0.102
"result.931",0.889410398975555,0.336375527556103,-0.106,2.474,0.082,0.087,0.08,0.103
"result.932",0.653989230395547,0.925649902085491,-0.034,2.367,0.115,0.086,0.087,0.102
"result.933",0.762500469081324,0.347416483654176,-0.061,2.518,0.04,0.086,0.078,0.103
"result.934",0.711910694368263,0.309521603320993,-0.048,2.509,0.021,0.087,0.081,0.104
"result.935",0.485089946371146,0.541355521555778,0.004,2.584,0.002,0.09,0.084,0.106
"result.936",0.636189487022788,0.115626720147095,-0.029,2.366,-0.039,0.084,0.087,0.101
"result.937",0.941007447717813,0.713468378099783,-0.133,2.279,0.165,0.085,0.084,0.102
"result.938",0.176445354532127,0.653904504389031,0.077,2.394,-0.055,0.083,0.082,0.101
"result.939",0.193821056272459,0.67189750614698,0.077,2.448,-0.051,0.088,0.094,0.105
"result.940",0.991544131831735,0.697858498397956,-0.202,2.272,0.232,0.085,0.084,0.102
"result.941",0.183845344150818,0.681845330189426,0.078,2.459,-0.051,0.086,0.081,0.104
"result.942",0.579811502422347,0.579082588905902,-0.017,2.417,0.028,0.083,0.081,0.1
"result.943",0.861756630585749,0.630044545631266,-0.094,2.395,0.113,0.087,0.086,0.103
"result.944",0.817634292227276,0.83257138956012,-0.078,2.429,0.133,0.087,0.08,0.103
"result.945",0.492816907115216,0.692454401636053,0.002,2.421,0.027,0.086,0.088,0.103
"result.946",0.176016604375809,0.0869576896520551,0.08,2.451,-0.157,0.086,0.089,0.103
"result.947",0.0110746393378978,0.582718417607437,0.192,2.443,-0.18,0.084,0.083,0.102
"result.948",0.202568534714743,0.762751863314075,0.071,2.485,-0.03,0.085,0.08,0.102
"result.949",0.108755083388335,0.498245788450618,0.105,2.491,-0.105,0.085,0.078,0.102
"result.950",0.403925649350026,0.680955832830356,0.021,2.441,0.006,0.086,0.085,0.103
"result.951",0.251566706116985,0.284672600808084,0.059,2.618,-0.091,0.088,0.081,0.105
"result.952",0.848968523046148,0.294570499032583,-0.087,2.371,0.057,0.085,0.083,0.102
"result.953",0.90290359392579,0.623405253719069,-0.113,2.346,0.131,0.087,0.091,0.104
"result.954",0.0601609614466193,0.0169896353892405,0.133,2.455,-0.253,0.085,0.09,0.103
"result.955",0.262391213141159,0.297845340689302,0.054,2.465,-0.084,0.084,0.08,0.101
"result.956",0.800298157326698,0.874606764777808,-0.071,2.352,0.136,0.085,0.082,0.102
"result.957",0.136526798187869,0.220839319137971,0.093,2.439,-0.137,0.085,0.086,0.102
"result.958",0.966131521765137,0.793156019299548,-0.155,2.367,0.202,0.085,0.08,0.102
"result.959",0.16027487459226,0.718753041051647,0.084,2.453,-0.051,0.085,0.081,0.102
"result.960",0.507631297620582,0.770416887713928,-0.001,2.354,0.044,0.086,0.092,0.103
"result.961",0.673988264379048,0.136506641084754,-0.039,2.451,-0.023,0.087,0.089,0.104
"result.962",0.950672981199806,0.338198642530021,-0.139,2.323,0.115,0.084,0.083,0.101
"result.963",0.261784181434132,0.556883118902203,0.054,2.369,-0.046,0.084,0.086,0.101
"result.964",0.602597420489467,0.0791679222737508,-0.023,2.536,-0.057,0.089,0.088,0.105
"result.965",0.602264839997661,0.763447981248101,-0.022,2.471,0.063,0.087,0.081,0.104
"result.966",0.543262864665394,0.39077872441669,-0.009,2.558,-0.006,0.087,0.079,0.103
"result.967",0.416537736847503,0.455795138192105,0.018,2.416,-0.024,0.084,0.077,0.101
"result.968",0.681469375241746,0.465248178805785,-0.039,2.367,0.034,0.084,0.084,0.101
"result.969",0.665358969888803,0.794880805296906,-0.035,2.371,0.082,0.083,0.079,0.101
"result.970",0.0150634863816007,0.368168997634507,0.184,2.473,-0.203,0.085,0.09,0.102
"result.971",0.191319092030912,0.542973878652923,0.075,2.482,-0.069,0.086,0.085,0.103
"result.972",0.0403755247204065,0.477231430394791,0.147,2.407,-0.15,0.084,0.089,0.101
"result.973",0.554638590141829,0.294767609458763,-0.011,2.426,-0.019,0.083,0.077,0.1
"result.974",0.0231388351769302,0.138593883085699,0.168,2.399,-0.23,0.084,0.093,0.102
"result.975",0.38091542725114,0.585341621289713,0.026,2.436,-0.013,0.084,0.078,0.102
"result.976",0.0855240173872306,0.226050263491299,0.113,2.372,-0.156,0.082,0.084,0.1
"result.977",0.108252763713427,0.0248123337667887,0.103,2.537,-0.214,0.084,0.083,0.101
"result.978",0.725839823465063,0.792621483271732,-0.051,2.39,0.097,0.085,0.088,0.102
"result.979",0.696070324883918,0.581064758280873,-0.044,2.375,0.056,0.087,0.09,0.104
"result.980",0.168488321631797,0.321413718465004,0.081,2.476,-0.107,0.084,0.079,0.102
"result.981",0.232465621489797,0.499756293103654,0.063,2.517,-0.063,0.086,0.086,0.103
"result.982",0.117883979754083,0.741131434674846,0.101,2.521,-0.065,0.085,0.08,0.102
"result.983",0.446749693158363,0.545119128071786,0.012,2.494,-0.006,0.088,0.094,0.105
"result.984",0.946392468180514,0.433636204925344,-0.138,2.385,0.128,0.086,0.08,0.103
"result.985",0.917043489141511,0.257530013450041,-0.115,2.317,0.078,0.083,0.088,0.101
"result.986",0.336107325399788,0.566432283564528,0.035,2.381,-0.026,0.083,0.079,0.101
"result.987",0.181617438981915,0.324965537746826,0.078,2.545,-0.103,0.086,0.079,0.102
"result.988",0.404234055673065,0.420842797591933,0.021,2.408,-0.032,0.084,0.085,0.101
"result.989",0.145608717991473,0.576060920879233,0.091,2.481,-0.08,0.086,0.087,0.103
"result.990",0.588979947363487,0.896419693601513,-0.019,2.452,0.09,0.086,0.077,0.102
"result.991",0.692968995943647,0.326140937952977,-0.043,2.41,0.018,0.086,0.088,0.103
"result.992",0.0720547282083448,0.0400481163684717,0.126,2.607,-0.225,0.086,0.081,0.103
"result.993",0.306523986635252,0.661063081990931,0.043,2.444,-0.019,0.084,0.079,0.101
"result.994",0.553020786127461,0.75695023268093,-0.011,2.417,0.051,0.085,0.079,0.102
"result.995",0.729590182490358,0.107254813777449,-0.054,2.549,-0.016,0.088,0.084,0.104
"result.996",0.533349221312852,0.503568102367298,-0.007,2.481,0.008,0.088,0.088,0.105
"result.997",0.765100888112258,0.756726713556521,-0.06,2.421,0.1,0.084,0.076,0.101
"result.998",0.100689751243644,0.499368344339936,0.108,2.485,-0.108,0.084,0.08,0.102
"result.999",0.425424958306185,0.374462441104022,0.016,2.436,-0.034,0.085,0.083,0.102
"result.1000",0.561433095815609,0.834194683474081,-0.013,2.112,0.069,0.083,0.087,0.101
"result.1001",0.978187821570273,0.825140951545689,-0.175,2.299,0.228,0.087,0.089,0.103
"result.1002",0.630165013743814,0.666455795320675,-0.028,2.365,0.053,0.086,0.086,0.103
"result.1003",0.637175775080864,0.803038621323695,-0.029,2.389,0.078,0.084,0.077,0.101
"result.1004",0.0517580236278159,0.228898097998756,0.14,2.557,-0.182,0.086,0.083,0.103
"result.1005",0.769108287105197,0.866165326120791,-0.063,2.382,0.127,0.087,0.091,0.103
"result.1006",0.377463793743409,0.291770093734054,0.027,2.493,-0.058,0.085,0.078,0.102
"result.1007",0.691660905877181,0.321782242122492,-0.043,2.46,0.016,0.085,0.076,0.103
"result.1008",0.286978742842121,0.377736232823506,0.048,2.493,-0.065,0.085,0.079,0.102
"result.1009",0.170753507373861,0.724171842034937,0.079,2.395,-0.046,0.083,0.084,0.1
"result.1010",0.653936233923106,0.560391953419861,-0.034,2.315,0.042,0.085,0.089,0.103
"result.1011",0.455124199631074,0.487917638678568,0.01,2.373,-0.011,0.084,0.088,0.102
"result.1012",0.0242523336611894,0.0519085248921823,0.163,2.475,-0.256,0.083,0.083,0.1
"result.1013",0.194448241319224,0.209906220380284,0.075,2.539,-0.12,0.087,0.082,0.103
"result.1014",0.532283958093915,0.70211168695064,-0.007,2.373,0.037,0.087,0.089,0.104
"result.1015",0.590170945541774,0.645067735813717,-0.02,2.495,0.041,0.087,0.089,0.103
"result.1016",0.589177444602844,0.556134309915209,-0.019,2.381,0.027,0.085,0.091,0.102
"result.1017",0.685063343145906,0.54973274468901,-0.04,2.328,0.048,0.084,0.082,0.102
"result.1018",0.516214772238251,0.0405975794037724,-0.003,2.568,-0.095,0.087,0.08,0.104
"result.1019",0.218209334060877,0.523428176610656,0.067,2.35,-0.063,0.086,0.094,0.103
"result.1020",0.993892080929068,0.170539657184287,-0.212,2.318,0.158,0.085,0.077,0.102
"result.1021",0.293628564204747,0.424101045082206,0.046,2.404,-0.056,0.084,0.088,0.101
"result.1022",0.738905148139877,0.847302348072235,-0.053,2.207,0.111,0.083,0.087,0.1
"result.1023",0.922107899331332,0.242363963184589,-0.119,2.257,0.08,0.084,0.089,0.102
"result.1024",0.166450876425179,0.59451096789701,0.083,2.426,-0.07,0.086,0.089,0.103
"result.1025",0.954728378192569,0.855226367939603,-0.147,2.398,0.207,0.087,0.082,0.104
"result.1026",0.883443922134452,0.480395969689402,-0.1,2.21,0.097,0.084,0.085,0.101
"result.1027",0.770986083110648,0.716974247240022,-0.066,2.475,0.098,0.089,0.09,0.105
"result.1028",0.793971881596639,0.559597752982364,-0.069,2.34,0.077,0.084,0.085,0.101
"result.1029",0.798226932809333,0.353371282288148,-0.071,2.406,0.05,0.086,0.082,0.103
"result.1030",0.109967058595426,0.42102659990044,0.102,2.423,-0.114,0.083,0.083,0.101
"result.1031",0.592499022534908,0.603369992473317,-0.019,2.296,0.035,0.084,0.086,0.102
"result.1032",0.718440262409537,0.176167496585234,-0.049,2.463,-0.004,0.085,0.083,0.102
"result.1033",0.574641812482094,0.699717887214653,-0.015,2.307,0.045,0.083,0.085,0.1
"result.1034",0.674019173519065,0.636613205437648,-0.037,2.253,0.058,0.083,0.086,0.101
"result.1035",0.573860325078634,0.369696457358374,-0.015,2.324,-0.003,0.083,0.085,0.101
"result.1036",0.735760189921774,0.247740738589954,-0.053,2.313,0.014,0.084,0.085,0.102
"result.1037",0.132620738585757,0.634848683151297,0.095,2.511,-0.076,0.085,0.081,0.102
"result.1038",0.52772313818513,0.62192283610835,-0.006,2.345,0.023,0.084,0.088,0.102
"result.1039",0.322826237987476,0.144471948414498,0.039,2.485,-0.099,0.084,0.08,0.102
"result.1040",0.568595435914734,0.748277781496395,-0.015,2.41,0.053,0.086,0.087,0.103
"result.1041",0.734112146599549,0.920823714858215,-0.053,2.36,0.133,0.085,0.084,0.102
"result.1042",0.0233422095713656,0.459940675980281,0.17,2.582,-0.175,0.085,0.081,0.102
"result.1043",0.164451418758085,0.611663635277177,0.083,2.411,-0.067,0.085,0.086,0.102
"result.1044",0.463802241467907,0.889361165672825,0.008,2.339,0.062,0.085,0.087,0.102
"result.1045",0.590302892172163,0.581693808604117,-0.019,2.43,0.031,0.086,0.089,0.103
"result.1046",0.595347303303072,0.507564193359672,-0.021,2.422,0.022,0.086,0.085,0.103
"result.1047",0.118869980722963,0.0838129831618328,0.108,2.672,-0.185,0.091,0.094,0.107
"result.1048",0.341571875302618,0.343041073740605,0.035,2.463,-0.058,0.086,0.09,0.103
"result.1049",0.76951933540567,0.799708394986401,-0.064,2.487,0.111,0.087,0.078,0.103
"result.1050",0.350760532949847,0.165866360498288,0.034,2.401,-0.088,0.087,0.09,0.104
"result.1051",0.544363162321273,0.64816050140397,-0.009,2.447,0.031,0.085,0.077,0.102
"result.1052",0.558657359948896,0.915179480199223,-0.013,2.468,0.09,0.086,0.076,0.103
"result.1053",0.818240314127417,0.601980847495898,-0.076,2.369,0.091,0.084,0.082,0.102
"result.1054",0.498318524341189,0.799409211114651,0.001,2.399,0.047,0.086,0.085,0.103
"result.1055",0.465651969600567,0.375584978775414,0.007,2.432,-0.025,0.085,0.079,0.102
"result.1056",0.11035622331699,0.217977174956946,0.104,2.5,-0.148,0.085,0.082,0.102
"result.1057",0.0731969026163063,0.657879508278948,0.121,2.459,-0.098,0.083,0.08,0.101
"result.1058",0.725906081490207,0.205116619314609,-0.052,2.487,0.006,0.087,0.085,0.104
"result.1059",0.462404960027295,0.579768501708141,0.008,2.439,0.003,0.086,0.085,0.103
"result.1060",0.226126350774815,0.189671924972077,0.064,2.483,-0.114,0.085,0.079,0.102
"result.1061",0.200937057301208,0.273130831264466,0.073,2.562,-0.107,0.087,0.083,0.103
"result.1062",0.304688078922296,0.396355726388311,0.042,2.331,-0.056,0.081,0.077,0.099
"result.1063",0.0722490671655877,0.229302217907367,0.127,2.564,-0.169,0.087,0.083,0.104
"result.1064",0.633139999547214,0.536621615543371,-0.029,2.503,0.034,0.085,0.078,0.102
